,Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg],target
0,0.0,0.025722762569785118,0.11897674947977066,0.07180155813694,0.0,0.0,0.0,0.4029366075992584,1.0
1,0.0008199793519452214,0.0,0.11897674947977066,0.06788510829210281,0.0,0.0,0.0,0.4029366075992584,1.0
2,0.0016528350533917546,0.0,0.1279413402080536,0.06919059157371521,0.0,0.0,0.0,0.4029366075992584,1.0
3,0.002470380626618862,0.0,0.1279413402080536,0.06625325232744217,0.0,0.0,0.0,0.4029366075992584,1.0
4,0.0032820114865899086,0.0,0.13712432980537415,0.06690599769353867,0.0,0.0,0.0,0.4029366075992584,1.0
5,0.0040877279825508595,0.025722762569785118,0.1465258002281189,0.07473889738321304,0.0,0.0,0.0,0.4029366075992584,1.0
6,0.004887530114501715,0.025722762569785118,0.15614567697048187,0.07996083050966263,0.0,0.0,0.0,0.4029366075992584,1.0
7,0.005681417416781187,0.05188095569610596,0.1968095898628235,0.06657962501049042,0.0,0.0,0.0,0.4029366075992584,1.0
8,0.006469389423727989,0.05188095569610596,0.22960114479064941,0.06298954784870148,0.0,0.0,0.0,0.4029366075992584,1.0
9,0.007251447066664696,0.05188095569610596,0.2075216919183731,0.07082244753837585,0.0,0.0,0.0,0.4029366075992584,1.0
10,0.00802758987993002,0.05188095569610596,0.1968095898628235,0.07082244753837585,0.0,0.0,0.0,0.4029366075992584,1.0
11,0.008797820657491684,0.05188095569610596,0.18631596863269806,0.07082244753837585,0.0,0.0,0.0,0.4029366075992584,1.0
12,0.009562135674059391,0.05188095569610596,0.18631596863269806,0.0711488127708435,0.0,0.0,0.0,0.4029366075992584,1.0
13,0.010320533998310566,0.05188095569610596,0.17604075372219086,0.07016970217227936,0.0,0.0,0.0,0.4029366075992584,1.0
14,0.011073019355535507,0.05188095569610596,0.17604075372219086,0.06853785365819931,0.0,0.0,0.0,0.4029366075992584,1.0
15,0.011819588951766491,0.05188095569610596,0.17604075372219086,0.06657962501049042,0.0,0.0,0.0,0.4029366075992584,1.0
16,0.012560244649648666,0.05188095569610596,0.17604075372219086,0.06625325232744217,0.0,0.0,0.0,0.4029366075992584,1.0
17,0.013294986449182034,0.05188095569610596,0.17604075372219086,0.06625325232744217,0.0,0.0,0.0,0.4029366075992584,1.0
18,0.014023812487721443,0.05188095569610596,0.16598397493362427,0.06755873560905457,0.0,0.0,0.0,0.4029366075992584,1.0
19,0.01474672183394432,0.05188095569610596,0.16598397493362427,0.06755873560905457,0.0,0.0,0.0,0.4029366075992584,1.0
20,0.015463722869753838,0.05188095569610596,0.16598397493362427,0.06560051441192627,0.0,0.0,0.0,0.4029366075992584,1.0
21,0.0161748044192791,0.07847507297992706,0.16598397493362427,0.06429503113031387,0.0,0.0,0.0,0.4029366075992584,1.0
22,0.0168799739331007,0.07847507297992706,0.17604075372219086,0.06201043352484703,0.0,0.0,0.0,0.4029366075992584,1.0
23,0.017579223960638046,0.07847507297992706,0.17604075372219086,0.06266317516565323,0.0,0.0,0.0,0.4029366075992584,1.0
24,0.018272563815116882,0.07847507297992706,0.17604075372219086,0.06364228576421738,0.0,0.0,0.0,0.4029366075992584,1.0
25,0.01895998604595661,0.07847507297992706,0.17604075372219086,0.06364228576421738,0.0,0.0,0.0,0.4029366075992584,1.0
26,0.01964150182902813,0.07847507297992706,0.17604075372219086,0.06396865844726562,0.0,0.0,0.0,0.4029366075992584,1.0
27,0.020317086949944496,0.07847507297992706,0.17604075372219086,0.06201043352484703,0.0,0.0,0.0,0.4029366075992584,1.0
28,0.020986774936318398,0.10550487041473389,0.17604075372219086,0.060378581285476685,0.0,0.0,0.0,0.4029366075992584,1.0
29,0.021650543436408043,0.10550487041473389,0.17604075372219086,0.060704950243234634,0.0,0.0,0.0,0.4029366075992584,1.0
30,0.022308388724923134,0.10550480335950851,0.17604075372219086,0.060704950243234634,0.0,0.0,0.0,0.4029366075992584,1.0
31,0.022960327565670013,0.10550480335950851,0.17604075372219086,0.06201043352484703,0.0,0.0,0.0,0.4029366075992584,1.0
32,0.023606352508068085,0.10550487041473389,0.16598397493362427,0.060704950243234634,0.0,0.0,0.0,0.4029366075992584,1.0
33,0.0242464616894722,0.10550487041473389,0.16598397493362427,0.06201043352484703,0.0,0.0,0.0,0.4029366075992584,1.0
34,0.024880655109882355,0.10550487041473389,0.16598397493362427,0.059725839644670486,0.0,0.0,0.0,0.4029366075992584,1.0
35,0.025508934631943703,0.13297021389007568,0.17604075372219086,0.060052208602428436,0.0,0.0,0.0,0.4029366075992584,1.0
36,0.026131298393011093,0.13297021389007568,0.17604075372219086,0.05874672532081604,0.0,0.0,0.0,0.4029366075992584,1.0
37,0.026747729629278183,0.13297021389007568,0.17604075372219086,0.060378581285476685,0.0,0.0,0.0,0.4029366075992584,1.0
38,0.02735826186835766,0.13297021389007568,0.16598397493362427,0.05907309800386429,0.0,0.0,0.0,0.4029366075992584,1.0
39,0.02796289511024952,0.13297021389007568,0.16598397493362427,0.060052208602428436,0.0,0.0,0.0,0.4029366075992584,1.0
40,0.028561590239405632,0.13297021389007568,0.16598397493362427,0.05939946696162224,0.0,0.0,0.0,0.4029366075992584,1.0
41,0.02915438637137413,0.13297021389007568,0.16598397493362427,0.05809398368000984,0.0,0.0,0.0,0.4029366075992584,1.0
42,0.029741263017058372,0.13297021389007568,0.16598397493362427,0.05613575875759125,0.0,0.0,0.0,0.4029366075992584,1.0
43,0.03032221831381321,0.13297021389007568,0.16598397493362427,0.057114873081445694,0.0,0.0,0.0,0.4029366075992584,1.0
44,0.030897274613380432,0.13297021389007568,0.17604075372219086,0.057114873081445694,0.0,0.0,0.0,0.4029366075992584,1.0
45,0.031466417014598846,0.13297021389007568,0.17604075372219086,0.057441242039203644,0.0,0.0,0.0,0.4029366075992584,1.0
46,0.032029613852500916,0.13297021389007568,0.17604075372219086,0.05515666678547859,0.0,0.0,0.0,0.4029366075992584,1.0
47,0.03258693218231201,0.16087129712104797,0.17604075372219086,0.05613575875759125,0.0,0.0,0.0,0.4029366075992584,1.0
48,0.03313831612467766,0.16087129712104797,0.17604075372219086,0.054177556186914444,0.0,0.0,0.0,0.4029366075992584,1.0
49,0.03368380293250084,0.16087129712104797,0.17604075372219086,0.05515666678547859,0.0,0.0,0.0,0.4029366075992584,1.0
50,0.03422333672642708,0.16087129712104797,0.15614567697048187,0.056788500398397446,0.0,0.0,0.0,0.4029366075992584,1.0
51,0.034756988286972046,0.16087129712104797,0.16598397493362427,0.05613575875759125,0.0,0.0,0.0,0.4029366075992584,1.0
52,0.03528473153710365,0.16087129712104797,0.16598397493362427,0.056462131440639496,0.0,0.0,0.0,0.4029366075992584,1.0
53,0.03580654412508011,0.16087129712104797,0.16598397493362427,0.05548301711678505,0.0,0.0,0.0,0.4029366075992584,1.0
54,0.03632242977619171,0.16087129712104797,0.16598397493362427,0.054503925144672394,0.0,0.0,0.0,0.4029366075992584,1.0
