,Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg],target
0,0.0,0.0,0.26804298162460327,0.12055972218513489,0.017525948584079742,0.0,0.0,0.3829590082168579,1.0
1,0.0009773987112566829,0.0,0.2223663330078125,0.1270182877779007,0.023355666548013687,0.0,0.0,0.21395772695541382,1.0
2,0.0019504179945215583,0.0,0.19039101898670197,0.13240040838718414,0.023355666548013687,0.0,0.0,0.03112737089395523,1.0
3,0.00291905808262527,0.0,0.47030165791511536,0.3902045488357544,0.04080803692340851,0.06759427487850189,0.1961219310760498,0.24860398471355438,1.0
4,0.0038833182770758867,0.0,0.26804298162460327,0.520990252494812,0.058205220848321915,0.029848717153072357,0.06461270153522491,0.4903619885444641,1.0
5,0.004843199625611305,0.009124664589762688,0.12338890880346298,0.22712594270706177,0.058205220848321915,0.011731693521142006,0.016359351575374603,0.628333330154419,1.0
6,0.005798701196908951,0.009124664589762688,0.15080001950263977,0.23196986317634583,0.058205220848321915,0.011731693521142006,0.03249263018369675,0.6414691209793091,1.0
7,0.006749823223799467,0.018534161150455475,0.3430781960487366,0.4068891406059265,0.06977267563343048,0.034677471965551376,0.12150523066520691,0.6400307416915894,1.0
8,0.007696566171944141,0.018534161150455475,0.14144566655158997,0.27179762721061707,0.058205220848321915,0.0,0.0,0.6351150870323181,1.0
9,0.008638930507004261,0.018534161150455475,0.12338890880346298,0.13939718902111053,0.05241229757666588,0.0,0.0,0.6190945506095886,1.0
10,0.009576914831995964,0.018534161150455475,0.15080001950263977,0.13885897397994995,0.04661323130130768,0.0,0.0,0.49778735637664795,1.0
11,0.010510518215596676,0.018534161150455475,0.15080001950263977,0.14585573971271515,0.04080803692340851,0.0,0.0,0.38836851716041565,1.0
12,0.01143974345177412,0.018534161150455475,0.15080001950263977,0.14693216979503632,0.04080803692340851,0.0,0.0,0.40754446387290955,1.0
13,0.012364590540528297,0.018534161150455475,0.15080001950263977,0.1442411094903946,0.03499671444296837,0.0,0.0,0.5037685036659241,1.0
14,0.013285057619214058,0.018534161150455475,0.15080001950263977,0.14208824932575226,0.03499671444296837,0.0,0.0,0.6131575107574463,1.0
15,0.014201144687831402,0.018534161150455475,0.1603717803955078,0.13186220824718475,0.023355666548013687,0.0,0.0,0.6588675379753113,1.0
16,0.015112852677702904,0.028228439390659332,0.20083211362361908,0.12917113304138184,0.01169009692966938,0.0,0.0,0.6643552780151367,1.0
17,0.01602017693221569,0.028228439390659332,0.21149055659770966,0.13186220824718475,0.01169009692966938,0.0,0.0,0.6737541556358337,1.0
18,0.016923127695918083,0.028228439390659332,0.2562977969646454,0.15608179569244385,0.023355666548013687,0.011731693521142006,0.005309279542416334,0.8041174411773682,1.0
19,0.017821697518229485,0.028228439390659332,0.4552963376045227,0.4553283452987671,0.05241229757666588,0.05592647194862366,0.16279487311840057,0.8631197214126587,1.0
20,0.018715891987085342,0.028228439390659332,0.39744845032691956,0.5667383670806885,0.0755472257733345,0.060984984040260315,0.1714843511581421,0.8165786266326904,1.0
21,0.01960569992661476,0.03820750117301941,0.36982861161231995,0.6232507824897766,0.08707790076732635,0.060984984040260315,0.1714843511581421,0.6912841796875,1.0
22,0.02049112878739834,0.03820750117301941,0.44050833582878113,0.6689988970756531,0.09858404099941254,0.10374479740858078,0.2339002788066864,0.6589348912239075,1.0
23,0.021372182294726372,0.04847138375043869,0.6497046947479248,0.7814854383468628,0.12169161438941956,0.18463557958602905,0.3028697967529297,0.657394528388977,1.0
