Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C],Accelerator Pedal Position [%]
0.0,55,97.0,0.0,0.0,28.0,0.91,88.6,25.0,14.1
0.8710000000000001,55,97.0,0.0,0.0,28.0,0.91,89.0,25.0,14.1
1.6500000000000001,55,97.0,0.0,0.0,28.0,0.91,88.6,25.0,14.1
2.4010000000000002,55,96.0,205.0,0.0,28.0,10.41,83.5,25.0,14.1
3.212,55,95.0,929.0,0.0,38.0,7.66,83.1,25.0,14.1
3.962,55,97.0,831.0,0.0,37.0,7.02,83.1,25.0,14.5
4.714,55,98.0,794.0,0.0,36.0,6.86,83.1,25.0,14.1
5.462000000000001,55,98.0,771.0,0.0,35.0,6.88,83.1,25.0,15.3
6.301,55,98.0,928.0,0.0,36.0,8.77,83.1,25.0,15.3
7.051,55,99.0,908.0,0.0,36.0,8.36,83.1,25.0,15.3
7.95,55,100.0,920.0,0.0,36.0,8.41,83.1,25.0,15.3
8.700000000000001,55,101.0,922.0,2.0,36.0,9.52,83.1,25.0,15.3
9.451,55,101.0,951.0,3.0,36.0,9.3,83.1,25.0,15.3
10.201,55,102.0,944.0,5.0,36.0,9.41,83.1,25.0,15.3
10.952,55,102.0,937.0,7.0,35.0,10.08,83.1,25.0,14.1
11.700000000000001,55,102.0,988.0,7.0,35.0,7.94,83.1,25.0,14.1
12.451,55,102.0,910.0,7.0,34.0,8.24,83.1,25.0,14.5
13.201,55,101.0,882.0,7.0,33.0,7.83,83.1,25.0,14.5
13.950000000000001,55,101.0,919.0,8.0,33.0,8.38,83.1,25.0,15.7
14.701,55,101.0,906.0,8.0,33.0,8.49,83.1,25.0,16.5
15.451,55,101.0,874.0,7.0,33.0,8.33,83.1,25.0,19.6
16.202,55,100.0,924.0,8.0,33.0,8.91,83.1,25.0,26.3
16.951,55,101.0,1112.0,10.0,32.0,12.97,83.1,25.0,31.0
17.701,55,104.0,1345.0,12.0,35.0,15.08,83.1,25.0,34.9
18.511000000000003,55,112.0,1595.0,14.0,36.0,20.27,83.1,25.0,38.8
19.351000000000003,55,127.0,1887.0,17.0,37.0,24.83,83.1,25.0,37.6
20.281000000000002,55,129.0,1884.0,18.0,38.0,14.36,83.1,25.0,14.1
21.181,55,113.0,944.0,18.0,36.0,10.02,83.1,25.0,14.1
22.082,55,105.0,906.0,17.0,31.0,8.47,83.1,25.0,14.1
23.013,55,103.0,903.0,15.0,31.0,8.52,83.1,25.0,14.1
23.912000000000003,55,101.0,901.0,14.0,30.0,8.13,83.1,25.0,14.1
24.841,55,101.0,897.0,13.0,29.0,8.36,83.1,25.0,17.6
25.741000000000003,55,101.0,848.0,14.0,29.0,8.3,83.1,25.0,18.4
26.641000000000002,55,101.0,876.0,15.0,29.0,8.77,83.1,25.0,19.2
27.541,55,101.0,952.0,16.0,30.0,9.94,83.1,25.0,20.0
28.441000000000003,55,102.0,1013.0,17.0,32.0,8.83,83.1,25.0,14.1
29.371000000000002,55,102.0,958.0,17.0,31.0,8.66,83.1,25.0,14.1
30.272000000000002,55,102.0,924.0,15.0,30.0,8.36,83.1,25.0,14.1
31.201,55,101.0,909.0,10.0,30.0,8.38,83.1,25.0,14.1
32.102000000000004,55,101.0,904.0,8.0,30.0,8.08,83.1,25.0,14.1
33.003,56,101.0,897.0,1.0,29.0,7.97,83.1,25.0,14.1
33.901,56,100.0,801.0,0.0,29.0,7.02,83.1,25.0,14.1
34.802,56,100.0,763.0,0.0,29.0,7.19,83.1,25.0,14.1
35.701,56,99.0,767.0,0.0,28.0,7.11,83.1,25.0,14.1
36.601,56,99.0,769.0,0.0,28.0,6.91,83.1,25.0,15.7
37.501000000000005,56,99.0,890.0,0.0,29.0,11.38,83.1,25.0,20.8
38.432,56,101.0,948.0,6.0,33.0,12.44,83.1,25.0,24.7
39.333000000000006,56,104.0,1329.0,11.0,34.0,24.61,83.1,25.0,47.1
40.232,56,134.0,2082.0,19.0,37.0,46.16,83.1,25.0,14.1
41.132000000000005,56,97.0,1916.0,21.0,38.0,26.19,31.0,25.0,47.1
42.031000000000006,56,111.0,1451.0,25.0,36.0,31.61,83.5,25.0,51.8
42.931000000000004,56,159.0,1854.0,32.0,36.0,58.27,83.5,25.0,51.4
43.831,56,206.0,2294.0,40.0,38.0,76.8,83.5,25.0,29.4
44.733000000000004,56,120.0,2194.0,43.0,38.0,29.83,31.0,25.0,35.3
45.633,56,107.0,1631.0,44.0,35.0,17.83,83.5,25.0,35.3
46.533,57,124.0,1661.0,45.0,32.0,15.19,83.5,25.0,14.1
47.432,57,113.0,1625.0,44.0,30.0,12.86,83.5,25.0,14.1
48.332,57,107.0,1624.0,44.0,30.0,15.49,83.5,25.0,14.1
49.232000000000006,57,115.0,1632.0,44.0,30.0,14.77,83.5,25.0,14.1
50.162000000000006,57,117.0,1647.0,44.0,30.0,15.61,83.5,25.0,14.1
51.061,57,117.0,1659.0,45.0,31.0,15.69,83.5,25.0,14.1
51.992000000000004,57,117.0,1670.0,45.0,31.0,15.61,83.5,25.0,14.1
52.891000000000005,57,118.0,1690.0,45.0,31.0,16.33,83.5,25.0,14.1
53.791000000000004,57,118.0,1707.0,46.0,31.0,16.63,83.5,25.0,14.1
54.693000000000005,58,118.0,1725.0,46.0,31.0,16.8,83.5,25.0,14.1
55.592000000000006,58,118.0,1730.0,47.0,31.0,16.8,83.5,25.0,14.1
56.522000000000006,58,118.0,1742.0,47.0,31.0,16.94,83.5,25.0,14.1
57.42100000000001,58,118.0,1744.0,47.0,31.0,16.83,83.5,25.0,14.1
58.323,58,118.0,1752.0,47.0,31.0,17.05,83.5,25.0,14.1
59.223000000000006,58,117.0,1756.0,47.0,31.0,16.91,83.5,25.0,14.1
60.12200000000001,58,117.0,1762.0,47.0,31.0,16.83,83.5,25.0,14.1
61.022000000000006,58,117.0,1766.0,47.0,31.0,16.91,83.5,24.0,14.1
61.922000000000004,58,117.0,1774.0,48.0,31.0,17.05,83.5,24.0,14.1
62.822,59,117.0,1773.0,47.0,31.0,17.02,83.5,24.0,14.1
63.721000000000004,59,117.0,1777.0,48.0,31.0,16.94,83.5,24.0,14.1
64.653,59,117.0,1771.0,48.0,31.0,17.13,83.5,24.0,14.1
65.52300000000001,59,117.0,1774.0,48.0,31.0,17.22,83.5,24.0,14.1
66.422,59,118.0,1775.0,48.0,31.0,17.16,83.5,24.0,14.1
67.322,59,118.0,1776.0,48.0,31.0,17.24,83.5,24.0,14.1
68.194,59,118.0,1773.0,48.0,31.0,17.27,83.5,24.0,14.1
69.093,59,118.0,1778.0,48.0,31.0,17.27,83.5,24.0,14.1
69.962,59,118.0,1781.0,48.0,31.0,17.24,83.5,24.0,14.1
70.861,59,117.0,1787.0,48.0,31.0,17.24,83.5,24.0,14.1
71.762,59,117.0,1788.0,48.0,31.0,17.02,83.5,24.0,14.1
72.631,59,118.0,1783.0,48.0,31.0,17.08,83.5,24.0,14.1
73.53200000000001,59,118.0,1783.0,48.0,30.0,17.11,83.5,24.0,14.1
74.375,59,117.0,1789.0,48.0,30.0,17.02,83.5,24.0,14.1
75.241,59,118.0,1785.0,48.0,30.0,17.16,83.5,24.0,14.1
76.141,59,118.0,1776.0,48.0,30.0,17.11,83.5,24.0,14.1
77.072,59,119.0,1782.0,48.0,30.0,17.22,83.5,24.0,14.1
77.943,59,118.0,1780.0,48.0,30.0,17.24,83.5,24.0,14.1
78.781,59,118.0,1783.0,48.0,30.0,17.08,83.5,24.0,14.1
79.682,59,118.0,1790.0,48.0,30.0,17.24,83.5,24.0,14.1
80.58200000000001,60,118.0,1777.0,48.0,30.0,17.36,83.5,24.0,14.1
81.453,60,118.0,1774.0,48.0,30.0,17.22,83.5,24.0,14.1
82.382,60,118.0,1775.0,48.0,30.0,17.33,83.5,24.0,14.1
83.28200000000001,60,119.0,1778.0,48.0,30.0,17.24,83.5,24.0,14.1
84.152,60,119.0,1782.0,48.0,30.0,17.13,83.5,24.0,14.1
85.052,60,118.0,1781.0,48.0,30.0,17.36,83.5,24.0,14.1
85.92200000000001,60,119.0,1788.0,48.0,30.0,17.11,83.5,24.0,14.1
86.822,60,119.0,1779.0,48.0,30.0,17.19,83.5,24.0,14.1
87.723,60,118.0,1780.0,48.0,30.0,17.02,83.5,24.0,14.1
88.652,60,119.0,1790.0,48.0,30.0,17.33,83.5,24.0,14.1
89.49300000000001,60,118.0,1780.0,48.0,30.0,17.24,83.5,24.0,14.1
90.334,60,118.0,1775.0,48.0,30.0,16.94,83.5,24.0,14.1
91.17200000000001,60,118.0,1777.0,48.0,30.0,17.22,83.5,24.0,14.1
92.072,60,118.0,1780.0,48.0,30.0,16.77,83.5,24.0,14.1
92.912,60,118.0,1776.0,48.0,30.0,17.22,83.5,24.0,14.1
93.784,60,118.0,1781.0,48.0,30.0,16.86,83.5,24.0,14.1
94.593,61,118.0,1775.0,48.0,30.0,17.22,83.5,24.0,14.1
95.43400000000001,61,118.0,1776.0,48.0,30.0,17.08,83.5,24.0,14.1
96.272,61,118.0,1770.0,47.0,30.0,16.83,83.5,24.0,14.1
97.08200000000001,61,120.0,1759.0,47.0,30.0,17.44,83.5,24.0,14.1
97.83200000000001,61,123.0,1735.0,46.0,30.0,19.55,83.5,24.0,14.1
98.58800000000001,61,127.0,1730.0,47.0,30.0,20.66,83.5,24.0,14.1
99.42200000000001,61,131.0,1752.0,47.0,31.0,21.05,83.5,24.0,14.1
100.17200000000001,61,129.0,1770.0,48.0,31.0,20.16,83.5,24.0,14.1
100.983,61,124.0,1783.0,48.0,30.0,19.02,83.5,24.0,14.1
101.74000000000001,61,120.0,1789.0,48.0,30.0,18.74,83.5,24.0,14.1
102.48400000000001,61,118.0,1805.0,48.0,30.0,18.3,83.5,24.0,14.1
103.322,61,117.0,1808.0,49.0,30.0,17.24,83.5,24.0,14.1
104.072,61,116.0,1806.0,48.0,30.0,17.27,83.5,24.0,14.1
104.822,61,116.0,1808.0,49.0,30.0,17.19,83.5,24.0,14.1
105.572,61,116.0,1813.0,49.0,30.0,17.08,83.5,24.0,14.1
106.385,61,116.0,1821.0,49.0,30.0,16.97,83.5,24.0,14.1
107.132,62,115.0,1822.0,49.0,30.0,17.24,83.5,24.0,14.1
107.882,62,113.0,1794.0,49.0,30.0,16.94,83.5,24.0,14.1
108.635,62,114.0,1764.0,47.0,30.0,17.33,83.5,24.0,14.1
109.38300000000001,62,114.0,1716.0,46.0,30.0,16.69,83.5,24.0,14.1
110.16300000000001,62,113.0,1641.0,44.0,30.0,15.3,83.5,24.0,30.6
110.912,62,113.0,1571.0,42.0,29.0,24.3,83.5,24.0,43.5
111.72300000000001,62,132.0,1646.0,44.0,30.0,24.38,83.5,24.0,42.0
112.56200000000001,62,143.0,1717.0,46.0,31.0,21.55,83.5,24.0,14.1
113.37400000000001,62,105.0,1317.0,46.0,31.0,19.83,64.3,24.0,43.9
114.152,62,111.0,1217.0,47.0,30.0,17.83,83.5,24.0,41.2
114.992,62,120.0,1244.0,49.0,29.0,18.97,83.5,24.0,41.2
115.86200000000001,62,128.0,1276.0,50.0,30.0,20.05,83.5,24.0,41.2
116.61200000000001,62,133.0,1308.0,51.0,30.0,19.19,83.5,24.0,37.6
117.36200000000001,62,132.0,1321.0,52.0,29.0,17.94,83.5,24.0,35.7
118.11200000000001,63,128.0,1358.0,53.0,29.0,13.97,83.5,24.0,31.4
118.89200000000001,63,114.0,1360.0,53.0,28.0,13.63,83.5,24.0,31.4
119.673,63,109.0,1372.0,53.0,28.0,13.66,83.5,24.0,30.2
120.423,63,110.0,1378.0,54.0,28.0,13.44,83.5,24.0,30.2
121.233,63,109.0,1383.0,54.0,28.0,13.55,83.5,24.0,29.8
122.01200000000001,63,109.0,1391.0,54.0,28.0,13.44,83.5,24.0,28.6
122.76200000000001,63,109.0,1384.0,54.0,28.0,11.72,83.5,24.0,24.7
123.575,63,107.0,1353.0,54.0,28.0,12.24,83.5,24.0,14.1
124.32300000000001,63,106.0,1348.0,52.0,28.0,12.11,83.5,24.0,14.1
125.07400000000001,63,108.0,988.0,52.0,28.0,7.63,83.5,24.0,14.1
125.822,63,104.0,1462.0,49.0,26.0,17.8,83.5,24.0,14.1
126.57300000000001,64,109.0,1300.0,45.0,30.0,8.24,83.5,24.0,14.1
127.32400000000001,64,107.0,983.0,40.0,25.0,10.86,83.5,24.0,14.1
128.073,64,104.0,1423.0,34.0,28.0,14.52,83.5,24.0,14.1
128.823,64,107.0,1670.0,28.0,28.0,14.8,83.5,24.0,14.1
129.574,64,110.0,1051.0,23.0,30.0,7.16,83.5,24.0,14.1
130.324,64,106.0,901.0,18.0,27.0,8.66,83.5,24.0,14.1
131.162,64,103.0,896.0,13.0,26.0,8.11,83.5,24.0,14.1
131.912,64,102.0,899.0,10.0,25.0,7.91,83.5,24.0,20.8
132.663,64,102.0,1033.0,10.0,25.0,11.55,83.5,24.0,30.6
133.412,64,105.0,929.0,12.0,28.0,13.33,83.5,24.0,32.2
134.162,64,107.0,961.0,15.0,29.0,13.55,83.5,24.0,36.1
134.912,64,109.0,1070.0,18.0,30.0,18.52,83.5,24.0,50.2
135.662,64,116.0,1266.0,21.0,32.0,25.3,83.5,24.0,53.3
136.412,64,136.0,1531.0,26.0,32.0,38.69,83.5,24.0,53.3
