Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C],Accelerator Pedal Position [%]
0.0,33,97.0,0.0,0.0,24.0,0.91,89.0,24.0,14.1
0.93,33,97.0,0.0,0.0,24.0,0.91,89.0,24.0,14.1
1.83,33,97.0,0.0,0.0,24.0,0.91,89.0,24.0,14.1
2.73,33,97.0,0.0,0.0,24.0,0.91,89.0,24.0,14.1
3.6300000000000003,33,97.0,0.0,0.0,24.0,2.99,89.0,24.0,14.1
4.53,33,95.0,1049.0,0.0,30.0,8.49,83.1,24.0,14.1
5.430000000000001,33,96.0,903.0,0.0,37.0,8.97,83.1,24.0,14.1
6.390000000000001,33,97.0,861.0,0.0,35.0,8.72,83.1,24.0,14.1
7.29,33,97.0,833.0,0.0,34.0,8.44,83.1,24.0,14.1
8.221,33,97.0,809.0,0.0,33.0,8.38,83.1,24.0,14.1
9.121,33,97.0,798.0,0.0,32.0,8.74,83.1,24.0,14.1
10.020000000000001,33,97.0,835.0,0.0,31.0,8.83,83.1,24.0,14.5
10.950000000000001,33,97.0,944.0,0.0,33.0,10.11,83.1,24.0,14.5
11.850000000000001,33,99.0,926.0,0.0,33.0,10.41,83.1,24.0,14.5
12.75,33,99.0,925.0,0.0,33.0,10.86,83.1,24.0,14.1
13.65,33,100.0,941.0,0.0,33.0,10.86,83.1,24.0,14.1
14.55,32,100.0,953.0,1.0,33.0,11.22,83.1,24.0,14.1
15.481000000000002,32,101.0,977.0,1.0,33.0,10.94,83.1,24.0,14.1
16.381,32,101.0,933.0,3.0,32.0,10.91,83.1,24.0,14.1
17.28,32,101.0,923.0,4.0,32.0,11.22,83.1,24.0,14.1
18.181,32,101.0,1053.0,5.0,32.0,11.19,83.1,24.0,14.1
19.080000000000002,32,101.0,951.0,4.0,32.0,9.97,83.1,24.0,14.1
20.011000000000003,32,101.0,929.0,3.0,31.0,10.24,83.1,24.0,14.9
20.91,32,101.0,897.0,3.0,30.0,10.69,83.1,24.0,14.9
21.810000000000002,32,101.0,913.0,4.0,31.0,11.24,83.1,24.0,14.1
22.711000000000002,31,101.0,1035.0,5.0,31.0,11.83,83.1,24.0,14.1
23.611,31,101.0,954.0,3.0,31.0,10.02,83.1,24.0,14.1
24.511000000000003,31,101.0,879.0,0.0,29.0,9.16,83.1,24.0,14.1
25.411,31,100.0,844.0,0.0,28.0,10.44,83.1,24.0,14.5
26.311,31,100.0,921.0,0.0,29.0,10.24,83.1,24.0,14.5
27.21,31,100.0,922.0,1.0,29.0,10.44,83.1,24.0,14.1
28.111,31,100.0,988.0,1.0,29.0,10.86,83.1,24.0,14.1
29.01,31,101.0,935.0,1.0,30.0,9.74,83.1,24.0,14.5
29.91,31,101.0,899.0,0.0,29.0,10.19,83.1,24.0,14.5
30.781000000000002,31,101.0,910.0,1.0,29.0,10.74,83.1,24.0,14.1
31.681,31,101.0,929.0,2.0,29.0,11.02,83.1,24.0,14.1
32.551,31,101.0,925.0,5.0,30.0,11.27,83.1,24.0,14.1
33.45,31,102.0,912.0,6.0,29.0,11.86,83.1,24.0,14.1
34.321000000000005,31,102.0,1029.0,7.0,29.0,10.49,83.1,24.0,14.1
35.221000000000004,32,102.0,967.0,5.0,30.0,10.08,83.1,24.0,15.3
