Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C],Accelerator Pedal Position [%]
0.0,24,101.0,875.0,0.0,23.0,10.22,83.1,16.0,14.1
0.902,24,101.0,876.0,0.0,23.0,10.02,83.1,16.0,14.1
1.77,24,101.0,874.0,0.0,23.0,10.19,83.1,16.0,14.1
2.701,24,101.0,876.0,0.0,23.0,10.11,83.1,16.0,14.5
3.6010000000000004,24,100.0,929.0,0.0,23.0,11.47,83.1,16.0,14.5
4.5,24,101.0,946.0,0.0,24.0,10.91,83.1,16.0,14.5
5.430000000000001,24,101.0,938.0,0.0,23.0,10.97,83.1,16.0,14.9
6.331,24,102.0,933.0,0.0,23.0,10.61,83.1,16.0,14.9
7.23,24,102.0,933.0,0.0,23.0,11.13,83.1,16.0,14.9
8.16,24,102.0,941.0,1.0,23.0,11.11,83.1,16.0,14.1
9.061,24,102.0,978.0,1.0,23.0,11.27,83.1,16.0,15.3
9.9,24,102.0,920.0,1.0,23.0,10.91,83.1,16.0,15.3
10.8,24,102.0,945.0,1.0,22.0,11.33,83.1,16.0,14.9
11.67,24,102.0,946.0,1.0,23.0,11.3,83.1,16.0,14.9
12.571000000000002,25,102.0,964.0,1.0,23.0,11.44,83.1,16.0,14.1
13.440000000000001,25,102.0,923.0,1.0,23.0,10.22,83.1,16.0,14.5
14.371,25,102.0,966.0,1.0,22.0,11.49,83.1,16.0,14.1
15.270000000000001,25,102.0,944.0,1.0,22.0,10.94,83.1,16.0,14.1
16.141000000000002,25,102.0,930.0,1.0,22.0,10.88,83.1,16.0,14.1
17.011000000000003,25,102.0,934.0,1.0,22.0,10.74,83.1,16.0,14.1
17.85,25,102.0,985.0,2.0,22.0,11.58,83.1,16.0,14.5
18.720000000000002,25,102.0,917.0,2.0,23.0,10.63,83.1,16.0,14.5
19.62,25,102.0,891.0,4.0,23.0,12.3,83.1,16.0,14.5
