Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,51.0,101.0,0.0,0.0,30.0,17.647058,16.078432
1,51.0,92.0,236.5,0.0,30.0,18.431372,16.078432
2,51.0,22.0,1275.0,0.0,30.0,18.431372,16.078432
3,51.0,25.0,1171.0,0.0,31.0,18.039215,16.078432
4,50.0,25.0,1171.0,0.0,31.0,18.039215,16.078432
5,50.0,25.0,1097.5,0.0,31.0,18.039215,16.078432
6,50.0,25.0,1025.0,0.0,31.0,18.039215,16.078432
7,50.0,25.0,1025.0,0.0,32.0,17.647058,16.078432
8,50.0,27.0,1008.5,0.0,33.0,18.039215,16.078432
9,51.0,29.0,1019.5,0.0,33.0,18.431372,16.078432
10,51.0,29.0,1012.5,0.0,33.0,18.431372,16.078432
11,51.0,29.0,1017.75,0.0,33.0,18.431372,16.078432
12,52.0,32.0,908.5,0.0,33.0,18.82353,16.078432
13,52.0,35.0,910.75,0.0,34.0,18.82353,16.078432
14,53.0,44.0,777.25,4.0,34.0,19.215687,16.078432
15,53.0,35.0,876.5,6.0,34.0,18.431372,16.078432
16,53.0,35.0,876.5,6.0,34.0,18.431372,19.607843
17,53.0,32.0,990.5,6.0,34.0,18.431372,19.607843
18,53.0,32.0,990.5,6.0,34.0,18.431372,16.078432
19,54.0,36.0,760.75,7.0,34.0,18.431372,16.078432
20,54.0,31.0,915.5,4.0,34.0,18.431372,16.078432
21,55.0,31.0,915.5,4.0,34.0,18.431372,16.078432
22,55.0,42.0,615.5,3.0,35.0,18.431372,16.078432
23,55.0,37.0,752.25,4.0,35.0,18.431372,16.078432
24,55.0,37.0,752.25,4.0,35.0,18.039215,16.078432
25,55.0,37.0,752.25,4.0,35.0,18.039215,18.82353
26,55.0,37.0,910.0,8.0,35.0,18.039215,18.82353
27,55.0,37.0,910.0,8.0,35.0,18.039215,19.607843
28,55.0,31.0,1060.0,7.0,35.0,18.431372,19.607843
29,55.0,31.0,1060.0,7.0,35.0,18.431372,16.078432
30,56.0,25.0,1060.0,7.0,35.0,18.431372,16.078432
31,56.0,25.0,1032.75,9.0,35.0,17.647058,16.078432
32,56.0,27.0,960.75,7.0,35.0,17.647058,16.078432
33,56.0,31.0,958.5,8.0,35.0,18.431372,16.078432
34,56.0,31.0,958.5,8.0,35.0,18.431372,19.215687
35,57.0,31.0,958.5,8.0,35.0,18.431372,19.215687
36,57.0,27.0,1045.25,7.0,35.0,17.647058,19.215687
37,57.0,27.0,1045.25,7.0,35.0,17.647058,19.607843
38,57.0,25.0,1080.25,8.0,35.0,17.647058,19.607843
39,58.0,28.0,1105.25,7.0,35.0,18.82353,19.607843
40,58.0,28.0,1105.25,7.0,35.0,18.82353,20.0
