Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,34.0,100.0,0.0,0.0,29.0,17.647058,16.078432
1,34.0,27.0,1291.25,0.0,28.0,19.215687,16.078432
2,34.0,23.0,1531.25,0.0,29.0,19.215687,16.078432
3,34.0,26.0,1338.25,0.0,29.0,19.215687,16.078432
4,34.0,27.0,1361.5,0.0,30.0,19.215687,16.078432
5,35.0,27.0,1366.25,0.0,30.0,19.607843,16.078432
6,35.0,27.0,1371.0,0.0,30.0,19.607843,16.078432
7,36.0,28.0,1350.75,0.0,30.0,19.607843,16.078432
8,36.0,28.0,1351.5,0.0,30.0,19.607843,16.078432
9,37.0,28.0,1351.5,0.0,30.0,19.607843,16.078432
10,37.0,28.0,1362.5,0.0,30.0,19.607843,16.078432
11,38.0,28.0,1362.5,0.0,31.0,19.607843,16.078432
12,38.0,27.0,1362.5,0.0,31.0,19.215687,16.078432
13,38.0,26.0,1336.5,0.0,31.0,19.215687,16.078432
14,39.0,26.0,1284.25,0.0,31.0,19.215687,16.078432
15,39.0,26.0,1284.25,0.0,31.0,18.82353,16.078432
16,40.0,26.0,1241.25,0.0,31.0,18.82353,16.078432
17,40.0,25.0,1171.0,0.0,31.0,18.431372,16.078432
18,41.0,25.0,1096.75,0.0,31.0,18.431372,16.078432
19,41.0,25.0,1096.75,0.0,31.0,18.039215,16.078432
20,41.0,26.0,1019.5,0.0,31.0,17.647058,16.078432
21,41.0,25.0,954.5,0.0,31.0,17.254902,16.078432
22,42.0,27.0,912.5,0.0,31.0,17.254902,16.078432
23,42.0,27.0,899.0,0.0,31.0,17.647058,16.078432
24,43.0,28.0,903.0,0.0,31.0,17.647058,16.078432
25,43.0,29.0,917.0,0.0,31.0,17.647058,16.078432
26,43.0,29.0,917.0,0.0,31.0,18.039215,16.078432
27,43.0,28.0,930.25,0.0,31.0,18.039215,16.078432
28,43.0,28.0,936.5,0.0,31.0,18.039215,16.078432
29,44.0,28.0,936.5,0.0,31.0,18.039215,16.078432
30,44.0,28.0,927.25,0.0,31.0,17.647058,16.078432
31,44.0,28.0,912.5,0.0,31.0,17.647058,16.078432
32,45.0,28.0,898.25,0.0,31.0,17.647058,16.078432
33,45.0,28.0,897.5,0.0,31.0,18.039215,16.078432
34,45.0,29.0,906.25,0.0,31.0,17.647058,16.078432
35,46.0,28.0,909.25,0.0,31.0,18.039215,16.078432
36,46.0,28.0,904.5,0.0,31.0,17.647058,16.078432
37,46.0,28.0,911.5,0.0,31.0,17.647058,16.078432
38,46.0,29.0,907.0,0.0,31.0,17.647058,16.078432
39,47.0,29.0,907.0,0.0,31.0,17.647058,16.078432
40,47.0,28.0,912.5,0.0,31.0,17.647058,16.078432
41,47.0,27.0,907.0,0.0,31.0,17.647058,16.078432
42,48.0,27.0,900.75,0.0,31.0,17.647058,16.078432
43,48.0,28.0,907.0,0.0,31.0,17.647058,16.078432
44,48.0,27.0,886.5,0.0,31.0,17.254902,16.078432
45,48.0,28.0,897.5,0.0,31.0,17.254902,16.078432
46,49.0,28.0,897.5,0.0,31.0,17.254902,16.078432
47,49.0,26.0,876.5,0.0,32.0,17.254902,16.078432
48,49.0,26.0,885.0,0.0,32.0,17.254902,16.078432
49,50.0,27.0,883.5,0.0,32.0,17.254902,16.078432
50,50.0,27.0,880.25,0.0,32.0,17.254902,16.078432
51,50.0,27.0,882.0,0.0,32.0,17.254902,16.078432
52,50.0,26.0,873.25,0.0,32.0,17.254902,16.078432
53,50.0,27.0,868.75,0.0,32.0,17.254902,16.078432
54,51.0,27.0,861.5,0.0,32.0,17.254902,16.078432
55,51.0,27.0,871.75,0.0,32.0,17.254902,16.078432
56,51.0,26.0,843.75,0.0,32.0,17.254902,16.078432
57,51.0,26.0,857.0,0.0,32.0,17.254902,16.078432
58,51.0,26.0,856.25,0.0,32.0,17.254902,16.078432
59,52.0,27.0,853.0,0.0,32.0,17.254902,16.078432
60,52.0,25.0,860.75,0.0,32.0,17.254902,16.078432
61,52.0,26.0,847.5,0.0,32.0,16.862745,16.078432
62,53.0,26.0,852.25,0.0,32.0,16.862745,16.078432
63,53.0,27.0,853.75,0.0,32.0,16.862745,16.078432
64,53.0,27.0,844.5,0.0,33.0,16.862745,16.078432
65,53.0,26.0,853.0,0.0,33.0,16.862745,16.078432
66,53.0,25.0,853.0,0.0,33.0,16.862745,16.078432
67,53.0,25.0,836.5,0.0,33.0,16.862745,16.078432
68,53.0,25.0,850.0,0.0,33.0,16.862745,16.078432
69,54.0,25.0,832.75,0.0,33.0,16.862745,16.078432
70,54.0,26.0,832.75,0.0,33.0,16.862745,16.078432
71,54.0,26.0,828.75,0.0,33.0,16.862745,16.078432
72,54.0,26.0,835.0,0.0,33.0,16.862745,16.078432
73,55.0,25.0,823.25,0.0,33.0,16.862745,16.078432
74,55.0,25.0,821.75,0.0,33.0,16.862745,16.078432
75,55.0,26.0,834.25,0.0,33.0,16.862745,16.078432
76,55.0,26.0,835.0,0.0,33.0,16.862745,16.078432
77,55.0,25.0,822.5,0.0,33.0,16.862745,16.078432
78,55.0,25.0,832.75,0.0,33.0,16.862745,16.078432
79,56.0,25.0,832.75,0.0,33.0,16.862745,16.078432
80,56.0,26.0,820.25,0.0,33.0,16.862745,16.078432
81,56.0,25.0,825.75,0.0,33.0,16.862745,16.078432
82,56.0,25.0,825.0,0.0,33.0,16.862745,16.078432
83,56.0,26.0,817.75,0.0,33.0,16.862745,16.078432
84,56.0,25.0,819.5,0.0,33.0,16.862745,16.078432
85,56.0,26.0,814.75,0.0,33.0,16.862745,16.078432
86,57.0,25.0,807.75,0.0,33.0,16.862745,16.078432
87,57.0,25.0,806.25,0.0,33.0,16.862745,16.078432
88,57.0,26.0,810.75,0.0,33.0,16.862745,16.078432
89,58.0,26.0,810.75,0.0,33.0,16.862745,16.078432
90,58.0,26.0,803.0,0.0,33.0,16.470589,16.078432
91,58.0,25.0,793.75,0.0,33.0,16.470589,16.078432
92,58.0,25.0,795.25,0.0,33.0,16.470589,16.078432
93,58.0,25.0,794.5,0.0,33.0,16.470589,16.078432
94,58.0,25.0,796.0,0.0,33.0,16.470589,16.078432
95,59.0,25.0,796.0,0.0,33.0,16.470589,16.078432
96,59.0,25.0,792.0,0.0,33.0,16.470589,16.078432
97,59.0,26.0,788.25,0.0,33.0,16.470589,16.078432
98,59.0,25.0,790.5,0.0,33.0,16.470589,16.078432
99,59.0,26.0,787.5,0.0,33.0,16.470589,16.078432
100,60.0,24.0,785.75,0.0,33.0,16.470589,16.078432
101,60.0,24.0,787.5,0.0,33.0,16.470589,16.078432
102,60.0,24.0,783.5,0.0,33.0,16.470589,16.078432
103,60.0,25.0,780.25,0.0,33.0,16.470589,16.078432
104,60.0,26.0,777.25,0.0,33.0,16.470589,16.078432
105,60.0,25.0,777.25,0.0,33.0,16.470589,16.078432
106,60.0,24.0,782.0,0.0,33.0,16.470589,16.078432
107,61.0,26.0,774.0,0.0,33.0,16.470589,16.078432
108,61.0,24.0,777.25,0.0,34.0,16.470589,16.078432
109,61.0,25.0,767.0,0.0,34.0,16.470589,16.078432
110,61.0,26.0,773.25,0.0,34.0,16.470589,16.078432
111,61.0,26.0,763.25,0.0,34.0,16.470589,16.078432
112,61.0,26.0,770.25,0.0,34.0,16.470589,16.078432
113,61.0,25.0,767.75,0.0,34.0,16.470589,16.078432
114,61.0,25.0,764.75,0.0,34.0,16.470589,16.078432
115,62.0,25.0,760.0,0.0,34.0,16.470589,16.078432
116,62.0,26.0,754.5,0.0,34.0,16.470589,16.078432
117,62.0,25.0,757.75,0.0,34.0,16.470589,16.078432
118,63.0,24.0,758.5,0.0,34.0,16.470589,16.078432
119,63.0,25.0,753.75,0.0,34.0,16.470589,16.078432
120,63.0,26.0,746.0,0.0,34.0,16.470589,16.078432
121,63.0,26.0,757.75,0.0,34.0,16.470589,16.078432
122,63.0,26.0,742.0,0.0,34.0,16.470589,16.078432
123,63.0,25.0,742.0,0.0,34.0,16.470589,16.078432
124,63.0,26.0,742.75,0.0,35.0,16.470589,16.078432
125,64.0,26.0,742.75,0.0,35.0,16.470589,16.078432
126,64.0,25.0,739.0,0.0,35.0,16.470589,16.078432
127,64.0,26.0,735.0,0.0,35.0,16.470589,16.078432
128,64.0,25.0,734.25,0.0,35.0,16.470589,16.078432
129,65.0,25.0,734.25,0.0,35.0,16.470589,16.078432
130,65.0,25.0,732.75,0.0,35.0,16.470589,16.078432
131,65.0,26.0,736.5,0.0,35.0,16.470589,16.078432
132,65.0,26.0,739.75,0.0,35.0,16.470589,16.078432
133,65.0,27.0,730.25,0.0,35.0,16.470589,16.078432
134,65.0,26.0,739.0,0.0,35.0,16.470589,16.078432
135,65.0,26.0,728.75,0.0,35.0,16.470589,16.078432
136,65.0,25.0,740.5,0.0,35.0,16.470589,16.078432
137,65.0,27.0,720.25,0.0,35.0,16.470589,16.078432
138,66.0,25.0,725.0,0.0,35.0,16.470589,16.078432
139,66.0,26.0,721.0,0.0,35.0,16.470589,16.078432
140,66.0,25.0,717.75,0.0,35.0,16.470589,16.078432
141,66.0,25.0,722.5,0.0,35.0,16.470589,16.078432
142,66.0,26.0,720.25,0.0,35.0,16.470589,16.078432
143,66.0,25.0,728.0,0.0,35.0,16.470589,16.078432
144,66.0,26.0,723.25,0.0,35.0,16.470589,16.078432
145,66.0,26.0,716.25,0.0,35.0,16.470589,16.078432
146,67.0,25.0,717.75,0.0,35.0,16.470589,16.078432
147,67.0,26.0,717.75,0.0,35.0,16.470589,16.078432
148,67.0,26.0,719.5,0.0,35.0,16.470589,16.078432
149,67.0,25.0,712.5,0.0,35.0,16.470589,16.078432
150,67.0,25.0,713.25,0.0,35.0,16.470589,16.078432
151,68.0,25.0,713.25,0.0,35.0,16.470589,16.078432
152,68.0,26.0,711.5,0.0,35.0,16.470589,16.078432
153,68.0,25.0,714.75,0.0,35.0,16.470589,16.078432
154,68.0,25.0,707.75,0.0,35.0,16.470589,16.078432
155,68.0,26.0,719.5,0.0,35.0,16.078432,16.078432
156,68.0,25.0,710.0,0.0,35.0,16.078432,16.078432
157,68.0,26.0,711.5,0.0,35.0,16.078432,16.078432
158,68.0,26.0,701.5,0.0,35.0,16.078432,16.078432
