Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,56.0,101.0,0.0,0.0,37.0,17.647058,16.078432
1,56.0,92.0,0.0,0.0,37.0,17.647058,16.078432
2,56.0,92.0,0.0,0.0,37.0,18.039215,16.078432
3,56.0,22.0,1214.0,0.0,37.0,18.039215,16.078432
4,56.0,34.0,1193.75,0.0,38.0,19.607843,16.078432
5,55.0,40.0,883.5,0.0,38.0,19.607843,16.078432
6,55.0,40.0,883.5,0.0,39.0,19.607843,16.078432
7,55.0,38.0,957.75,0.0,39.0,19.215687,16.078432
8,55.0,42.0,908.5,0.0,40.0,19.607843,16.078432
9,56.0,48.0,816.25,0.0,40.0,19.607843,16.078432
10,56.0,42.0,1139.0,0.0,40.0,20.784313,16.078432
11,56.0,52.0,670.25,4.0,40.0,19.215687,16.078432
12,57.0,52.0,670.25,4.0,40.0,19.215687,16.078432
13,57.0,58.0,1009.25,5.0,40.0,21.17647,16.078432
14,58.0,30.0,1275.75,11.0,40.0,19.215687,16.078432
15,58.0,30.0,1275.75,11.0,40.0,19.215687,23.137255
16,58.0,34.0,1497.5,9.0,40.0,19.215687,23.137255
17,58.0,34.0,1497.5,9.0,40.0,19.215687,21.960785
18,58.0,42.0,1562.5,10.0,40.0,20.392157,21.960785
19,58.0,42.0,1562.5,10.0,40.0,20.392157,16.078432
20,59.0,47.0,1462.5,11.0,40.0,20.392157,16.078432
21,59.0,47.0,1462.5,11.0,40.0,21.960785,16.078432
22,60.0,44.0,890.5,10.0,40.0,19.215687,16.078432
23,60.0,44.0,890.5,10.0,40.0,19.215687,18.82353
24,60.0,40.0,906.25,12.0,40.0,19.215687,18.82353
25,60.0,40.0,906.25,12.0,40.0,19.215687,19.215687
26,60.0,44.0,921.0,13.0,40.0,19.215687,19.215687
27,60.0,44.0,921.0,13.0,40.0,19.607843,19.215687
28,60.0,44.0,921.0,13.0,40.0,19.607843,20.784313
29,61.0,55.0,1039.0,13.0,40.0,20.784313,20.784313
30,61.0,55.0,1039.0,13.0,40.0,20.784313,20.0
31,61.0,46.0,1185.75,16.0,40.0,20.784313,20.0
32,62.0,39.0,1257.0,18.0,40.0,20.784313,20.0
