Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,46.0,21.0,1317.75,0.0,36.0,18.039215,16.078432
1,46.0,24.0,1142.0,0.0,37.0,18.039215,16.078432
2,45.0,30.0,960.0,0.0,37.0,18.039215,16.078432
3,45.0,30.0,960.0,0.0,38.0,18.431372,16.078432
4,45.0,29.0,1036.5,0.0,38.0,18.82353,16.078432
5,45.0,30.0,1088.25,0.0,38.0,18.82353,16.078432
6,46.0,31.0,1126.5,0.0,38.0,18.82353,16.078432
7,46.0,31.0,1126.5,0.0,39.0,19.215687,16.078432
8,46.0,30.0,1166.25,0.0,39.0,19.215687,16.078432
9,47.0,29.0,1159.25,0.0,39.0,18.82353,16.078432
10,47.0,28.0,1159.25,0.0,39.0,18.82353,16.078432
11,47.0,28.0,1145.25,0.0,39.0,18.82353,16.078432
12,48.0,32.0,1085.0,0.0,40.0,19.215687,16.078432
13,48.0,36.0,953.75,0.0,40.0,19.607843,16.078432
14,49.0,36.0,953.75,0.0,40.0,19.607843,16.078432
15,49.0,35.0,1068.75,0.0,40.0,19.607843,16.078432
16,50.0,35.0,1097.5,0.0,40.0,19.607843,16.078432
17,50.0,35.0,1065.5,0.0,40.0,19.215687,16.078432
18,51.0,35.0,1065.5,0.0,40.0,19.215687,16.078432
19,51.0,33.0,1067.75,0.0,40.0,19.215687,16.078432
20,51.0,32.0,1034.25,0.0,40.0,19.215687,16.078432
21,51.0,32.0,935.0,0.0,40.0,18.431372,16.078432
22,52.0,32.0,935.0,0.0,40.0,18.431372,16.078432
23,52.0,31.0,950.0,0.0,40.0,18.431372,16.078432
24,52.0,32.0,837.5,0.0,40.0,18.039215,16.078432
25,53.0,37.0,766.25,0.0,40.0,18.431372,16.078432
26,53.0,31.0,887.5,0.0,40.0,18.039215,16.078432
27,53.0,28.0,1343.75,0.0,40.0,19.215687,16.078432
28,54.0,35.0,632.75,4.0,40.0,16.862745,16.078432
29,54.0,27.0,771.75,6.0,40.0,16.862745,16.078432
30,55.0,27.0,754.5,7.0,40.0,16.862745,16.078432
31,55.0,28.0,766.25,4.0,40.0,16.862745,16.078432
32,55.0,28.0,766.25,4.0,40.0,16.862745,18.039215
33,55.0,39.0,585.0,3.0,40.0,16.862745,18.039215
34,55.0,39.0,585.0,3.0,40.0,16.862745,16.078432
35,55.0,68.0,442.0,4.0,40.0,16.862745,16.078432
36,55.0,68.0,442.0,4.0,40.0,20.0,16.078432
37,55.0,68.0,442.0,4.0,40.0,20.0,21.960785
38,55.0,34.0,1128.75,7.0,40.0,19.215687,21.960785
39,55.0,34.0,1128.75,7.0,40.0,19.215687,16.078432
40,56.0,34.0,1128.75,7.0,40.0,19.215687,16.078432
41,56.0,21.0,1074.0,9.0,40.0,16.862745,16.078432
42,56.0,21.0,1074.0,9.0,40.0,16.862745,21.17647
43,56.0,40.0,837.5,11.0,40.0,16.862745,21.17647
44,56.0,40.0,837.5,11.0,40.0,18.82353,21.17647
45,56.0,37.0,1038.25,13.0,40.0,19.607843,21.17647
46,56.0,37.0,1038.25,13.0,40.0,19.607843,22.352942
47,56.0,32.0,1236.5,17.0,40.0,19.215687,22.352942
48,56.0,32.0,1236.5,17.0,40.0,19.215687,16.078432
49,56.0,20.0,1214.75,18.0,40.0,19.215687,16.078432
50,56.0,20.0,1214.75,18.0,40.0,17.254902,16.078432
51,57.0,20.0,1100.0,17.0,40.0,16.862745,16.078432
52,57.0,20.0,1100.0,17.0,40.0,16.862745,16.862745
53,57.0,22.0,974.0,15.0,40.0,16.862745,16.862745
54,57.0,22.0,974.0,15.0,40.0,16.862745,16.078432
55,58.0,23.0,855.25,13.0,40.0,16.862745,16.078432
56,58.0,23.0,855.25,13.0,40.0,16.470589,16.078432
57,58.0,23.0,855.25,13.0,40.0,16.470589,20.392157
58,58.0,37.0,885.0,12.0,40.0,18.82353,20.392157
59,58.0,37.0,885.0,12.0,40.0,18.82353,21.960785
60,58.0,35.0,1004.5,14.0,40.0,19.215687,21.960785
61,58.0,35.0,1004.5,14.0,40.0,19.215687,23.137255
62,58.0,42.0,1120.25,14.0,40.0,19.215687,23.137255
63,58.0,42.0,1120.25,15.0,40.0,20.392157,23.137255
64,58.0,42.0,1120.25,15.0,40.0,20.392157,23.529411
65,59.0,37.0,1313.25,16.0,40.0,20.392157,23.529411
66,59.0,36.0,1457.0,20.0,40.0,20.784313,23.529411
67,60.0,30.0,1457.0,20.0,40.0,20.784313,23.529411
68,60.0,30.0,1575.0,22.0,40.0,20.0,23.529411
69,60.0,30.0,1575.0,22.0,40.0,20.0,16.078432
70,60.0,26.0,1494.5,21.0,40.0,19.215687,16.078432
71,60.0,26.0,1494.5,21.0,40.0,19.215687,21.568628
72,60.0,26.0,1450.0,21.0,40.0,19.215687,21.568628
73,61.0,26.0,1450.0,21.0,40.0,19.215687,21.568628
74,61.0,26.0,1425.75,21.0,40.0,19.215687,21.568628
75,61.0,26.0,1425.75,21.0,40.0,19.215687,21.960785
76,61.0,26.0,1400.75,20.0,40.0,19.215687,21.960785
77,61.0,26.0,1407.0,19.0,40.0,19.215687,21.960785
78,61.0,26.0,1407.0,19.0,40.0,19.215687,21.17647
79,61.0,23.0,1374.0,20.0,40.0,16.862745,21.17647
80,61.0,23.0,1374.0,20.0,40.0,16.862745,21.568628
81,62.0,24.0,1246.0,19.0,40.0,18.039215,21.568628
82,62.0,24.0,1246.0,19.0,40.0,18.039215,21.17647
83,62.0,25.0,1223.25,17.0,40.0,18.431372,21.17647
84,62.0,25.0,1223.25,17.0,40.0,18.431372,19.215687
85,63.0,25.0,1223.25,17.0,40.0,18.431372,19.215687
86,63.0,18.0,1127.25,16.0,40.0,17.254902,19.215687
87,63.0,18.0,1127.25,16.0,40.0,17.254902,16.078432
88,63.0,20.0,967.75,15.0,40.0,16.470589,16.078432
89,63.0,25.0,771.0,12.0,41.0,16.470589,16.078432
90,63.0,28.0,724.0,11.0,41.0,16.470589,16.078432
91,63.0,28.0,724.0,11.0,41.0,16.470589,19.215687
92,64.0,44.0,628.75,9.0,41.0,18.431372,19.215687
93,64.0,44.0,628.75,9.0,41.0,18.431372,20.392157
94,64.0,37.0,757.0,10.0,40.0,18.039215,20.392157
95,64.0,31.0,792.75,12.0,40.0,16.470589,20.392157
96,64.0,31.0,792.75,12.0,40.0,16.470589,19.215687
97,65.0,29.0,704.5,11.0,40.0,16.862745,19.215687
98,65.0,29.0,704.5,11.0,40.0,16.862745,18.82353
99,65.0,34.0,668.75,10.0,40.0,17.254902,18.82353
100,65.0,34.0,668.75,10.0,40.0,17.254902,17.254902
101,65.0,29.0,639.0,9.0,40.0,16.470589,17.254902
102,65.0,29.0,639.0,9.0,40.0,16.470589,16.862745
103,65.0,33.0,563.25,8.0,40.0,16.470589,16.862745
104,65.0,33.0,563.25,8.0,40.0,16.470589,19.607843
105,65.0,44.0,591.25,7.0,41.0,17.647058,19.607843
106,65.0,35.0,652.25,9.0,40.0,17.647058,19.607843
107,65.0,35.0,652.25,9.0,40.0,17.647058,19.215687
108,66.0,28.0,662.5,9.0,40.0,17.647058,19.215687
109,66.0,28.0,662.5,9.0,40.0,16.470589,19.215687
110,66.0,28.0,662.5,9.0,40.0,16.470589,20.784313
111,66.0,46.0,691.25,9.0,41.0,18.82353,20.784313
112,66.0,46.0,691.25,9.0,41.0,18.82353,21.17647
113,66.0,25.0,797.5,10.0,40.0,16.470589,21.17647
114,66.0,25.0,797.5,10.0,40.0,16.470589,16.078432
115,66.0,27.0,672.5,10.0,40.0,16.470589,16.078432
116,66.0,28.0,645.25,9.0,41.0,16.470589,16.078432
117,66.0,29.0,609.25,9.0,41.0,16.470589,16.078432
118,66.0,29.0,610.75,9.0,41.0,16.470589,16.078432
119,67.0,29.0,639.75,9.0,41.0,16.470589,16.078432
120,67.0,29.0,621.0,8.0,41.0,16.078432,16.078432
121,67.0,29.0,625.75,6.0,41.0,16.078432,16.078432
122,67.0,34.0,578.0,8.0,41.0,16.078432,16.078432
123,67.0,30.0,632.75,9.0,41.0,17.647058,16.078432
124,67.0,30.0,632.75,9.0,41.0,17.647058,20.784313
125,68.0,32.0,809.25,9.0,41.0,17.647058,20.784313
126,68.0,32.0,809.25,11.0,41.0,17.254902,20.784313
127,68.0,32.0,809.25,11.0,41.0,17.254902,16.078432
128,68.0,24.0,870.25,11.0,41.0,16.078432,16.078432
129,68.0,24.0,870.25,11.0,41.0,16.078432,20.0
130,68.0,29.0,934.25,11.0,41.0,17.254902,20.0
131,68.0,26.0,934.25,11.0,41.0,17.254902,20.0
132,68.0,26.0,1053.0,13.0,41.0,17.254902,20.0
133,68.0,26.0,1053.0,13.0,41.0,17.254902,19.215687
134,68.0,20.0,1023.25,15.0,41.0,16.470589,19.215687
135,68.0,22.0,991.25,15.0,41.0,16.862745,19.215687
136,68.0,22.0,991.25,15.0,41.0,16.862745,19.607843
137,68.0,25.0,976.5,13.0,41.0,16.862745,19.607843
138,68.0,25.0,976.5,13.0,41.0,16.862745,16.078432
139,68.0,21.0,959.25,13.0,41.0,16.078432,16.078432
140,68.0,26.0,886.5,13.0,41.0,16.862745,16.078432
141,68.0,26.0,886.5,13.0,41.0,16.862745,18.82353
142,69.0,26.0,886.5,13.0,41.0,16.862745,18.82353
143,69.0,29.0,903.0,12.0,41.0,17.647058,18.82353
144,69.0,29.0,903.0,12.0,41.0,17.647058,20.0
145,69.0,23.0,925.0,14.0,41.0,16.078432,20.0
146,69.0,23.0,925.0,14.0,41.0,16.078432,16.078432
