Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,73.0,101.0,0.0,0.0,38.0,17.647058,16.078432
1,73.0,25.0,1646.0,0.0,38.0,17.254902,16.078432
2,73.0,23.0,938.25,0.0,39.0,17.254902,16.078432
3,72.0,23.0,938.25,0.0,39.0,17.254902,16.078432
4,72.0,25.0,861.5,0.0,40.0,16.862745,16.078432
5,70.0,25.0,789.75,0.0,40.0,16.470589,16.078432
6,70.0,24.0,728.0,0.0,41.0,16.078432,16.078432
7,70.0,25.0,704.5,0.0,41.0,16.078432,16.078432
8,71.0,26.0,690.5,0.0,41.0,16.078432,16.078432
9,71.0,26.0,678.75,0.0,41.0,16.078432,16.078432
10,71.0,25.0,666.25,0.0,41.0,16.078432,16.078432
11,72.0,26.0,660.75,0.0,41.0,16.078432,16.078432
12,72.0,26.0,660.75,0.0,42.0,16.078432,16.078432
13,72.0,46.0,642.75,0.0,42.0,18.82353,16.078432
14,72.0,50.0,679.5,0.0,42.0,18.82353,16.078432
15,72.0,44.0,742.75,0.0,42.0,18.82353,16.078432
16,72.0,44.0,742.75,5.0,42.0,18.82353,16.078432
17,72.0,44.0,742.75,5.0,42.0,18.82353,18.431372
18,73.0,52.0,853.0,5.0,42.0,20.784313,18.431372
19,73.0,52.0,853.0,5.0,42.0,20.784313,20.784313
20,73.0,28.0,1262.5,9.0,41.0,18.82353,20.784313
21,73.0,28.0,1262.5,9.0,41.0,18.82353,17.647058
22,73.0,67.0,782.75,10.0,41.0,21.17647,17.647058
23,73.0,67.0,782.75,10.0,41.0,21.17647,21.960785
24,73.0,39.0,1121.0,14.0,41.0,19.215687,21.960785
25,73.0,39.0,1121.0,14.0,41.0,19.215687,16.078432
26,74.0,41.0,1032.75,15.0,41.0,20.0,16.078432
27,75.0,41.0,1032.75,15.0,41.0,20.0,16.078432
28,75.0,33.0,1023.25,17.0,41.0,19.215687,16.078432
29,75.0,33.0,1023.25,17.0,41.0,19.215687,20.784313
30,75.0,37.0,1058.5,14.0,41.0,19.215687,20.784313
31,75.0,37.0,1058.5,14.0,41.0,19.215687,16.078432
32,75.0,34.0,993.75,14.0,41.0,18.82353,16.078432
33,76.0,34.0,993.75,14.0,41.0,18.82353,16.078432
34,76.0,44.0,773.25,12.0,41.0,18.82353,16.078432
35,76.0,37.0,927.25,14.0,41.0,18.82353,16.078432
36,76.0,41.0,838.25,13.0,42.0,18.82353,16.078432
37,77.0,49.0,755.25,10.0,42.0,18.82353,16.078432
38,77.0,50.0,790.5,10.0,42.0,18.82353,16.078432
39,77.0,50.0,790.5,10.0,42.0,19.607843,16.078432
40,77.0,50.0,790.5,10.0,42.0,19.607843,19.215687
41,78.0,39.0,906.25,14.0,42.0,18.82353,19.215687
42,78.0,39.0,906.25,14.0,42.0,18.82353,16.078432
43,78.0,39.0,901.5,14.0,42.0,18.82353,16.078432
44,78.0,42.0,772.5,13.0,42.0,18.82353,16.078432
45,78.0,63.0,813.25,10.0,42.0,20.784313,16.078432
46,79.0,38.0,917.0,13.0,42.0,18.82353,16.078432
47,79.0,37.0,902.25,13.0,42.0,18.82353,16.078432
48,80.0,39.0,892.75,12.0,42.0,18.82353,16.078432
49,80.0,39.0,903.0,12.0,42.0,18.82353,16.078432
50,80.0,37.0,906.25,11.0,42.0,18.82353,16.078432
51,80.0,39.0,913.25,12.0,42.0,18.82353,16.078432
52,80.0,48.0,632.75,9.0,42.0,18.82353,16.078432
53,80.0,48.0,632.75,9.0,42.0,18.82353,29.803921
54,81.0,98.0,900.75,11.0,42.0,29.803921,29.803921
55,81.0,72.0,1563.25,11.0,42.0,29.803921,29.803921
56,81.0,72.0,1563.25,17.0,41.0,25.09804,29.803921
57,81.0,72.0,1563.25,17.0,41.0,25.09804,20.784313
58,81.0,88.0,1218.75,23.0,41.0,27.058823,20.784313
59,81.0,88.0,1218.75,23.0,41.0,27.058823,25.09804
60,82.0,27.0,1428.75,29.0,41.0,18.82353,25.09804
61,82.0,27.0,1428.75,29.0,41.0,18.82353,20.0
62,83.0,27.0,1428.75,29.0,41.0,18.82353,20.0
63,83.0,35.0,1321.0,28.0,41.0,20.0,20.0
64,83.0,38.0,1261.5,27.0,41.0,20.0,20.0
65,83.0,38.0,1261.5,27.0,41.0,20.0,21.568628
66,83.0,51.0,1265.5,26.0,41.0,21.568628,21.568628
67,84.0,51.0,1265.5,26.0,41.0,21.568628,21.568628
68,84.0,36.0,1325.0,26.0,41.0,20.392157,21.568628
69,84.0,36.0,1325.0,26.0,41.0,20.392157,22.352942
70,85.0,39.0,1418.75,28.0,41.0,20.784313,22.352942
71,85.0,36.0,1506.25,31.0,41.0,20.392157,22.352942
72,85.0,36.0,1506.25,31.0,41.0,20.392157,21.960785
73,85.0,30.0,1543.75,31.0,41.0,19.607843,21.960785
74,85.0,30.0,1543.75,31.0,41.0,19.607843,22.352942
75,86.0,43.0,1515.5,32.0,42.0,21.17647,22.352942
76,86.0,43.0,1515.5,32.0,42.0,21.17647,16.078432
77,86.0,26.0,1501.5,31.0,42.0,18.82353,16.078432
78,86.0,26.0,1367.75,30.0,42.0,18.82353,16.078432
79,86.0,30.0,1223.25,28.0,42.0,18.82353,16.078432
80,87.0,34.0,1011.5,23.0,42.0,18.82353,16.078432
81,87.0,34.0,1011.5,23.0,42.0,18.82353,18.82353
82,87.0,51.0,990.5,21.0,42.0,20.784313,18.82353
83,87.0,51.0,990.5,21.0,42.0,20.784313,23.529411
84,87.0,71.0,1121.75,23.0,42.0,20.784313,23.529411
85,87.0,71.0,1121.75,23.0,42.0,23.137255,23.529411
86,88.0,63.0,1318.75,27.0,41.0,22.745098,23.529411
87,88.0,63.0,1318.75,27.0,41.0,22.745098,16.078432
88,88.0,45.0,1363.25,28.0,41.0,21.568628,16.078432
89,88.0,45.0,1363.25,28.0,41.0,21.568628,21.568628
