Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,41.0,101.0,0.0,0.0,34.0,17.647058,16.078432
1,41.0,95.0,0.0,0.0,34.0,17.647058,16.078432
2,41.0,95.0,238.25,0.0,34.0,18.82353,16.078432
3,41.0,21.0,1543.75,0.0,34.0,18.82353,16.078432
4,41.0,22.0,1477.25,0.0,35.0,18.82353,16.078432
5,40.0,22.0,1477.25,0.0,35.0,18.82353,16.078432
6,40.0,23.0,1348.25,0.0,35.0,18.82353,16.078432
7,41.0,24.0,1267.0,0.0,35.0,18.431372,16.078432
8,41.0,25.0,1214.75,0.0,35.0,18.82353,16.078432
9,41.0,26.0,1197.5,0.0,35.0,18.82353,16.078432
10,42.0,28.0,1199.0,0.0,36.0,18.82353,16.078432
11,42.0,28.0,1199.0,0.0,36.0,19.215687,16.078432
12,42.0,30.0,1215.5,0.0,36.0,19.215687,16.078432
13,43.0,30.0,1215.5,0.0,36.0,19.215687,16.078432
14,43.0,30.0,1232.75,0.0,36.0,19.607843,16.078432
15,43.0,29.0,1246.75,0.0,36.0,19.607843,16.078432
16,43.0,29.0,1246.75,0.0,36.0,19.215687,16.078432
17,44.0,29.0,1232.0,0.0,36.0,19.215687,16.078432
18,45.0,28.0,1225.75,0.0,36.0,19.215687,16.078432
19,45.0,35.0,1225.75,0.0,36.0,19.215687,16.078432
20,45.0,35.0,1120.25,0.0,36.0,19.607843,16.078432
21,45.0,43.0,1028.75,0.0,36.0,20.0,16.078432
22,46.0,40.0,1058.5,0.0,36.0,20.0,16.078432
23,46.0,46.0,994.5,0.0,36.0,20.0,16.078432
24,47.0,45.0,961.5,0.0,36.0,20.0,16.078432
25,48.0,43.0,957.0,0.0,36.0,20.0,16.078432
26,48.0,45.0,937.5,0.0,36.0,19.607843,16.078432
27,49.0,42.0,928.0,0.0,36.0,19.607843,16.078432
28,50.0,48.0,878.0,0.0,36.0,19.215687,16.078432
29,50.0,49.0,702.25,0.0,36.0,19.607843,16.078432
30,50.0,45.0,809.25,5.0,36.0,19.607843,16.078432
31,50.0,45.0,809.25,5.0,36.0,19.215687,16.078432
32,50.0,45.0,809.25,5.0,36.0,19.215687,16.862745
33,51.0,42.0,815.5,5.0,36.0,19.215687,16.862745
34,51.0,42.0,815.5,5.0,36.0,19.215687,18.82353
35,51.0,49.0,896.75,5.0,36.0,20.0,18.82353
36,51.0,49.0,896.75,5.0,36.0,20.0,19.215687
37,52.0,26.0,896.75,5.0,36.0,20.0,19.215687
38,52.0,26.0,1014.0,8.0,36.0,18.039215,19.215687
39,52.0,26.0,1014.0,8.0,36.0,18.039215,17.254902
40,52.0,28.0,941.25,7.0,36.0,17.647058,17.254902
41,52.0,28.0,941.25,7.0,36.0,17.647058,16.078432
42,53.0,27.0,989.0,7.0,36.0,17.647058,16.078432
43,53.0,23.0,1185.0,9.0,36.0,17.647058,16.078432
44,53.0,23.0,1185.0,9.0,36.0,17.647058,23.529411
45,53.0,43.0,1245.25,9.0,36.0,20.392157,23.529411
46,53.0,43.0,1245.25,9.0,36.0,20.392157,16.078432
47,53.0,42.0,671.75,10.0,36.0,22.352942,16.078432
48,53.0,42.0,671.75,10.0,36.0,22.352942,26.274509
49,54.0,42.0,671.75,10.0,36.0,22.352942,26.274509
50,54.0,66.0,1317.0,14.0,36.0,23.529411,26.274509
51,54.0,66.0,1317.0,14.0,36.0,23.529411,16.078432
52,54.0,85.0,1045.25,20.0,36.0,23.529411,16.078432
53,54.0,85.0,1045.25,20.0,36.0,25.490196,16.078432
54,54.0,85.0,1045.25,20.0,36.0,25.490196,28.627451
55,55.0,70.0,1420.25,26.0,36.0,23.921568,28.627451
56,55.0,70.0,1420.25,26.0,36.0,23.921568,23.529411
57,55.0,39.0,1622.5,33.0,36.0,21.568628,23.529411
58,55.0,39.0,1622.5,33.0,36.0,21.568628,20.392157
59,56.0,26.0,1642.0,34.0,36.0,21.568628,20.392157
60,56.0,26.0,1642.0,34.0,36.0,19.607843,20.392157
61,56.0,26.0,1642.0,34.0,36.0,19.607843,20.784313
62,56.0,25.0,1615.5,34.0,36.0,19.215687,20.784313
63,56.0,25.0,1615.5,34.0,36.0,19.215687,20.392157
64,57.0,20.0,1537.5,33.0,36.0,17.647058,20.392157
65,57.0,20.0,1537.5,33.0,36.0,17.647058,20.0
66,58.0,25.0,1473.25,33.0,36.0,17.647058,20.0
67,58.0,25.0,1473.25,32.0,36.0,18.82353,20.0
68,58.0,25.0,1473.25,32.0,36.0,18.82353,20.392157
69,58.0,24.0,1438.25,31.0,36.0,18.431372,20.392157
70,58.0,25.0,1381.25,29.0,36.0,19.607843,20.392157
71,58.0,25.0,1381.25,29.0,36.0,19.607843,21.17647
72,58.0,24.0,1386.5,28.0,36.0,18.039215,21.17647
73,58.0,24.0,1386.5,28.0,36.0,18.039215,20.0
74,59.0,23.0,1344.5,29.0,36.0,18.039215,20.0
75,59.0,23.0,1344.5,29.0,36.0,18.039215,16.078432
76,59.0,20.0,1138.25,28.0,36.0,16.862745,16.078432
77,60.0,20.0,1138.25,28.0,36.0,16.862745,16.078432
78,60.0,28.0,843.75,24.0,37.0,16.862745,16.078432
79,60.0,28.0,827.25,17.0,36.0,16.862745,16.078432
80,60.0,28.0,801.5,11.0,37.0,16.862745,16.078432
81,60.0,29.0,810.75,5.0,37.0,16.862745,16.078432
82,61.0,36.0,746.75,3.0,37.0,16.862745,16.078432
83,61.0,36.0,746.75,3.0,37.0,18.82353,16.078432
84,61.0,36.0,746.75,3.0,37.0,18.82353,29.803921
85,61.0,60.0,1427.25,6.0,37.0,22.745098,29.803921
86,61.0,60.0,1427.25,6.0,37.0,22.745098,20.0
87,61.0,75.0,1172.5,13.0,36.0,22.745098,20.0
88,61.0,75.0,1172.5,13.0,36.0,22.745098,16.078432
89,61.0,27.0,897.5,13.0,36.0,22.745098,16.078432
90,61.0,27.0,897.5,21.0,36.0,22.745098,16.078432
91,61.0,27.0,897.5,21.0,36.0,22.745098,26.274509
92,61.0,56.0,1147.5,22.0,36.0,21.568628,26.274509
93,61.0,56.0,1147.5,22.0,36.0,21.568628,21.960785
94,62.0,20.0,1231.25,26.0,36.0,16.862745,21.960785
95,62.0,20.0,1231.25,26.0,36.0,16.862745,20.0
96,63.0,26.0,1231.25,26.0,36.0,16.862745,20.0
97,63.0,26.0,1107.75,24.0,36.0,18.039215,20.0
98,63.0,26.0,1107.75,24.0,36.0,18.039215,21.17647
99,63.0,32.0,1111.5,23.0,36.0,18.82353,21.17647
100,63.0,32.0,1111.5,23.0,36.0,18.82353,21.568628
101,63.0,33.0,1127.25,24.0,36.0,19.215687,21.568628
102,64.0,33.0,1127.25,24.0,36.0,19.215687,21.568628
103,64.0,32.0,1139.0,23.0,36.0,19.215687,21.568628
104,64.0,32.0,1139.0,23.0,36.0,19.215687,21.17647
105,64.0,24.0,1163.25,25.0,36.0,16.862745,21.17647
106,64.0,24.0,1163.25,25.0,36.0,16.862745,20.0
107,65.0,24.0,1101.5,24.0,36.0,17.647058,20.0
108,65.0,24.0,1101.5,24.0,36.0,17.647058,20.392157
109,65.0,27.0,1150.75,23.0,36.0,17.254902,20.392157
110,65.0,27.0,1150.75,23.0,36.0,17.254902,16.078432
111,65.0,26.0,832.0,22.0,36.0,17.254902,16.078432
112,65.0,26.0,832.0,22.0,36.0,16.862745,16.078432
113,65.0,26.0,832.0,22.0,36.0,16.862745,25.490196
114,65.0,66.0,1071.0,20.0,37.0,21.568628,25.490196
115,65.0,66.0,1071.0,20.0,37.0,21.568628,22.745098
116,65.0,40.0,1178.75,24.0,36.0,20.0,22.745098
117,65.0,40.0,1178.75,24.0,36.0,20.0,21.960785
118,66.0,23.0,1248.25,27.0,36.0,20.0,21.960785
119,66.0,23.0,1248.25,27.0,36.0,16.862745,21.960785
120,66.0,23.0,1248.25,27.0,36.0,16.862745,20.392157
121,66.0,26.0,1199.0,25.0,36.0,18.039215,20.392157
122,66.0,26.0,1171.0,24.0,36.0,18.039215,20.392157
123,66.0,26.0,1143.75,24.0,36.0,18.039215,20.392157
124,66.0,26.0,1143.75,24.0,36.0,18.431372,20.392157
125,66.0,26.0,1125.75,23.0,36.0,17.647058,20.392157
126,66.0,26.0,1125.75,23.0,36.0,17.647058,16.078432
127,67.0,21.0,1053.75,22.0,37.0,16.470589,16.078432
128,67.0,27.0,833.5,21.0,37.0,16.470589,16.078432
129,67.0,27.0,828.75,16.0,37.0,16.470589,16.078432
130,67.0,27.0,828.75,16.0,37.0,16.470589,32.549019
131,68.0,96.0,939.75,12.0,37.0,31.372549,32.549019
132,68.0,96.0,939.75,12.0,37.0,31.372549,25.882353
133,68.0,41.0,1589.75,19.0,36.0,21.568628,25.882353
134,68.0,41.0,1589.75,19.0,36.0,21.568628,22.352942
135,68.0,28.0,1756.25,24.0,36.0,20.392157,22.352942
136,68.0,28.0,1756.25,24.0,36.0,20.392157,16.078432
137,68.0,35.0,1184.25,24.0,36.0,20.784313,16.078432
138,69.0,35.0,1184.25,24.0,36.0,20.784313,16.078432
139,69.0,20.0,1094.5,24.0,36.0,16.470589,16.078432
140,69.0,28.0,674.0,19.0,36.0,16.470589,16.078432
141,69.0,28.0,674.0,19.0,36.0,16.470589,16.862745
142,70.0,75.0,632.0,12.0,37.0,20.784313,16.862745
143,70.0,75.0,632.0,12.0,37.0,20.784313,36.862743
144,70.0,84.0,824.0,14.0,36.0,24.705883,36.862743
145,70.0,84.0,824.0,14.0,36.0,24.705883,35.294117
146,70.0,44.0,1134.25,22.0,36.0,24.705883,35.294117
147,70.0,44.0,1134.25,22.0,36.0,16.470589,35.294117
148,70.0,44.0,1134.25,22.0,36.0,16.470589,16.078432
149,71.0,25.0,735.0,24.0,36.0,16.470589,16.078432
150,71.0,27.0,788.25,18.0,36.0,16.470589,16.078432
151,71.0,27.0,788.25,18.0,36.0,16.470589,23.137255
152,71.0,71.0,788.25,18.0,36.0,16.470589,23.137255
153,71.0,71.0,792.75,10.0,36.0,22.745098,23.137255
154,71.0,71.0,792.75,10.0,36.0,22.745098,35.294117
155,71.0,59.0,1425.0,15.0,36.0,22.352942,35.294117
156,71.0,59.0,1425.0,15.0,36.0,22.352942,24.705883
157,72.0,35.0,1806.25,24.0,36.0,18.039215,24.705883
158,72.0,35.0,1806.25,24.0,36.0,18.039215,16.078432
159,73.0,35.0,1806.25,24.0,36.0,18.039215,16.078432
160,73.0,75.0,1225.75,25.0,36.0,23.137255,16.078432
161,73.0,75.0,1225.75,25.0,36.0,23.137255,18.431372
162,73.0,19.0,1267.75,29.0,36.0,16.862745,18.431372
163,73.0,19.0,1267.75,29.0,36.0,16.862745,20.0
164,73.0,20.0,1184.25,25.0,36.0,16.470589,20.0
165,73.0,20.0,1184.25,25.0,36.0,16.470589,16.078432
166,74.0,20.0,1184.25,25.0,36.0,16.470589,16.078432
167,74.0,22.0,900.75,22.0,36.0,16.470589,16.078432
168,74.0,33.0,620.25,15.0,36.0,20.0,16.078432
169,74.0,33.0,620.25,15.0,36.0,20.0,31.764706
170,75.0,85.0,844.5,17.0,37.0,27.058823,31.764706
171,75.0,85.0,844.5,17.0,37.0,27.058823,26.274509
172,75.0,35.0,1092.75,22.0,36.0,16.862745,26.274509
173,75.0,35.0,1092.75,22.0,36.0,16.862745,16.078432
174,75.0,21.0,1062.5,24.0,36.0,16.862745,16.078432
175,75.0,21.0,1062.5,24.0,36.0,16.470589,16.078432
176,76.0,22.0,888.25,20.0,36.0,16.470589,16.078432
177,76.0,25.0,796.0,17.0,36.0,16.470589,16.078432
178,76.0,27.0,750.75,15.0,37.0,16.470589,16.078432
179,76.0,29.0,699.0,12.0,37.0,16.470589,16.078432
180,76.0,28.0,681.25,7.0,37.0,16.470589,16.078432
181,76.0,30.0,662.5,3.0,37.0,16.470589,16.078432
182,76.0,29.0,710.75,3.0,37.0,16.470589,16.078432
183,76.0,52.0,857.0,4.0,37.0,17.254902,16.078432
184,76.0,58.0,727.25,4.0,37.0,17.254902,16.078432
185,76.0,58.0,727.25,8.0,37.0,21.17647,16.078432
186,76.0,58.0,727.25,8.0,37.0,21.17647,30.980392
187,77.0,82.0,1227.25,14.0,37.0,25.490196,30.980392
188,77.0,82.0,1227.25,14.0,37.0,25.490196,16.078432
189,77.0,94.0,1152.25,22.0,36.0,32.549019,16.078432
190,77.0,94.0,1152.25,22.0,36.0,32.549019,37.254902
191,77.0,97.0,1503.0,26.0,36.0,33.725491,37.254902
192,77.0,97.0,1503.0,26.0,36.0,33.725491,25.490196
193,78.0,19.0,1682.0,35.0,35.0,17.647058,25.490196
194,78.0,19.0,1682.0,35.0,35.0,17.647058,29.411764
195,78.0,71.0,1496.75,39.0,35.0,21.17647,29.411764
196,78.0,71.0,1496.75,39.0,35.0,21.17647,22.745098
197,79.0,71.0,1496.75,39.0,35.0,21.17647,22.745098
198,79.0,49.0,1503.75,42.0,35.0,21.960785,22.745098
199,79.0,49.0,1503.75,42.0,35.0,21.960785,23.529411
200,80.0,42.0,1575.75,43.0,35.0,20.784313,23.529411
201,80.0,42.0,1575.75,43.0,35.0,20.784313,21.960785
202,80.0,29.0,1596.75,46.0,35.0,19.607843,21.960785
203,80.0,29.0,1596.75,46.0,35.0,19.607843,20.0
204,80.0,25.0,1566.25,45.0,36.0,19.215687,20.0
205,80.0,25.0,1566.25,45.0,36.0,19.215687,20.392157
206,81.0,23.0,1533.5,44.0,36.0,19.215687,20.392157
207,81.0,23.0,1533.5,44.0,36.0,18.82353,20.392157
208,81.0,20.0,1530.25,42.0,36.0,17.254902,20.392157
209,81.0,20.0,1530.25,42.0,36.0,17.254902,16.078432
210,81.0,25.0,1164.75,41.0,36.0,18.82353,16.078432
211,81.0,31.0,596.0,38.0,36.0,18.82353,16.078432
212,81.0,31.0,596.0,38.0,36.0,16.470589,16.078432
213,81.0,28.0,678.75,35.0,37.0,16.470589,16.078432
214,82.0,28.0,679.5,29.0,37.0,16.470589,16.078432
215,82.0,31.0,650.75,22.0,37.0,16.470589,16.078432
216,82.0,75.0,855.25,18.0,37.0,22.745098,16.078432
217,82.0,75.0,855.25,18.0,37.0,22.745098,26.274509
218,82.0,76.0,1118.75,20.0,36.0,24.313726,26.274509
219,82.0,76.0,1118.75,20.0,36.0,24.313726,26.666666
220,82.0,54.0,1118.75,20.0,36.0,24.313726,26.666666
221,82.0,54.0,1410.75,26.0,36.0,21.17647,26.666666
222,82.0,54.0,1410.75,26.0,36.0,21.17647,20.0
223,83.0,25.0,1450.0,30.0,36.0,18.431372,20.0
224,83.0,25.0,1377.25,30.0,36.0,18.431372,20.0
225,83.0,25.0,1377.25,30.0,36.0,18.431372,22.745098
226,83.0,50.0,1385.75,27.0,36.0,21.568628,22.745098
227,83.0,50.0,1385.75,27.0,36.0,21.568628,23.529411
228,83.0,40.0,1514.0,31.0,36.0,20.784313,23.529411
229,83.0,40.0,1514.0,31.0,36.0,20.784313,21.17647
230,83.0,20.0,1500.0,33.0,36.0,17.254902,21.17647
231,83.0,20.0,1500.0,33.0,36.0,17.254902,17.254902
232,84.0,20.0,1500.0,33.0,36.0,17.254902,17.254902
233,84.0,24.0,1400.75,31.0,36.0,18.431372,17.254902
234,84.0,24.0,1400.75,31.0,36.0,18.431372,20.0
235,85.0,22.0,1318.75,29.0,36.0,16.862745,20.0
236,85.0,22.0,1318.75,29.0,36.0,16.862745,16.078432
237,85.0,24.0,1199.0,26.0,37.0,17.647058,16.078432
238,85.0,24.0,1199.0,26.0,37.0,17.647058,28.235294
239,85.0,58.0,1267.75,24.0,36.0,21.960785,28.235294
240,85.0,58.0,1267.75,24.0,36.0,21.960785,23.529411
241,85.0,24.0,1402.25,30.0,36.0,21.960785,23.529411
242,85.0,24.0,1402.25,30.0,36.0,17.254902,23.529411
243,85.0,24.0,1402.25,30.0,36.0,17.254902,20.784313
244,85.0,27.0,1349.0,29.0,36.0,18.431372,20.784313
245,85.0,27.0,1325.75,27.0,36.0,19.215687,20.784313
246,85.0,27.0,1305.25,27.0,36.0,19.215687,20.784313
247,85.0,27.0,1305.25,27.0,36.0,18.82353,20.784313
248,85.0,27.0,1305.25,27.0,36.0,18.82353,21.17647
249,86.0,29.0,1264.0,27.0,36.0,19.215687,21.17647
250,86.0,29.0,1264.0,27.0,36.0,19.215687,21.568628
251,86.0,21.0,1237.5,27.0,36.0,16.862745,21.568628
252,86.0,21.0,1237.5,27.0,36.0,16.862745,20.784313
253,86.0,28.0,1141.25,25.0,36.0,16.862745,20.784313
254,86.0,28.0,1141.25,25.0,37.0,18.431372,20.784313
255,86.0,28.0,1141.25,25.0,37.0,18.431372,20.0
