Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,88.0,101.0,0.0,0.0,46.0,17.647058,16.078432
1,88.0,24.0,1592.0,0.0,46.0,17.647058,16.078432
2,88.0,24.0,1592.0,0.0,46.0,17.254902,16.078432
3,89.0,22.0,1188.25,0.0,46.0,17.254902,16.078432
4,89.0,32.0,738.25,0.0,46.0,18.039215,16.078432
5,89.0,45.0,797.5,0.0,46.0,18.039215,16.078432
6,89.0,45.0,797.5,0.0,47.0,18.039215,16.078432
7,89.0,42.0,883.5,6.0,46.0,19.215687,16.078432
8,89.0,42.0,883.5,6.0,46.0,19.215687,21.17647
9,89.0,28.0,1235.0,8.0,46.0,18.431372,21.17647
10,89.0,28.0,1235.0,8.0,46.0,18.431372,16.078432
11,89.0,23.0,1004.5,10.0,46.0,16.862745,16.078432
12,88.0,26.0,864.0,6.0,47.0,16.862745,16.078432
13,88.0,27.0,851.5,4.0,47.0,16.862745,16.078432
14,88.0,33.0,664.75,4.0,48.0,16.862745,16.078432
15,88.0,29.0,739.0,4.0,48.0,16.862745,16.078432
16,88.0,29.0,775.0,3.0,48.0,16.862745,16.078432
17,88.0,29.0,775.0,3.0,48.0,16.862745,17.647058
18,88.0,28.0,1071.75,3.0,48.0,18.82353,17.647058
19,88.0,28.0,1071.75,3.0,48.0,18.82353,23.529411
20,88.0,51.0,1190.5,5.0,48.0,18.82353,23.529411
21,88.0,51.0,1190.5,5.0,47.0,20.784313,23.529411
22,88.0,51.0,1190.5,5.0,47.0,20.784313,16.078432
23,88.0,68.0,838.25,11.0,46.0,25.09804,16.078432
24,88.0,68.0,838.25,11.0,46.0,25.09804,27.843138
25,88.0,59.0,1536.5,17.0,46.0,23.137255,27.843138
26,88.0,59.0,1536.5,17.0,46.0,23.137255,16.078432
27,88.0,60.0,1536.5,17.0,46.0,23.137255,16.078432
28,88.0,60.0,1139.0,24.0,45.0,22.352942,16.078432
29,88.0,60.0,1139.0,24.0,45.0,22.352942,21.960785
30,88.0,20.0,1314.0,26.0,45.0,16.862745,21.960785
31,88.0,20.0,1314.0,26.0,45.0,16.862745,16.078432
32,88.0,21.0,1200.75,25.0,46.0,18.431372,16.078432
33,88.0,21.0,1200.75,25.0,46.0,18.431372,21.568628
34,88.0,34.0,1170.25,24.0,46.0,19.215687,21.568628
35,88.0,31.0,1206.25,26.0,46.0,19.215687,21.568628
36,88.0,31.0,1206.25,26.0,46.0,19.215687,21.17647
37,88.0,30.0,1225.0,25.0,46.0,18.82353,21.17647
38,88.0,30.0,1225.0,25.0,46.0,18.82353,16.078432
39,88.0,26.0,1205.25,25.0,46.0,18.431372,16.078432
40,87.0,22.0,1140.5,24.0,46.0,18.431372,16.078432
41,87.0,22.0,1140.5,24.0,46.0,17.647058,16.078432
42,87.0,22.0,1140.5,24.0,46.0,17.647058,19.607843
43,87.0,26.0,1104.5,24.0,47.0,17.647058,19.607843
44,87.0,22.0,1084.25,23.0,47.0,16.862745,19.607843
45,87.0,22.0,1084.25,23.0,47.0,16.862745,16.078432
46,87.0,24.0,905.25,23.0,47.0,16.862745,16.078432
47,87.0,24.0,905.25,21.0,47.0,16.862745,16.078432
48,87.0,27.0,884.25,18.0,48.0,16.862745,16.078432
49,87.0,27.0,872.5,14.0,48.0,16.862745,16.078432
50,87.0,27.0,872.5,14.0,48.0,16.862745,24.313726
51,86.0,27.0,872.5,14.0,48.0,16.862745,24.313726
52,86.0,62.0,883.5,10.0,48.0,20.784313,24.313726
53,86.0,62.0,883.5,10.0,48.0,20.784313,23.529411
54,86.0,48.0,1213.25,15.0,46.0,20.784313,23.529411
55,86.0,48.0,1213.25,15.0,46.0,20.784313,24.313726
56,86.0,42.0,1582.75,20.0,46.0,21.568628,24.313726
57,86.0,42.0,1582.75,20.0,46.0,21.568628,21.568628
58,86.0,29.0,1760.0,24.0,46.0,20.0,21.568628
59,86.0,29.0,1760.0,24.0,46.0,20.0,16.078432
60,86.0,36.0,1145.25,26.0,46.0,20.0,16.078432
61,86.0,36.0,1145.25,26.0,46.0,20.0,22.352942
62,86.0,30.0,1282.75,25.0,46.0,18.039215,22.352942
63,86.0,30.0,1282.75,25.0,46.0,18.039215,16.078432
64,86.0,21.0,1199.0,27.0,46.0,17.647058,16.078432
65,86.0,21.0,1199.0,27.0,46.0,17.647058,18.431372
66,86.0,29.0,1062.5,23.0,46.0,17.647058,18.431372
67,86.0,29.0,1062.5,23.0,46.0,18.039215,18.431372
68,86.0,29.0,1062.5,23.0,46.0,18.039215,20.784313
69,86.0,30.0,1025.0,22.0,47.0,17.647058,20.784313
70,86.0,30.0,1025.0,22.0,47.0,17.647058,20.392157
71,86.0,30.0,1022.5,22.0,47.0,18.431372,20.392157
72,86.0,30.0,1022.5,22.0,47.0,18.431372,22.352942
73,86.0,39.0,1064.75,22.0,47.0,18.431372,22.352942
74,86.0,39.0,1064.75,23.0,47.0,19.607843,22.352942
75,86.0,39.0,1064.75,23.0,47.0,19.607843,21.568628
76,86.0,32.0,1117.75,23.0,46.0,17.647058,21.568628
77,86.0,32.0,1117.75,23.0,46.0,17.647058,19.215687
78,86.0,25.0,1061.5,22.0,47.0,17.254902,19.215687
79,86.0,25.0,1061.5,22.0,47.0,17.254902,20.0
80,86.0,35.0,1036.5,22.0,47.0,19.607843,20.0
81,86.0,35.0,1036.5,22.0,47.0,19.607843,22.745098
82,85.0,39.0,1118.75,23.0,47.0,18.431372,22.745098
83,85.0,39.0,1118.75,23.0,47.0,18.431372,16.078432
84,85.0,25.0,1083.5,22.0,46.0,18.431372,16.078432
85,85.0,25.0,1083.5,22.0,46.0,18.431372,20.392157
86,85.0,22.0,1089.0,23.0,47.0,16.862745,20.392157
87,85.0,22.0,1089.0,23.0,47.0,16.862745,16.078432
88,85.0,24.0,965.5,21.0,47.0,16.862745,16.078432
89,85.0,26.0,954.5,19.0,48.0,16.862745,16.078432
90,85.0,27.0,906.25,17.0,48.0,16.862745,16.078432
91,85.0,26.0,886.5,15.0,48.0,16.862745,16.078432
92,85.0,27.0,867.0,11.0,48.0,16.862745,16.078432
93,85.0,27.0,843.75,8.0,48.0,16.862745,16.078432
94,85.0,27.0,843.75,8.0,48.0,16.862745,24.705883
95,85.0,80.0,843.75,8.0,48.0,16.862745,24.705883
96,85.0,80.0,920.25,9.0,48.0,22.745098,24.705883
97,85.0,80.0,920.25,9.0,48.0,22.745098,27.450981
98,85.0,56.0,1526.5,18.0,46.0,22.745098,27.450981
99,85.0,56.0,1526.5,18.0,46.0,22.745098,29.019608
100,85.0,92.0,1239.75,23.0,46.0,28.627451,29.019608
101,85.0,92.0,1239.75,23.0,46.0,28.627451,27.450981
102,86.0,92.0,1239.75,23.0,46.0,28.627451,27.450981
103,86.0,56.0,1660.0,31.0,45.0,20.392157,27.450981
104,86.0,56.0,1660.0,31.0,45.0,20.392157,21.17647
105,86.0,27.0,1646.0,36.0,45.0,19.607843,21.17647
106,86.0,32.0,1657.75,34.0,46.0,20.392157,21.17647
107,86.0,32.0,1657.75,34.0,46.0,20.392157,21.960785
108,86.0,20.0,1652.25,35.0,46.0,17.647058,21.960785
109,86.0,20.0,1652.25,35.0,46.0,17.647058,16.078432
110,86.0,23.0,1612.5,34.0,46.0,17.647058,16.078432
111,86.0,23.0,1612.5,34.0,46.0,18.039215,16.078432
112,86.0,21.0,1477.25,33.0,46.0,18.039215,16.078432
113,86.0,23.0,1310.0,29.0,47.0,17.647058,16.078432
