Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,68.0,101.0,0.0,0.0,38.0,17.647058,16.078432
1,68.0,91.0,232.75,0.0,38.0,17.254902,16.078432
2,68.0,25.0,937.5,0.0,39.0,17.254902,16.078432
3,68.0,25.0,888.25,0.0,39.0,17.254902,16.078432
4,68.0,25.0,888.25,0.0,40.0,16.862745,16.078432
5,66.0,24.0,788.25,0.0,41.0,16.470589,16.078432
6,65.0,25.0,716.25,0.0,41.0,16.470589,16.078432
7,66.0,25.0,716.25,0.0,41.0,16.470589,16.078432
8,66.0,25.0,707.75,0.0,41.0,16.470589,16.078432
9,66.0,27.0,703.0,0.0,42.0,16.470589,16.078432
10,66.0,27.0,714.75,0.0,42.0,16.862745,16.078432
11,66.0,27.0,722.5,0.0,42.0,16.862745,16.078432
12,67.0,28.0,729.5,0.0,42.0,16.862745,16.078432
13,67.0,27.0,726.5,0.0,42.0,16.862745,16.078432
14,67.0,44.0,760.0,0.0,42.0,18.82353,16.078432
15,68.0,41.0,799.0,0.0,42.0,18.82353,16.078432
16,68.0,41.0,799.0,0.0,42.0,19.215687,16.078432
17,68.0,41.0,839.75,0.0,42.0,19.215687,16.078432
18,68.0,48.0,690.5,0.0,42.0,19.215687,16.078432
19,68.0,47.0,764.75,0.0,42.0,19.215687,16.078432
20,69.0,45.0,789.0,4.0,42.0,18.82353,16.078432
21,69.0,43.0,808.5,6.0,42.0,19.215687,16.078432
22,69.0,43.0,808.5,6.0,42.0,19.215687,20.784313
23,70.0,43.0,808.5,6.0,42.0,19.215687,20.784313
24,70.0,44.0,1214.0,8.0,42.0,20.784313,20.784313
25,70.0,44.0,1214.0,8.0,42.0,20.784313,16.078432
26,70.0,32.0,1003.75,10.0,42.0,19.215687,16.078432
27,70.0,45.0,821.75,10.0,42.0,19.215687,16.078432
28,70.0,45.0,821.75,10.0,42.0,19.215687,19.215687
29,71.0,45.0,821.75,10.0,42.0,19.215687,19.215687
30,71.0,47.0,844.5,12.0,42.0,20.0,19.215687
31,71.0,47.0,844.5,12.0,42.0,20.0,20.392157
32,71.0,37.0,941.25,14.0,42.0,20.0,20.392157
33,71.0,37.0,941.25,14.0,42.0,19.215687,20.392157
34,71.0,37.0,941.25,14.0,42.0,19.215687,18.82353
35,71.0,38.0,916.25,13.0,42.0,19.215687,18.82353
36,71.0,38.0,916.25,13.0,42.0,19.215687,19.215687
37,72.0,38.0,916.25,13.0,42.0,19.215687,19.215687
38,72.0,40.0,897.5,14.0,42.0,19.215687,19.215687
39,72.0,40.0,897.5,14.0,42.0,19.215687,16.078432
40,72.0,40.0,874.0,13.0,42.0,19.215687,16.078432
41,73.0,38.0,896.75,12.0,42.0,19.215687,16.078432
42,73.0,40.0,898.25,11.0,42.0,19.215687,16.078432
43,73.0,38.0,892.75,13.0,42.0,19.215687,16.078432
44,73.0,39.0,909.25,10.0,42.0,19.215687,16.078432
45,74.0,58.0,667.75,8.0,42.0,21.960785,16.078432
46,75.0,58.0,667.75,8.0,42.0,21.960785,16.078432
47,75.0,42.0,921.75,13.0,42.0,20.784313,16.078432
48,75.0,39.0,952.25,13.0,42.0,20.784313,16.078432
49,75.0,39.0,952.25,13.0,42.0,19.215687,16.078432
50,75.0,40.0,854.5,13.0,42.0,18.82353,16.078432
51,76.0,40.0,854.5,13.0,42.0,18.82353,16.078432
52,76.0,59.0,704.5,10.0,42.0,20.392157,16.078432
53,76.0,59.0,704.5,10.0,42.0,20.392157,18.431372
54,76.0,38.0,949.0,14.0,42.0,20.392157,18.431372
55,76.0,38.0,949.0,14.0,42.0,18.82353,18.431372
56,76.0,38.0,949.0,14.0,42.0,18.82353,16.078432
57,76.0,38.0,931.25,13.0,42.0,19.215687,16.078432
58,76.0,38.0,931.25,13.0,42.0,19.215687,18.82353
59,76.0,36.0,983.5,13.0,42.0,18.82353,18.82353
60,76.0,36.0,983.5,13.0,42.0,18.82353,16.078432
61,77.0,35.0,983.5,13.0,42.0,18.82353,16.078432
62,77.0,35.0,966.25,14.0,42.0,18.82353,16.078432
63,77.0,36.0,949.0,12.0,42.0,18.82353,16.078432
64,78.0,37.0,935.0,11.0,42.0,18.82353,16.078432
65,78.0,38.0,832.0,8.0,42.0,18.82353,16.078432
66,78.0,42.0,844.5,5.0,43.0,18.82353,16.078432
67,78.0,38.0,863.25,5.0,43.0,16.470589,16.078432
68,78.0,27.0,790.5,3.0,43.0,16.470589,16.078432
69,79.0,27.0,732.75,3.0,43.0,16.470589,16.078432
70,79.0,28.0,700.0,0.0,43.0,16.470589,16.078432
71,80.0,28.0,692.75,0.0,43.0,16.470589,16.078432
72,80.0,46.0,692.75,0.0,43.0,16.470589,16.078432
73,80.0,46.0,782.0,0.0,43.0,18.82353,16.078432
74,80.0,42.0,825.75,0.0,43.0,19.215687,16.078432
75,80.0,40.0,863.25,0.0,43.0,19.215687,16.078432
76,80.0,39.0,878.0,0.0,43.0,18.82353,16.078432
77,80.0,39.0,872.5,0.0,43.0,18.82353,16.078432
78,80.0,37.0,866.25,0.0,43.0,18.82353,16.078432
79,81.0,37.0,866.25,0.0,43.0,18.82353,16.078432
80,81.0,37.0,860.75,0.0,43.0,18.431372,16.078432
81,81.0,37.0,857.0,0.0,43.0,18.431372,16.078432
82,81.0,37.0,857.0,0.0,43.0,18.82353,16.078432
83,81.0,39.0,816.25,0.0,43.0,18.82353,16.078432
84,81.0,39.0,825.75,0.0,43.0,18.82353,16.078432
85,82.0,41.0,812.5,0.0,43.0,18.82353,16.078432
86,82.0,51.0,662.5,0.0,43.0,19.215687,16.078432
87,82.0,47.0,773.25,4.0,43.0,16.470589,16.078432
88,82.0,47.0,773.25,4.0,43.0,16.470589,24.313726
89,83.0,47.0,773.25,4.0,43.0,16.470589,24.313726
90,83.0,49.0,1450.0,8.0,43.0,21.568628,24.313726
91,83.0,49.0,1450.0,8.0,43.0,21.568628,16.078432
92,83.0,81.0,1035.0,12.0,43.0,24.313726,16.078432
93,83.0,81.0,1035.0,12.0,43.0,24.313726,24.705883
94,83.0,41.0,1488.25,20.0,43.0,21.17647,24.705883
95,83.0,41.0,1488.25,20.0,43.0,21.17647,27.058823
96,83.0,90.0,1109.25,22.0,43.0,27.843138,27.058823
97,83.0,90.0,1109.25,22.0,43.0,27.843138,16.078432
98,84.0,41.0,1257.75,25.0,42.0,27.843138,16.078432
99,84.0,41.0,1257.75,25.0,42.0,20.392157,16.078432
100,84.0,41.0,1257.75,25.0,42.0,20.392157,20.784313
101,85.0,49.0,1276.5,27.0,42.0,21.17647,20.784313
102,85.0,49.0,1276.5,27.0,42.0,21.17647,21.17647
103,85.0,54.0,1318.75,27.0,43.0,22.352942,21.17647
104,85.0,54.0,1318.75,27.0,43.0,22.352942,21.960785
105,85.0,48.0,1417.0,27.0,43.0,22.352942,21.960785
106,85.0,48.0,1417.0,28.0,43.0,21.568628,21.960785
107,85.0,48.0,1417.0,28.0,43.0,21.568628,19.607843
108,86.0,28.0,1417.0,32.0,42.0,19.215687,19.607843
109,86.0,28.0,1417.0,32.0,42.0,19.215687,20.392157
110,86.0,30.0,1427.25,30.0,43.0,19.215687,20.392157
111,86.0,30.0,1427.25,30.0,43.0,19.215687,16.078432
112,86.0,35.0,1084.25,30.0,43.0,19.215687,16.078432
113,87.0,37.0,1045.25,26.0,43.0,19.215687,16.078432
114,87.0,37.0,1053.0,18.0,43.0,19.215687,16.078432
115,87.0,25.0,778.75,13.0,43.0,16.470589,16.078432
116,87.0,25.0,778.75,13.0,43.0,16.470589,23.529411
117,88.0,64.0,974.0,12.0,43.0,16.470589,23.529411
118,88.0,64.0,974.0,12.0,43.0,21.17647,23.529411
119,88.0,64.0,974.0,12.0,43.0,21.17647,23.921568
120,88.0,31.0,1321.0,18.0,43.0,16.862745,23.921568
121,88.0,31.0,1321.0,18.0,43.0,16.862745,16.078432
122,88.0,21.0,1128.0,18.0,43.0,18.82353,16.078432
123,88.0,21.0,1128.0,18.0,43.0,18.82353,21.960785
124,88.0,36.0,1186.5,16.0,43.0,18.82353,21.960785
125,88.0,36.0,1186.5,16.0,43.0,19.215687,21.960785
126,88.0,36.0,1186.5,16.0,43.0,19.215687,22.352942
127,87.0,35.0,1221.0,17.0,43.0,19.215687,22.352942
128,87.0,35.0,1221.0,17.0,43.0,19.215687,21.17647
129,87.0,35.0,1331.25,17.0,43.0,19.215687,21.17647
130,87.0,35.0,1331.25,17.0,43.0,19.215687,21.568628
131,87.0,47.0,1417.0,18.0,43.0,21.568628,21.568628
132,87.0,47.0,1417.0,18.0,43.0,21.568628,23.137255
133,86.0,49.0,1653.75,22.0,43.0,22.352942,23.137255
134,86.0,49.0,1653.75,22.0,43.0,22.352942,22.352942
135,86.0,42.0,1807.75,25.0,43.0,21.960785,22.352942
136,86.0,42.0,1807.75,25.0,43.0,21.960785,21.17647
137,86.0,23.0,1740.5,27.0,43.0,19.215687,21.17647
138,86.0,34.0,1710.0,24.0,43.0,19.215687,21.17647
139,86.0,34.0,1710.0,24.0,43.0,19.215687,25.882353
140,86.0,78.0,1264.75,26.0,43.0,24.313726,25.882353
141,86.0,78.0,1264.75,26.0,43.0,24.313726,17.254902
142,86.0,52.0,1345.25,28.0,43.0,21.568628,17.254902
143,86.0,52.0,1345.25,28.0,43.0,21.568628,21.17647
144,86.0,30.0,1396.0,28.0,43.0,21.568628,21.17647
145,86.0,30.0,1396.0,28.0,43.0,19.607843,21.17647
146,86.0,30.0,1396.0,28.0,43.0,19.607843,21.568628
147,86.0,30.0,1401.5,29.0,43.0,19.215687,21.568628
148,86.0,30.0,1401.5,29.0,43.0,19.215687,21.17647
149,87.0,29.0,1405.25,29.0,43.0,19.215687,21.17647
150,87.0,29.0,1405.25,29.0,43.0,19.215687,21.568628
151,87.0,31.0,1405.25,29.0,43.0,19.215687,21.568628
152,87.0,31.0,1409.25,30.0,43.0,19.607843,21.568628
153,87.0,31.0,1409.25,30.0,43.0,19.607843,21.960785
154,87.0,34.0,1425.75,29.0,43.0,19.607843,21.960785
155,87.0,48.0,1445.25,29.0,44.0,21.568628,21.960785
156,87.0,48.0,1445.25,29.0,44.0,21.568628,16.078432
157,87.0,28.0,1431.25,31.0,43.0,19.215687,16.078432
158,87.0,28.0,1431.25,31.0,43.0,19.215687,19.215687
159,87.0,29.0,1353.0,29.0,44.0,19.215687,19.215687
160,87.0,29.0,1353.0,29.0,44.0,19.215687,16.078432
161,87.0,31.0,1246.0,27.0,44.0,19.215687,16.078432
162,87.0,35.0,1131.25,25.0,44.0,19.215687,16.078432
163,87.0,35.0,1131.25,25.0,44.0,19.215687,20.392157
164,87.0,48.0,1082.0,22.0,44.0,19.215687,20.392157
165,87.0,48.0,1082.0,22.0,44.0,20.392157,20.392157
166,87.0,48.0,1082.0,22.0,44.0,20.392157,16.078432
167,87.0,37.0,1039.0,22.0,44.0,19.215687,16.078432
168,87.0,38.0,987.5,21.0,44.0,19.215687,16.078432
169,87.0,41.0,933.5,21.0,44.0,19.215687,16.078432
170,87.0,41.0,933.5,20.0,44.0,19.215687,16.078432
171,88.0,30.0,980.25,18.0,44.0,16.470589,16.078432
172,88.0,26.0,772.5,15.0,44.0,16.470589,16.078432
173,88.0,31.0,592.75,9.0,45.0,16.470589,16.078432
174,88.0,31.0,592.75,9.0,45.0,16.470589,27.058823
175,88.0,50.0,1443.75,5.0,45.0,17.647058,27.058823
176,88.0,50.0,1443.75,5.0,45.0,17.647058,35.294117
177,88.0,93.0,1216.25,12.0,45.0,28.235294,35.294117
178,88.0,93.0,1216.25,12.0,45.0,28.235294,16.078432
179,88.0,85.0,1244.5,22.0,44.0,29.411764,16.078432
180,88.0,85.0,1244.5,22.0,44.0,29.411764,31.372549
181,88.0,84.0,1525.0,28.0,43.0,29.411764,31.372549
182,88.0,84.0,1525.0,28.0,43.0,27.058823,31.372549
183,88.0,84.0,1525.0,28.0,43.0,27.058823,16.078432
184,88.0,40.0,1667.75,35.0,43.0,21.960785,16.078432
185,88.0,40.0,1667.75,35.0,43.0,21.960785,21.568628
186,88.0,41.0,1692.0,36.0,43.0,21.568628,21.568628
187,87.0,35.0,1724.0,35.0,43.0,21.568628,21.568628
188,87.0,35.0,1724.0,35.0,43.0,20.0,21.568628
189,87.0,35.0,1724.0,35.0,43.0,20.0,21.17647
190,87.0,39.0,1676.5,35.0,44.0,21.568628,21.17647
191,86.0,38.0,1700.0,34.0,44.0,21.17647,21.17647
192,86.0,38.0,1702.25,36.0,44.0,21.17647,21.17647
193,86.0,38.0,1702.25,36.0,44.0,21.17647,21.568628
194,86.0,39.0,1714.0,35.0,44.0,21.568628,21.568628
195,86.0,39.0,1714.0,35.0,44.0,21.568628,16.078432
196,86.0,68.0,1250.0,35.0,44.0,23.921568,16.078432
197,86.0,68.0,1250.0,35.0,44.0,23.921568,25.490196
198,86.0,62.0,1403.75,39.0,44.0,23.137255,25.490196
199,86.0,62.0,1403.75,39.0,44.0,23.137255,23.921568
200,86.0,20.0,1514.0,41.0,44.0,17.254902,23.921568
201,86.0,20.0,1514.0,41.0,44.0,17.254902,21.960785
202,86.0,29.0,1468.75,40.0,44.0,19.215687,21.960785
203,86.0,29.0,1468.75,40.0,44.0,19.215687,20.784313
204,87.0,29.0,1468.75,40.0,44.0,19.215687,20.784313
205,87.0,28.0,1429.5,41.0,45.0,19.215687,20.784313
