Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,87.0,101.0,0.0,0.0,45.0,17.254902,16.078432
1,87.0,19.0,1624.0,0.0,45.0,17.254902,16.078432
2,88.0,32.0,1193.75,0.0,45.0,19.215687,16.078432
3,88.0,48.0,758.5,0.0,45.0,19.215687,16.078432
4,88.0,48.0,758.5,0.0,46.0,19.607843,16.078432
5,88.0,51.0,835.75,4.0,46.0,19.607843,16.078432
6,88.0,51.0,835.75,4.0,46.0,19.607843,19.215687
7,88.0,35.0,957.0,7.0,46.0,19.607843,19.215687
8,88.0,35.0,957.0,7.0,46.0,19.607843,20.392157
9,88.0,43.0,1153.0,7.0,46.0,19.607843,20.392157
10,88.0,43.0,1153.0,7.0,46.0,20.0,20.392157
11,88.0,43.0,1153.0,7.0,46.0,20.0,16.078432
12,89.0,39.0,832.0,8.0,46.0,18.82353,16.078432
13,89.0,39.0,816.25,4.0,47.0,18.82353,16.078432
14,89.0,39.0,816.25,4.0,47.0,18.82353,23.921568
15,89.0,51.0,816.25,4.0,47.0,18.82353,23.921568
16,89.0,51.0,660.0,3.0,47.0,18.82353,23.921568
17,89.0,51.0,660.0,3.0,47.0,18.82353,16.078432
18,90.0,44.0,764.0,4.0,47.0,18.82353,16.078432
19,90.0,53.0,814.75,3.0,47.0,19.215687,16.078432
20,90.0,71.0,879.5,5.0,47.0,21.17647,16.078432
21,90.0,71.0,879.5,5.0,47.0,21.17647,23.137255
22,90.0,48.0,1473.25,9.0,47.0,21.960785,23.137255
23,90.0,48.0,1473.25,9.0,47.0,21.960785,16.078432
24,90.0,36.0,882.75,13.0,46.0,20.784313,16.078432
25,90.0,36.0,882.75,13.0,46.0,20.784313,23.921568
26,89.0,36.0,882.75,13.0,46.0,20.784313,23.921568
27,89.0,35.0,1237.5,14.0,46.0,18.82353,23.921568
28,89.0,35.0,1237.5,14.0,46.0,18.82353,16.078432
29,89.0,37.0,929.5,18.0,47.0,18.82353,16.078432
30,88.0,37.0,922.5,14.0,47.0,18.82353,16.078432
31,88.0,54.0,763.25,9.0,48.0,22.352942,16.078432
32,88.0,54.0,763.25,9.0,48.0,22.352942,26.274509
33,88.0,75.0,1133.5,12.0,48.0,23.921568,26.274509
34,88.0,75.0,1133.5,12.0,48.0,23.921568,24.705883
35,88.0,29.0,1259.25,19.0,47.0,18.82353,24.705883
36,88.0,29.0,1259.25,19.0,47.0,18.82353,23.921568
37,88.0,67.0,1196.0,23.0,47.0,22.745098,23.921568
38,88.0,67.0,1196.0,23.0,47.0,22.745098,16.078432
39,88.0,30.0,1197.5,26.0,47.0,17.647058,16.078432
40,88.0,22.0,1042.75,23.0,48.0,16.470589,16.078432
41,88.0,22.0,1042.75,23.0,48.0,16.470589,18.431372
42,88.0,28.0,950.0,21.0,48.0,17.647058,18.431372
43,88.0,28.0,950.0,21.0,48.0,17.647058,20.0
44,88.0,24.0,967.75,20.0,48.0,17.647058,20.0
45,88.0,24.0,967.75,20.0,48.0,16.470589,20.0
46,88.0,24.0,967.75,20.0,48.0,16.470589,16.078432
47,88.0,24.0,895.25,19.0,48.0,16.470589,16.078432
48,88.0,25.0,827.25,18.0,48.0,16.470589,16.078432
49,88.0,25.0,827.25,18.0,48.0,16.470589,19.607843
50,87.0,44.0,837.5,17.0,49.0,16.470589,19.607843
51,87.0,44.0,837.5,17.0,49.0,18.82353,19.607843
52,87.0,44.0,837.5,17.0,49.0,18.82353,16.078432
53,87.0,43.0,782.0,18.0,48.0,18.82353,16.078432
54,87.0,38.0,858.5,15.0,48.0,18.82353,16.078432
55,87.0,39.0,867.75,12.0,49.0,18.82353,16.078432
56,87.0,43.0,788.25,11.0,49.0,18.82353,16.078432
57,87.0,43.0,788.25,11.0,49.0,18.82353,19.607843
58,88.0,43.0,788.25,11.0,49.0,18.82353,19.607843
59,88.0,41.0,799.0,10.0,49.0,18.82353,19.607843
60,88.0,41.0,799.0,10.0,49.0,18.82353,16.078432
61,88.0,42.0,863.25,10.0,49.0,18.82353,16.078432
62,88.0,41.0,882.0,4.0,49.0,18.82353,16.078432
63,88.0,41.0,846.75,5.0,49.0,18.82353,16.078432
64,88.0,49.0,746.75,5.0,49.0,18.82353,16.078432
65,88.0,49.0,746.75,5.0,49.0,18.82353,21.960785
66,88.0,44.0,1453.75,9.0,49.0,21.17647,21.960785
67,88.0,44.0,1453.75,9.0,49.0,21.17647,16.078432
68,88.0,56.0,862.5,12.0,49.0,20.0,16.078432
69,88.0,56.0,862.5,12.0,49.0,20.0,22.745098
70,88.0,34.0,1139.75,12.0,49.0,20.0,22.745098
71,88.0,34.0,1139.75,14.0,49.0,16.862745,22.745098
72,88.0,34.0,1139.75,14.0,49.0,16.862745,21.960785
73,88.0,40.0,1186.5,17.0,49.0,20.0,21.960785
74,88.0,40.0,1186.5,17.0,49.0,20.0,22.352942
75,87.0,22.0,1355.25,17.0,49.0,16.862745,22.352942
76,87.0,22.0,1355.25,17.0,49.0,16.862745,16.078432
77,87.0,24.0,835.75,17.0,49.0,16.862745,16.078432
78,87.0,24.0,835.75,15.0,49.0,16.470589,16.078432
79,87.0,56.0,588.25,8.0,50.0,19.607843,16.078432
80,87.0,56.0,588.25,8.0,50.0,19.607843,28.235294
81,87.0,98.0,932.0,10.0,50.0,43.529411,28.235294
82,87.0,98.0,932.0,10.0,50.0,43.529411,32.941177
83,87.0,29.0,932.0,10.0,50.0,43.529411,32.941177
84,87.0,29.0,1619.5,18.0,48.0,18.82353,32.941177
85,87.0,97.0,1325.0,24.0,48.0,32.549019,32.941177
86,87.0,97.0,1325.0,24.0,48.0,32.549019,29.019608
87,87.0,26.0,1587.5,33.0,48.0,18.82353,29.019608
88,87.0,26.0,1587.5,33.0,48.0,18.82353,21.960785
89,87.0,42.0,1651.5,35.0,48.0,21.568628,21.960785
90,88.0,24.0,1703.75,36.0,48.0,18.82353,21.960785
91,88.0,24.0,1703.75,36.0,48.0,18.82353,21.568628
92,88.0,37.0,1607.75,34.0,49.0,20.784313,21.568628
93,88.0,37.0,1607.75,34.0,49.0,20.784313,20.392157
94,87.0,37.0,1607.75,34.0,49.0,20.784313,20.392157
95,87.0,32.0,1567.0,35.0,49.0,20.0,20.392157
96,87.0,32.0,1567.0,35.0,49.0,20.0,21.17647
97,87.0,36.0,1573.25,32.0,49.0,20.392157,21.17647
98,87.0,36.0,1573.25,32.0,49.0,20.392157,20.784313
99,87.0,29.0,1579.5,32.0,49.0,19.607843,20.784313
100,86.0,29.0,1579.5,32.0,49.0,19.607843,20.784313
101,86.0,20.0,1548.25,32.0,49.0,17.254902,20.784313
102,86.0,20.0,1548.25,32.0,49.0,17.254902,20.392157
103,86.0,21.0,1425.0,30.0,50.0,17.647058,20.392157
104,86.0,21.0,1425.0,30.0,50.0,17.647058,16.078432
105,86.0,23.0,1296.0,30.0,50.0,17.647058,16.078432
106,86.0,23.0,964.75,24.0,50.0,16.470589,16.078432
107,86.0,47.0,864.0,19.0,50.0,23.137255,16.078432
108,86.0,47.0,864.0,19.0,50.0,23.137255,21.960785
109,86.0,55.0,1056.25,21.0,50.0,20.784313,21.960785
110,86.0,55.0,1056.25,21.0,50.0,20.784313,20.392157
111,86.0,48.0,1146.75,22.0,50.0,20.784313,20.392157
112,86.0,48.0,1146.75,22.0,50.0,20.784313,18.82353
113,86.0,30.0,1185.75,24.0,50.0,20.784313,18.82353
114,86.0,30.0,1185.75,24.0,50.0,18.82353,18.82353
115,86.0,30.0,1185.75,24.0,50.0,18.82353,16.078432
116,87.0,31.0,1089.0,24.0,50.0,18.82353,16.078432
117,87.0,36.0,903.0,21.0,50.0,18.82353,16.078432
118,87.0,28.0,822.5,18.0,50.0,18.82353,16.078432
119,87.0,28.0,822.5,18.0,50.0,16.470589,16.078432
120,87.0,28.0,822.5,18.0,50.0,16.470589,24.705883
121,87.0,77.0,972.5,17.0,50.0,23.529411,24.705883
122,87.0,77.0,972.5,17.0,50.0,23.529411,27.843138
123,87.0,76.0,1282.75,23.0,50.0,24.313726,27.843138
124,87.0,76.0,1282.75,23.0,50.0,24.313726,27.058823
125,88.0,63.0,1612.5,31.0,49.0,24.313726,27.058823
126,88.0,63.0,1612.5,31.0,49.0,23.921568,27.058823
127,88.0,63.0,1612.5,31.0,49.0,23.921568,23.921568
128,88.0,43.0,1770.25,35.0,49.0,22.352942,23.921568
129,88.0,43.0,1770.25,35.0,49.0,22.352942,22.352942
130,88.0,40.0,1829.5,39.0,49.0,21.568628,22.352942
131,88.0,40.0,1829.5,39.0,49.0,21.568628,20.784313
132,88.0,26.0,1835.75,38.0,49.0,21.568628,20.784313
133,88.0,26.0,1835.75,38.0,49.0,19.607843,20.784313
134,88.0,26.0,1835.75,38.0,49.0,19.607843,16.078432
135,87.0,24.0,1618.75,36.0,49.0,18.82353,16.078432
136,86.0,26.0,1297.5,31.0,50.0,18.82353,16.078432
137,86.0,36.0,935.0,21.0,50.0,18.82353,16.078432
