Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,76.0,101.0,0.0,0.0,46.0,17.647058,16.078432
1,76.0,35.0,1590.5,0.0,46.0,17.254902,16.078432
2,76.0,25.0,1590.5,0.0,46.0,17.254902,16.078432
3,76.0,25.0,987.5,0.0,47.0,17.254902,16.078432
4,76.0,24.0,958.5,0.0,48.0,17.254902,16.078432
5,75.0,42.0,808.5,0.0,49.0,19.215687,16.078432
6,74.0,42.0,808.5,0.0,49.0,19.215687,16.078432
7,74.0,42.0,807.0,0.0,50.0,19.215687,16.078432
8,75.0,43.0,824.0,0.0,50.0,19.215687,16.078432
9,75.0,43.0,832.0,0.0,50.0,19.215687,16.078432
10,76.0,43.0,832.0,0.0,50.0,19.215687,16.078432
11,76.0,48.0,717.75,0.0,50.0,18.82353,16.078432
12,76.0,46.0,746.75,0.0,50.0,19.215687,16.078432
13,76.0,46.0,782.75,0.0,50.0,19.215687,16.078432
14,77.0,46.0,782.75,0.0,50.0,19.215687,16.078432
15,77.0,47.0,790.5,0.0,50.0,19.215687,16.078432
16,77.0,45.0,834.25,0.0,50.0,19.215687,16.078432
17,77.0,45.0,834.25,0.0,50.0,19.607843,16.078432
18,78.0,45.0,835.0,0.0,50.0,19.607843,16.078432
19,78.0,46.0,853.75,0.0,50.0,19.607843,16.078432
20,78.0,40.0,873.25,3.0,49.0,19.607843,16.078432
21,78.0,40.0,873.25,3.0,49.0,18.82353,16.078432
22,79.0,52.0,653.0,3.0,50.0,19.215687,16.078432
23,79.0,50.0,696.0,0.0,50.0,19.215687,16.078432
24,80.0,66.0,827.25,4.0,50.0,19.215687,16.078432
25,80.0,66.0,827.25,4.0,50.0,21.17647,16.078432
26,80.0,66.0,827.25,4.0,50.0,21.17647,21.568628
27,80.0,41.0,1446.0,11.0,49.0,18.82353,21.568628
28,80.0,41.0,1446.0,11.0,49.0,18.82353,16.078432
29,80.0,52.0,764.0,10.0,49.0,20.784313,16.078432
30,80.0,52.0,764.0,10.0,49.0,20.784313,20.0
31,80.0,46.0,1025.0,10.0,49.0,20.784313,20.0
32,80.0,46.0,1025.0,14.0,49.0,20.0,20.0
33,80.0,46.0,1025.0,14.0,49.0,20.0,16.078432
34,81.0,35.0,1020.25,15.0,49.0,18.82353,16.078432
35,81.0,35.0,1020.25,15.0,49.0,18.82353,18.039215
36,81.0,35.0,962.5,15.0,49.0,18.82353,18.039215
37,81.0,35.0,962.5,15.0,49.0,18.82353,18.431372
38,81.0,37.0,962.5,15.0,49.0,18.82353,18.431372
39,81.0,37.0,931.25,13.0,49.0,18.82353,18.431372
40,81.0,37.0,931.25,13.0,49.0,18.82353,16.078432
41,82.0,41.0,800.0,12.0,50.0,18.82353,16.078432
42,82.0,38.0,893.75,7.0,50.0,18.82353,16.078432
43,83.0,38.0,893.75,7.0,50.0,18.82353,16.078432
44,83.0,38.0,897.5,3.0,50.0,18.82353,16.078432
45,83.0,37.0,907.75,0.0,50.0,18.82353,16.078432
46,83.0,37.0,911.5,0.0,50.0,18.82353,16.078432
47,84.0,37.0,911.5,0.0,50.0,18.82353,16.078432
48,84.0,36.0,894.5,0.0,50.0,18.82353,16.078432
49,84.0,36.0,875.75,0.0,50.0,18.431372,16.078432
50,85.0,48.0,684.25,0.0,50.0,18.431372,16.078432
51,85.0,44.0,760.75,4.0,50.0,18.82353,16.078432
52,85.0,40.0,825.0,4.0,50.0,18.82353,16.078432
53,86.0,39.0,823.25,4.0,50.0,18.82353,16.078432
54,86.0,47.0,741.25,3.0,50.0,18.82353,16.078432
55,86.0,44.0,712.5,3.0,50.0,18.82353,16.078432
56,86.0,44.0,712.5,3.0,50.0,18.82353,17.254902
57,86.0,74.0,1169.5,6.0,50.0,22.745098,17.254902
58,86.0,74.0,1169.5,6.0,50.0,22.745098,16.078432
59,87.0,74.0,1169.5,6.0,50.0,22.745098,16.078432
60,87.0,43.0,846.0,11.0,49.0,18.82353,16.078432
61,87.0,34.0,1035.75,15.0,49.0,18.82353,16.078432
62,87.0,34.0,1035.75,15.0,50.0,18.82353,16.078432
63,87.0,36.0,933.5,14.0,50.0,18.82353,16.078432
64,88.0,36.0,928.0,10.0,50.0,18.82353,16.078432
65,88.0,71.0,718.75,8.0,50.0,18.82353,16.078432
66,88.0,71.0,718.75,8.0,50.0,21.17647,16.078432
67,88.0,71.0,718.75,8.0,50.0,21.17647,20.784313
68,88.0,46.0,994.5,12.0,50.0,18.82353,20.784313
69,88.0,46.0,994.5,12.0,50.0,18.82353,16.078432
70,89.0,34.0,975.75,14.0,50.0,18.82353,16.078432
71,89.0,43.0,750.0,14.0,50.0,18.82353,16.078432
72,89.0,43.0,750.0,12.0,50.0,18.82353,16.078432
73,89.0,43.0,786.5,10.0,50.0,20.0,16.078432
74,89.0,43.0,786.5,10.0,50.0,20.0,19.607843
75,89.0,25.0,901.5,13.0,50.0,16.470589,19.607843
76,89.0,25.0,901.5,13.0,50.0,16.470589,18.039215
77,88.0,25.0,901.5,13.0,50.0,16.470589,18.039215
78,88.0,24.0,832.0,14.0,50.0,16.470589,18.039215
79,88.0,24.0,832.0,14.0,50.0,16.470589,17.254902
80,88.0,25.0,774.0,11.0,50.0,16.470589,17.254902
81,88.0,25.0,774.0,11.0,50.0,16.470589,16.078432
82,88.0,42.0,787.5,10.0,50.0,18.82353,16.078432
83,88.0,42.0,839.0,7.0,50.0,18.82353,16.078432
84,88.0,41.0,868.75,3.0,50.0,18.82353,16.078432
85,88.0,54.0,621.0,3.0,50.0,18.82353,16.078432
86,88.0,54.0,621.0,3.0,50.0,18.82353,19.607843
87,88.0,33.0,1085.75,7.0,50.0,18.82353,19.607843
88,88.0,33.0,1085.75,7.0,50.0,18.82353,16.078432
89,87.0,34.0,1042.75,8.0,50.0,18.82353,16.078432
90,87.0,35.0,995.25,8.0,50.0,18.82353,16.078432
91,87.0,47.0,1232.0,3.0,50.0,20.0,16.078432
92,87.0,65.0,935.0,6.0,50.0,20.0,16.078432
93,87.0,65.0,935.0,6.0,50.0,21.960785,16.078432
94,87.0,65.0,935.0,6.0,50.0,21.960785,22.352942
95,87.0,31.0,1491.25,11.0,50.0,18.82353,22.352942
96,87.0,31.0,1491.25,11.0,50.0,18.82353,23.921568
97,87.0,71.0,989.75,13.0,50.0,22.352942,23.921568
98,87.0,71.0,989.75,13.0,50.0,22.352942,20.392157
99,87.0,31.0,1210.75,17.0,50.0,22.352942,20.392157
100,87.0,31.0,1210.75,17.0,50.0,18.82353,20.392157
101,87.0,31.0,1210.75,17.0,50.0,18.82353,16.078432
102,87.0,21.0,1138.25,16.0,50.0,16.470589,16.078432
103,87.0,28.0,726.5,16.0,50.0,16.470589,16.078432
104,87.0,27.0,771.75,16.0,50.0,16.470589,16.078432
