Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,89.0,100.0,0.0,0.0,52.0,17.647058,16.078432
1,89.0,101.0,0.0,0.0,52.0,17.647058,16.078432
2,89.0,22.0,1807.75,0.0,51.0,18.039215,16.078432
3,90.0,22.0,1450.0,0.0,51.0,18.039215,16.078432
4,89.0,23.0,1268.75,0.0,51.0,17.647058,16.078432
5,88.0,23.0,1268.75,0.0,51.0,17.647058,16.078432
6,88.0,32.0,648.25,0.0,52.0,16.862745,16.078432
7,88.0,37.0,553.75,0.0,52.0,16.862745,16.078432
8,88.0,45.0,704.5,4.0,52.0,19.607843,16.078432
9,88.0,45.0,704.5,4.0,52.0,19.607843,23.921568
10,89.0,44.0,1482.75,8.0,52.0,21.17647,23.921568
11,89.0,44.0,1482.75,8.0,52.0,21.17647,16.078432
12,89.0,42.0,900.0,8.0,52.0,21.17647,16.078432
13,89.0,42.0,900.0,13.0,51.0,23.921568,16.078432
14,89.0,42.0,900.0,13.0,51.0,23.921568,27.450981
15,89.0,47.0,1552.25,19.0,51.0,21.568628,27.450981
16,89.0,47.0,1552.25,19.0,51.0,21.568628,16.078432
17,89.0,20.0,1266.25,24.0,50.0,16.862745,16.078432
18,89.0,20.0,1266.25,24.0,50.0,16.862745,23.529411
19,89.0,54.0,1275.0,24.0,50.0,21.960785,23.529411
20,89.0,41.0,1444.5,30.0,50.0,20.784313,23.529411
21,89.0,41.0,1444.5,30.0,50.0,20.784313,22.352942
22,89.0,35.0,1501.5,32.0,50.0,18.431372,22.352942
23,89.0,35.0,1501.5,32.0,50.0,18.431372,18.82353
24,89.0,22.0,1383.5,30.0,50.0,18.431372,18.82353
25,89.0,22.0,1383.5,30.0,50.0,18.431372,19.215687
26,88.0,20.0,1313.25,28.0,51.0,18.431372,19.215687
27,88.0,20.0,1313.25,28.0,51.0,17.254902,19.215687
