Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],Throttle Position [%],Accelerator Pedal Position [%]
0,28.0,101.0,0.0,0.0,27.0,17.647058,16.078432
1,28.0,87.0,611.5,0.0,26.0,19.607843,16.078432
2,28.0,23.0,1602.25,0.0,26.0,19.607843,16.078432
3,28.0,23.0,1553.75,0.0,26.0,19.215687,16.078432
4,28.0,24.0,1510.0,0.0,27.0,19.215687,16.078432
5,28.0,25.0,1456.25,0.0,27.0,19.215687,16.078432
6,29.0,25.0,1456.25,0.0,27.0,19.215687,16.078432
7,29.0,26.0,1422.5,0.0,27.0,19.607843,16.078432
8,30.0,27.0,1416.25,0.0,27.0,19.607843,16.078432
9,30.0,29.0,1431.25,0.0,28.0,20.0,16.078432
10,30.0,29.0,1445.25,0.0,28.0,20.0,16.078432
11,31.0,29.0,1452.25,0.0,28.0,20.0,16.078432
12,31.0,28.0,1450.75,0.0,28.0,20.0,16.078432
13,32.0,28.0,1450.75,0.0,28.0,20.0,16.078432
14,32.0,28.0,1437.5,0.0,28.0,19.607843,16.078432
15,33.0,27.0,1382.75,0.0,28.0,19.607843,16.078432
16,33.0,26.0,1336.5,0.0,28.0,19.215687,16.078432
17,34.0,27.0,1263.25,0.0,28.0,18.82353,16.078432
18,35.0,27.0,1209.25,0.0,28.0,18.82353,16.078432
19,35.0,26.0,1146.75,0.0,28.0,18.431372,16.078432
20,36.0,26.0,1069.5,0.0,28.0,18.039215,16.078432
21,36.0,26.0,996.0,0.0,28.0,18.039215,16.078432
22,36.0,28.0,960.75,0.0,28.0,18.039215,16.078432
23,37.0,29.0,967.75,0.0,28.0,18.431372,16.078432
24,37.0,30.0,970.25,0.0,28.0,18.431372,16.078432
25,38.0,30.0,984.25,0.0,28.0,18.431372,16.078432
26,38.0,29.0,991.25,0.0,28.0,18.431372,16.078432
27,38.0,29.0,966.25,0.0,28.0,18.431372,16.078432
28,39.0,30.0,955.25,0.0,28.0,18.431372,16.078432
29,40.0,30.0,962.5,0.0,28.0,18.431372,16.078432
30,40.0,31.0,960.0,0.0,28.0,18.431372,16.078432
31,40.0,30.0,960.0,0.0,29.0,18.431372,16.078432
32,41.0,29.0,972.5,0.0,29.0,18.039215,16.078432
33,41.0,30.0,956.25,0.0,29.0,18.039215,16.078432
34,41.0,29.0,960.75,0.0,29.0,18.039215,16.078432
35,41.0,28.0,950.0,0.0,29.0,18.039215,16.078432
36,42.0,28.0,950.0,0.0,29.0,18.039215,16.078432
37,42.0,29.0,931.25,0.0,29.0,18.039215,16.078432
38,42.0,28.0,950.75,0.0,29.0,18.039215,16.078432
39,43.0,28.0,939.0,0.0,29.0,17.647058,16.078432
40,43.0,28.0,939.75,0.0,29.0,17.647058,16.078432
41,43.0,29.0,925.75,0.0,29.0,17.647058,16.078432
42,44.0,29.0,932.75,0.0,29.0,17.647058,16.078432
43,44.0,28.0,938.25,0.0,29.0,17.647058,16.078432
44,44.0,28.0,914.75,0.0,29.0,17.647058,16.078432
45,45.0,27.0,922.5,0.0,29.0,17.647058,16.078432
46,45.0,29.0,916.25,0.0,29.0,17.647058,16.078432
47,45.0,28.0,904.5,0.0,29.0,17.647058,16.078432
48,45.0,28.0,906.25,0.0,29.0,17.647058,16.078432
49,46.0,28.0,915.5,0.0,29.0,17.254902,16.078432
50,46.0,28.0,914.75,0.0,29.0,17.254902,16.078432
51,46.0,38.0,899.0,0.0,30.0,19.215687,16.078432
52,46.0,36.0,925.75,0.0,30.0,19.215687,16.078432
53,47.0,36.0,925.75,0.0,30.0,19.215687,16.078432
54,47.0,36.0,914.75,0.0,30.0,18.82353,16.078432
55,47.0,35.0,894.5,0.0,30.0,18.82353,16.078432
56,48.0,36.0,886.5,0.0,30.0,18.82353,16.078432
57,48.0,35.0,883.5,0.0,30.0,18.82353,16.078432
58,48.0,36.0,875.0,0.0,30.0,18.82353,16.078432
59,48.0,36.0,878.0,0.0,30.0,18.82353,16.078432
60,49.0,36.0,878.0,0.0,30.0,18.82353,16.078432
61,49.0,37.0,882.75,0.0,30.0,18.82353,16.078432
62,49.0,37.0,877.25,0.0,30.0,18.82353,16.078432
63,50.0,36.0,882.0,0.0,30.0,18.82353,16.078432
64,50.0,36.0,896.75,0.0,30.0,18.82353,16.078432
65,50.0,35.0,885.0,0.0,30.0,18.82353,16.078432
66,50.0,35.0,885.0,0.0,30.0,18.431372,16.078432
67,51.0,35.0,874.0,0.0,30.0,18.431372,16.078432
68,51.0,35.0,875.0,0.0,30.0,18.431372,16.078432
69,51.0,34.0,874.0,0.0,30.0,18.431372,16.078432
70,51.0,34.0,855.25,0.0,30.0,18.431372,16.078432
71,51.0,34.0,864.0,0.0,30.0,18.431372,16.078432
72,52.0,35.0,867.0,0.0,30.0,18.431372,16.078432
73,52.0,35.0,845.25,0.0,30.0,18.431372,16.078432
74,53.0,34.0,856.25,0.0,30.0,18.431372,16.078432
75,53.0,35.0,856.25,0.0,30.0,18.431372,16.078432
76,53.0,35.0,860.75,0.0,30.0,18.431372,16.078432
77,53.0,35.0,845.25,0.0,30.0,18.431372,16.078432
78,53.0,34.0,853.0,0.0,30.0,18.431372,16.078432
79,53.0,34.0,860.0,0.0,30.0,18.431372,16.078432
80,54.0,34.0,849.0,0.0,30.0,18.431372,16.078432
81,54.0,35.0,855.25,0.0,31.0,18.431372,16.078432
82,55.0,35.0,853.75,0.0,31.0,18.431372,16.078432
83,55.0,34.0,852.25,0.0,31.0,18.431372,16.078432
84,55.0,34.0,855.25,0.0,31.0,18.431372,16.078432
85,55.0,35.0,850.75,0.0,31.0,18.431372,16.078432
86,55.0,34.0,860.75,0.0,31.0,18.039215,16.078432
87,56.0,27.0,875.0,0.0,31.0,18.039215,16.078432
88,56.0,27.0,875.0,0.0,31.0,16.862745,16.078432
89,56.0,27.0,852.25,0.0,31.0,16.862745,16.078432
90,56.0,25.0,823.25,0.0,31.0,16.862745,16.078432
91,56.0,39.0,835.0,0.0,31.0,16.862745,16.078432
92,56.0,39.0,835.0,0.0,31.0,18.82353,16.078432
93,56.0,36.0,889.0,0.0,31.0,18.82353,16.078432
94,57.0,36.0,889.0,0.0,31.0,18.431372,16.078432
95,57.0,34.0,896.0,0.0,31.0,18.431372,16.078432
96,57.0,34.0,875.0,0.0,31.0,18.431372,16.078432
97,58.0,34.0,852.25,0.0,31.0,18.431372,16.078432
98,58.0,35.0,852.25,0.0,31.0,18.431372,16.078432
99,58.0,35.0,855.25,0.0,31.0,18.431372,16.078432
100,58.0,35.0,833.5,0.0,31.0,18.431372,16.078432
101,58.0,36.0,849.0,0.0,31.0,18.431372,16.078432
102,59.0,34.0,855.25,0.0,31.0,18.431372,16.078432
103,59.0,35.0,842.0,0.0,31.0,18.431372,16.078432
104,59.0,25.0,842.0,0.0,31.0,16.862745,16.078432
105,60.0,26.0,836.5,0.0,31.0,16.862745,16.078432
106,60.0,25.0,800.0,0.0,31.0,16.470589,16.078432
107,60.0,37.0,846.0,0.0,32.0,18.82353,16.078432
108,60.0,37.0,880.25,0.0,32.0,18.82353,16.078432
109,60.0,35.0,892.0,0.0,32.0,18.431372,16.078432
110,60.0,34.0,872.5,0.0,32.0,18.431372,16.078432
111,61.0,35.0,871.75,0.0,32.0,18.431372,16.078432
112,61.0,36.0,860.0,0.0,32.0,18.431372,16.078432
113,61.0,34.0,837.5,0.0,32.0,18.431372,16.078432
114,61.0,34.0,850.0,0.0,32.0,18.431372,16.078432
115,61.0,35.0,844.5,0.0,32.0,18.431372,16.078432
116,62.0,36.0,835.75,0.0,32.0,18.431372,16.078432
117,62.0,36.0,841.25,0.0,32.0,18.431372,16.078432
118,62.0,35.0,854.5,0.0,32.0,18.431372,16.078432
119,63.0,35.0,851.5,0.0,32.0,18.431372,16.078432
120,63.0,26.0,851.5,0.0,32.0,18.431372,16.078432
121,63.0,26.0,827.25,0.0,32.0,16.862745,16.078432
122,63.0,25.0,822.5,0.0,33.0,16.470589,16.078432
123,63.0,25.0,786.5,0.0,33.0,16.470589,16.078432
124,63.0,25.0,738.25,0.0,33.0,16.470589,16.078432
125,63.0,26.0,730.25,0.0,33.0,16.470589,16.078432
126,63.0,27.0,735.0,0.0,33.0,16.470589,16.078432
127,64.0,27.0,735.0,0.0,33.0,16.470589,16.078432
128,64.0,27.0,733.5,0.0,33.0,16.470589,16.078432
129,64.0,27.0,748.25,0.0,33.0,16.470589,16.078432
