Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C]
0.0,80.0,,700.0,0.0,41.0,1.95,18.0,
8.009999872010667,81.0,,700.0,0.0,41.0,5.73,21.0,
16.020999936037697,82.0,,1535.0,0.0,40.0,4.07,19.0,
2645.1590000640135,86.0,,1175.0,42.0,35.0,5.57,20.0,
2650.5929999360233,86.0,,1195.0,42.0,35.0,5.6,20.0,
2657.168999936024,86.0,,1170.0,40.0,35.0,5.53,20.0,
2662.601999872015,85.0,,1101.0,40.0,35.0,5.68,20.0,
2669.175000064017,85.0,,1310.0,41.0,34.0,6.18,20.0,
2674.6080000000075,85.0,,1443.0,41.0,34.0,7.53,21.0,
2681.1830000640475,86.0,,1239.0,40.0,34.0,5.53,20.0,
2686.616999935999,86.0,,1162.0,39.0,34.0,5.89,20.0,
2693.188999936043,86.0,,1169.0,39.0,34.0,6.6,21.0,
2698.628999936045,86.0,,1515.0,41.0,33.0,12.23,22.0,
2705.2000000000116,86.0,,1154.0,38.0,34.0,5.57,20.0,
2710.639000064053,86.0,,1123.0,19.0,33.0,5.45,20.0,
2717.2109998080414,86.0,,2209.0,38.0,33.0,25.43,28.0,
2722.6499998720246,86.0,,2065.0,49.0,33.0,20.35,26.0,
2729.22199987201,86.0,,2178.0,51.0,33.0,19.46,25.0,
2734.6589998080162,86.0,,1613.0,50.0,33.0,12.42,22.0,
2741.2470000640023,86.0,,1515.0,51.0,33.0,10.01,21.0,
2746.6699998720433,86.0,,1735.0,55.0,33.0,14.46,23.0,
2756.4310000640107,87.0,,1777.0,58.0,33.0,14.25,23.0,
2761.844000000041,87.0,,1694.0,59.0,33.0,11.26,22.0,
2771.496000000043,86.0,,1543.0,55.0,33.0,6.67,20.0,
2776.9069998080377,86.0,,1780.0,58.0,33.0,14.71,23.0,
2785.602999808034,86.0,,2144.0,57.0,31.0,26.54,29.0,
2791.012999936007,86.0,,2159.0,53.0,31.0,25.78,29.0,
2801.5219998719986,87.0,,2067.0,51.0,31.0,24.6,29.0,
2806.9299998720526,88.0,,1917.0,50.0,31.0,22.9,28.0,
2813.52899993601,88.0,,1983.0,51.0,30.0,20.76,26.0,
2818.938999808044,88.0,,2057.0,50.0,31.0,24.26,29.0,
2829.4280000000144,88.0,,1371.0,55.0,32.0,5.68,20.0,
2834.65399987204,88.0,,1504.0,51.0,33.0,5.59,20.0,
2843.68299980805,88.0,,1303.0,42.0,33.0,5.73,20.0,
2848.909999872034,88.0,,1517.0,42.0,32.0,11.2,22.0,
2859.6699998720433,88.0,,1778.0,45.0,31.0,16.95,25.0,
2864.8939998720307,88.0,,1775.0,48.0,31.0,16.85,24.0,
2871.680999936012,88.0,,1763.0,50.0,31.0,15.84,24.0,
2876.901999872003,88.0,,1730.0,48.0,31.0,15.29,24.0,
2887.4310000640107,88.0,,1632.0,48.0,31.0,13.06,23.0,
2892.244000000006,88.0,,1481.0,47.0,32.0,8.7,21.0,
2903.1240000000107,88.0,,1295.0,47.0,32.0,5.68,20.0,
2918.600999936054,88.0,,1372.0,49.0,33.0,5.89,20.0,
2923.409999872034,88.0,,1369.0,50.0,33.0,5.64,20.0,
2930.612999936042,87.0,,1339.0,49.0,33.0,5.67,20.0,
2935.4209999360028,86.0,,1373.0,47.0,33.0,7.01,21.0,
2945.9699998720316,86.0,,1229.0,39.0,33.0,5.65,20.0,
2950.7729999360163,86.0,,1732.0,48.0,31.0,16.42,24.0,
2960.5459998720326,86.0,,1585.0,50.0,31.0,12.64,22.0,
2971.9289999360335,86.0,,1494.0,48.0,32.0,11.35,22.0,
2983.807000064,86.0,,1475.0,48.0,32.0,10.29,21.0,
2994.9209999360028,87.0,,1403.0,48.0,32.0,7.89,21.0,
3006.7609999360284,87.0,,1298.0,43.0,33.0,8.71,21.0,
3017.844000000041,87.0,,1047.0,35.0,32.0,13.9,22.0,
3028.856999936048,86.0,,1665.0,39.0,32.0,9.93,22.0,
3039.932999936049,86.0,,1604.0,41.0,32.0,8.78,21.0,
3051.6470000640256,87.0,,1728.0,44.0,32.0,7.07,21.0,
3062.935000064026,87.0,,1493.0,47.0,32.0,8.48,21.0,
3074.7259998720256,88.0,,1078.0,38.0,33.0,5.59,20.0,
3085.3409999360447,88.0,,1738.0,50.0,31.0,14.65,23.0,
3096.935000064026,88.0,,1307.0,48.0,33.0,5.6,20.0,
3108.792999936035,88.0,,1375.0,50.0,33.0,5.68,20.0,
3119.920000000042,87.0,,1272.0,28.0,33.0,5.6,20.0,
3131.730999808002,86.0,,1994.0,35.0,33.0,19,25.0,
3142.871000064013,86.0,,1484.0,44.0,33.0,7.64,22.0,
3153.912000000011,86.0,,1490.0,54.0,33.0,8.7,21.0,
3161.9569999360247,86.0,,1439.0,55.0,33.0,5.67,20.0,
3173.932999936049,86.0,,1478.0,58.0,33.0,5.54,20.0,
3185.923999999999,86.0,,1611.0,64.0,33.0,5.57,20.0,
3196.2899998720386,85.0,,1646.0,64.0,33.0,5.7,20.0,
3207.8419998720055,85.0,,1603.0,56.0,33.0,5.54,20.0,
3219.7119999999995,85.0,,1936.0,56.0,31.0,19.15,26.0,
3227.7240000000456,86.0,,1643.0,57.0,32.0,9.59,21.0,
3238.9419998720405,86.0,,1525.0,58.0,33.0,5.65,20.0,
3250.879000064044,85.0,,1947.0,56.0,31.0,18.07,25.0,
3284.4289999360335,86.0,,1960.0,51.0,30.0,17.92,25.0,
3295.5979998719995,88.0,,1958.0,65.0,30.0,16.78,24.0,
3303.6099998720456,88.0,,1775.0,63.0,31.0,7.03,21.0,
3314.820000000007,88.0,,1773.0,59.0,31.0,10.48,22.0,
3326.791000064055,88.0,,1763.0,58.0,31.0,12.76,22.0,
3337.872999936051,87.0,,1723.0,59.0,31.0,10.2,22.0,
3345.884999936039,87.0,,1785.0,59.0,30.0,13.14,23.0,
3356.9209999360028,87.0,,1831.0,62.0,30.0,13.9,23.0,
3368.780000000028,86.0,,1791.0,66.0,31.0,9.57,21.0,
3376.791000064055,86.0,,1885.0,62.0,30.0,15.68,24.0,
3387.9160000000265,86.0,,1911.0,65.0,30.0,14.6,24.0,
3399.805999872042,86.0,,1809.0,65.0,30.0,5.7,20.0,
3407.8179998720298,86.0,,1439.0,47.0,31.0,5.51,20.0,
3418.8659998720395,86.0,,1064.0,33.0,31.0,5.62,20.0,
3429.949999872013,86.0,,2023.0,54.0,30.0,22.65,28.0,
3437.961999872001,86.0,,1998.0,70.0,30.0,16.34,24.0,
3449.9209999360028,86.0,,1902.0,70.0,30.0,8.75,21.0,
3460.972000000009,86.0,,1794.0,67.0,31.0,5.59,20.0,
3472.921999872022,85.0,,1736.0,66.0,31.0,13.89,22.0,
3484.9000000000233,85.0,,1158.0,38.0,31.0,5.59,20.0,
3496.8539998720516,85.0,,2050.0,40.0,29.0,26.34,31.0,
3505.703000064008,86.0,,1631.0,55.0,30.0,11.87,22.0,
3516.844000000041,86.0,,1875.0,59.0,30.0,16.34,24.0,
3527.9129999360302,86.0,,1953.0,59.0,30.0,18.78,25.0,
3539.919000064023,86.0,,1848.0,59.0,30.0,14.87,24.0,
3550.9709998080507,87.0,,1793.0,60.0,30.0,13.48,23.0,
3562.4920000000275,87.0,,1891.0,60.0,29.0,15.68,24.0,
3586.4280000000144,87.0,,1911.0,60.0,30.0,15.35,24.0,
3597.897999872046,87.0,,1797.0,58.0,30.0,14.42,23.0,
3609.8649999360205,87.0,,1877.0,63.0,30.0,15.01,24.0,
3620.1840000000084,87.0,,2004.0,67.0,29.0,17.76,25.0,
3631.921999872022,88.0,,1754.0,66.0,30.0,12.21,22.0,
3642.9640000000363,88.0,,1691.0,65.0,30.0,12.01,22.0,
3650.9769999360433,87.0,,1659.0,65.0,30.0,9,21.0,
3679.4310000640107,86.0,,1743.0,71.0,29.0,18.09,26.0,
3690.920000000042,86.0,,1100.0,16.0,30.0,5.76,20.0,
3702.780999936047,86.0,,1506.0,37.0,30.0,7.76,21.0,
3712.848999936017,86.0,,2273.0,58.0,30.0,19.67,25.0,
3736.4299998720526,87.0,,1930.0,63.0,30.0,17.5,25.0,
3747.936000000045,88.0,,1749.0,65.0,30.0,7.98,21.0,
3759.9209999360028,87.0,,1657.0,63.0,31.0,5.68,20.0,
3770.343000064022,86.0,,1810.0,66.0,30.0,12.12,22.0,
3780.96099993604,86.0,,1755.0,67.0,30.0,9.15,21.0,
3792.3640000000014,86.0,,1774.0,67.0,30.0,10.35,21.0,
3803.6269998080097,86.0,,1729.0,63.0,31.0,7.18,20.0,
3814.896999936027,85.0,,1833.0,62.0,30.0,13.09,23.0,
3826.4390000640415,85.0,,1848.0,62.0,30.0,14.46,23.0,
3850.4310000640107,86.0,,1624.0,57.0,30.0,5.64,20.0,
3862.3499998720363,86.0,,1516.0,24.0,31.0,6.4,20.0,
3873.9129999360302,86.0,,1171.0,14.0,31.0,5.54,20.0,
3885.8280000000377,86.0,,1193.0,15.0,32.0,5.57,20.0,
3893.8400000000256,86.0,,900.0,3.0,33.0,5.65,20.0,
3901.8539998720516,87.0,,990.0,0.0,33.0,4.57,20.0,
3909.8659998720395,87.0,,770.0,0.0,34.0,4.87,20.0,
3920.9309998080134,88.0,,793.0,0.0,35.0,3.98,19.0,
3932.908999936015,88.0,,734.0,0.0,36.0,4.18,19.0,
3943.2489999360405,88.0,,676.0,0.0,36.0,2.29,18.0,
4628.008000000031,86.0,,758.0,0.0,47.0,3.45,19.0,
4639.456000000006,86.0,,646.0,0.0,47.0,2.79,19.0,
4650.695000064035,87.0,,642.0,0.0,47.0,2.82,19.0,
4661.868000000017,88.0,,639.0,0.0,46.0,2.79,19.0,
