Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C]
0.0,83.0,35.0,741.0,0.0,52.0,,12.0,
8.006000128,84.0,50.0,1503.0,9.0,52.0,,14.0,
16.014000128,85.0,24.0,899.0,19.0,52.0,,15.0,
24.023000064,87.0,85.0,936.0,27.0,52.0,,16.0,
32.028999936000005,89.0,67.0,1773.0,35.0,52.0,,12.0,
40.039000064,91.0,36.0,1549.0,43.0,51.0,,17.0,
48.048,92.0,45.0,1224.0,20.0,51.0,,13.0,
56.054000128000006,91.0,50.0,839.0,0.0,52.0,,14.0,
64.06200012800001,85.0,36.0,1672.0,20.0,51.0,,25.0,
72.06899993600001,84.0,66.0,2018.0,40.0,51.0,,17.0,
80.07600000000001,87.0,36.0,1762.0,47.0,51.0,,36.0,
88.084,89.0,57.0,843.0,54.0,51.0,,17.0,
96.09299993600001,90.0,36.0,882.0,56.0,51.0,,13.0,
104.10000000000001,90.0,40.0,862.0,27.0,52.0,,13.0,
112.107000064,89.0,46.0,836.0,0.0,52.0,,13.0,
120.11399987200001,87.0,49.0,919.0,0.0,52.0,,14.0,
128.121999872,86.0,49.0,904.0,0.0,52.0,,14.0,
136.128999936,86.0,85.0,1029.0,13.0,53.0,,14.0,
144.136,87.0,36.0,2079.0,35.0,52.0,,14.0,
152.144,88.0,53.0,1415.0,43.0,52.0,,14.0,
160.15200000000002,89.0,37.0,939.0,42.0,53.0,,13.0,
168.172999936,89.0,39.0,816.0,21.0,53.0,,13.0,
176.180999936,89.0,38.0,855.0,5.0,53.0,,13.0,
184.190000128,88.0,46.0,882.0,0.0,54.0,,13.0,
192.19800012800002,88.0,47.0,839.0,0.0,54.0,,13.0,
200.204999936,88.0,47.0,860.0,0.0,54.0,,13.0,
208.21200000000002,88.0,48.0,799.0,0.0,54.0,,13.0,
216.22099993600003,88.0,47.0,829.0,0.0,55.0,,13.0,
224.228,88.0,48.0,840.0,0.0,55.0,,13.0,
232.23600000000002,87.0,34.0,1473.0,29.0,55.0,,18.0,
240.24300006400003,86.0,33.0,1647.0,35.0,55.0,,20.0,
248.24999987200002,87.0,98.0,1432.0,44.0,55.0,,31.0,
256.257999872,88.0,79.0,1023.0,56.0,55.0,,31.0,
264.264,89.0,55.0,1919.0,57.0,55.0,,15.0,
272.271000064,88.0,98.0,1565.0,47.0,55.0,,13.0,
280.27800012800003,88.0,66.0,1647.0,64.0,55.0,,17.0,
288.283000064,89.0,27.0,844.0,41.0,55.0,,13.0,
296.292999936,89.0,31.0,1036.0,21.0,56.0,,24.0,
304.297999872,89.0,100.0,1338.0,46.0,55.0,,78.0,
312.30400000000003,88.0,80.0,1994.0,64.0,54.0,,78.0,
320.31299993600004,87.0,15.0,2013.0,67.0,54.0,,20.0,
328.32,86.0,98.0,1996.0,53.0,56.0,,13.0,
336.328999936,86.0,46.0,1546.0,49.0,56.0,,13.0,
344.336,87.0,36.0,1687.0,57.0,55.0,,35.0,
352.343000064,89.0,35.0,848.0,38.0,55.0,,13.0,
360.35200000000003,89.0,45.0,860.0,0.0,56.0,,13.0,
368.36,89.0,53.0,848.0,3.0,56.0,,13.0,
376.367000064,88.0,36.0,2267.0,38.0,55.0,,15.0,
384.37400012800003,86.0,32.0,1664.0,50.0,55.0,,14.0,
392.380999936,85.0,20.0,1880.0,49.0,56.0,,12.0,
400.387000064,85.0,35.0,1820.0,50.0,57.0,,12.0,
408.39800012800004,86.0,36.0,838.0,43.0,57.0,,13.0,
416.404999936,87.0,39.0,869.0,7.0,57.0,,13.0,
424.412999936,88.0,46.0,896.0,0.0,57.0,,13.0,
432.42200012800004,90.0,46.0,855.0,0.0,57.0,,13.0,
440.428999936,90.0,46.0,831.0,0.0,57.0,,13.0,
448.433999872,90.0,47.0,879.0,0.0,57.0,,13.0,
456.440999936,89.0,45.0,849.0,0.0,57.0,,13.0,
464.44800000000004,88.0,45.0,887.0,0.0,57.0,,13.0,
472.456,87.0,46.0,845.0,0.0,57.0,,13.0,
480.46200012800006,87.0,42.0,946.0,9.0,57.0,,14.0,
488.46899993600005,87.0,98.0,1574.0,26.0,57.0,,13.0,
496.476999936,88.0,99.0,1345.0,47.0,57.0,,28.0,
504.481999872,88.0,52.0,1842.0,50.0,57.0,,37.0,
512.489999872,88.0,34.0,1331.0,26.0,57.0,,17.0,
520.497999872,89.0,98.0,922.0,30.0,57.0,,28.0,
528.5059998720001,88.0,38.0,1330.0,41.0,57.0,,16.0,
536.513999872,88.0,37.0,1530.0,42.0,58.0,,13.0,
544.5209999360001,88.0,34.0,863.0,29.0,58.0,,13.0,
552.5299998720001,88.0,35.0,896.0,19.0,58.0,,28.0,
560.5360000000001,88.0,48.0,906.0,0.0,58.0,,13.0,
