Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C]
0.0,80.0,49.0,1009.0,0.0,59.0,4.49,25.0,
8.016,80.0,52.0,1003.0,0.0,59.0,4.51,25.0,
16.024,80.0,51.0,995.0,0.0,59.0,4.48,25.0,
24.032999936000003,80.0,51.0,1004.0,0.0,60.0,4.51,25.0,
32.052999936,80.0,49.0,1005.0,0.0,60.0,4.49,25.0,
40.080999936000005,81.0,50.0,1019.0,0.0,60.0,4.56,25.0,
48.104999936000006,81.0,49.0,1002.0,0.0,61.0,4.57,25.0,
56.109999872,81.0,50.0,1001.0,0.0,61.0,4.45,25.0,
64.121999872,81.0,52.0,1004.0,0.0,61.0,4.52,25.0,
72.13600000000001,81.0,52.0,1010.0,0.0,62.0,4.6,25.0,
80.15099980800001,81.0,49.0,1008.0,0.0,62.0,4.71,26.0,
88.17900006400001,81.0,50.0,1005.0,0.0,62.0,4.67,26.0,
96.213999872,81.0,51.0,1004.0,0.0,63.0,4.74,26.0,
104.224,81.0,53.0,998.0,0.0,63.0,4.72,26.0,
112.249999872,81.0,92.0,999.0,0.0,63.0,4.72,26.0,
120.27799987200001,81.0,47.0,1589.0,0.0,64.0,7.86,22.0,
128.301999872,81.0,33.0,2955.0,0.0,65.0,11.43,32.0,
136.318999808,82.0,50.0,1050.0,0.0,65.0,5.04,26.0,
11043.472999936,77.0,46.0,1005.0,0.0,42.0,4.16,24.0,
11051.484,79.0,51.0,1004.0,8.0,43.0,5.49,27.0,
11059.492999936001,79.0,58.0,1069.0,4.0,43.0,4.63,25.0,
11067.496999936,79.0,47.0,1034.0,0.0,44.0,4.61,25.0,
11075.499000064001,79.0,47.0,1013.0,0.0,44.0,4.28,24.0,
11083.517999872001,79.0,47.0,1010.0,0.0,45.0,4.07,24.0,
11091.536999936001,79.0,46.0,1004.0,0.0,45.0,4.07,24.0,
11099.550999808002,79.0,47.0,1005.0,0.0,46.0,4.11,24.0,
11107.556,79.0,45.0,1015.0,0.0,47.0,4.09,24.0,
11115.564999936001,79.0,47.0,1013.0,0.0,47.0,4.1,24.0,
11123.568999936,79.0,46.0,1000.0,0.0,48.0,4.2,24.0,
11131.588000000002,79.0,46.0,1012.0,0.0,48.0,4.14,24.0,
11139.596000000001,79.0,46.0,1005.0,0.0,49.0,4.13,24.0,
11147.601999872,79.0,45.0,1002.0,0.0,49.0,4.17,24.0,
11155.624999936,79.0,46.0,999.0,0.0,50.0,4.11,24.0,
11163.646999808001,79.0,45.0,1000.0,0.0,50.0,4.14,24.0,
11171.66,79.0,45.0,1002.0,0.0,51.0,4.29,25.0,
11179.68,79.0,45.0,1002.0,0.0,51.0,4.29,24.0,
11187.700999936,79.0,45.0,989.0,0.0,51.0,4.18,24.0,
11195.712000000001,79.0,47.0,1012.0,0.0,52.0,4.21,24.0,
11203.715000064001,79.0,47.0,1004.0,0.0,52.0,4.26,24.0,
11211.734999808,79.0,45.0,1004.0,0.0,52.0,4.25,24.0,
11219.761999872,79.0,46.0,1010.0,0.0,53.0,4.18,24.0,
11227.768999936001,79.0,78.0,1003.0,9.0,53.0,4.18,24.0,
11235.785999872001,79.0,47.0,1139.0,4.0,53.0,4.25,25.0,
11243.792000000001,79.0,46.0,1124.0,0.0,53.0,4.33,24.0,
11251.801999872001,79.0,47.0,1001.0,0.0,53.0,4.14,24.0,
11259.816,79.0,47.0,999.0,0.0,53.0,4.18,24.0,
11267.836999936,78.0,47.0,1005.0,0.0,53.0,4.24,24.0,
11275.844999936,78.0,46.0,1003.0,0.0,54.0,4.12,24.0,
11283.868,78.0,47.0,1007.0,0.0,54.0,4.09,24.0,
11291.888999936,78.0,47.0,1006.0,0.0,54.0,4.15,24.0,
11299.897999872,78.0,48.0,1015.0,0.0,55.0,4.19,24.0,
11307.918999808,78.0,45.0,1015.0,0.0,55.0,4.18,24.0,
11315.925999872,78.0,47.0,1010.0,0.0,55.0,4.17,24.0,
11323.931000064,78.0,46.0,998.0,0.0,55.0,4.17,24.0,
11331.952000000001,78.0,47.0,1009.0,0.0,56.0,4.15,24.0,
11339.976,78.0,46.0,995.0,0.0,56.0,4.14,24.0,
11347.996000000001,78.0,45.0,1007.0,0.0,56.0,4.13,24.0,
11355.998999808,78.0,46.0,1012.0,0.0,56.0,4.14,24.0,
11364.006999808,79.0,47.0,1005.0,0.0,56.0,4.08,24.0,
11372.016000000001,79.0,46.0,995.0,0.0,57.0,4.05,24.0,
11380.021999872,79.0,46.0,1007.0,0.0,57.0,4.15,24.0,
11388.028999936001,79.0,45.0,1003.0,0.0,57.0,4.15,24.0,
11396.037999872,78.0,65.0,1024.0,6.0,57.0,4.23,24.0,
11404.043000064,78.0,41.0,1072.0,5.0,57.0,5.02,26.0,
11412.057999872,78.0,46.0,1012.0,0.0,58.0,4.94,26.0,
11420.065999872,79.0,47.0,1014.0,0.0,58.0,4.14,24.0,
11428.070999808,79.0,50.0,1014.0,0.0,58.0,4.17,24.0,
11436.081999872,79.0,46.0,1017.0,0.0,58.0,4.16,24.0,
11444.086999808002,79.0,47.0,1015.0,0.0,59.0,4.51,25.0,
11452.092999936001,79.0,47.0,1007.0,0.0,59.0,4.09,24.0,
11460.099000064001,79.0,47.0,994.0,0.0,59.0,4.17,24.0,
11468.104000000001,79.0,45.0,1014.0,0.0,59.0,4.15,24.0,
11476.117999872,79.0,37.0,994.0,9.0,59.0,7.51,30.0,
11484.124999936,79.0,49.0,1162.0,0.0,59.0,4.04,24.0,
11492.140000000001,79.0,46.0,1016.0,0.0,59.0,4.1,24.0,
11500.149999872001,79.0,45.0,1004.0,0.0,59.0,4.23,24.0,
11508.176000000001,79.0,46.0,1011.0,0.0,60.0,4.39,25.0,
11516.182999808001,79.0,60.0,1064.0,5.0,60.0,7.29,30.0,
11524.684000000001,79.0,79.0,1370.0,19.0,61.0,8.27,30.0,
11532.699000064,79.0,63.0,1302.0,25.0,60.0,5.22,26.0,
11540.747000064,79.0,56.0,1109.0,19.0,59.0,4.62,26.0,
11548.749999872001,79.0,32.0,1274.0,28.0,58.0,4.37,25.0,
11556.755000064,79.0,38.0,1293.0,23.0,57.0,4.29,25.0,
11564.779000064002,79.0,40.0,1165.0,16.0,56.0,4.43,25.0,
11572.797999872,79.0,39.0,1171.0,8.0,56.0,3.98,24.0,
11580.845999872,79.0,54.0,1507.0,28.0,55.0,9.83,33.0,
11591.822999808,78.0,26.0,2208.0,25.0,54.0,7.09,29.0,
11599.838999808,78.0,78.0,2264.0,33.0,54.0,7.45,27.0,
11607.862999808001,79.0,41.0,1950.0,40.0,52.0,11.37,32.0,
11615.872000000001,80.0,58.0,1487.0,36.0,51.0,8.48,30.0,
11623.880999936,80.0,53.0,1500.0,39.0,50.0,6.91,29.0,
11631.902999808,80.0,29.0,1347.0,42.0,50.0,3.45,23.0,
11639.948,80.0,64.0,1253.0,39.0,50.0,3.22,22.0,
11647.964,80.0,54.0,1429.0,48.0,48.0,8.07,30.0,
11655.982999808,80.0,47.0,1630.0,51.0,47.0,7.46,29.0,
11664.001999872,80.0,48.0,1682.0,51.0,47.0,7.72,29.0,
11672.024000000001,80.0,30.0,1497.0,37.0,47.0,3.71,23.0,
11680.038999808,80.0,33.0,1081.0,8.0,47.0,3.04,22.0,
11688.052000000001,81.0,43.0,970.0,15.0,46.0,3.6,23.0,
11696.072,80.0,31.0,1863.0,25.0,46.0,4.72,25.0,
11704.081999872,81.0,32.0,1166.0,11.0,46.0,2.96,22.0,
11712.112999936,81.0,35.0,1077.0,9.0,46.0,2.99,22.0,
11720.139000064,82.0,35.0,1105.0,8.0,46.0,3.08,22.0,
11728.161999872002,83.0,37.0,1046.0,4.0,46.0,3.5,23.0,
11736.164,83.0,57.0,1082.0,5.0,45.0,3.55,23.0,
11744.192000000001,84.0,48.0,1412.0,21.0,45.0,5.36,26.0,
11754.292000000001,85.0,54.0,2205.0,34.0,44.0,5.07,25.0,
11764.781999872,86.0,28.0,1835.0,40.0,43.0,4.74,24.0,
11772.872000000001,87.0,28.0,1071.0,28.0,44.0,2.99,22.0,
11784.694999808,86.0,89.0,1329.0,27.0,42.0,3.24,23.0,
11796.518999808,86.0,43.0,1903.0,33.0,41.0,10.48,31.0,
11805.272999936,87.0,53.0,1781.0,42.0,40.0,4.25,24.0,
11816.5,87.0,42.0,2405.0,48.0,40.0,7.04,29.0,
11826.536999936001,87.0,77.0,1520.0,35.0,39.0,3.6,23.0,
11837.582999808,87.0,30.0,2503.0,49.0,38.0,9.67,30.0,
11849.462999808,88.0,27.0,1668.0,46.0,39.0,4.84,25.0,
11860.689999872,87.0,67.0,1008.0,32.0,39.0,3.46,23.0,
11872.472000000002,87.0,34.0,1081.0,22.0,39.0,2.99,22.0,
11883.560000000001,87.0,32.0,1091.0,13.0,39.0,2.9,22.0,
11894.622999808002,88.0,32.0,1108.0,18.0,39.0,2.98,22.0,
