Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C]
0.0,49.0,60.0,1025.0,0.0,37.0,,20.0,
8.083000063998043,51.0,66.0,1001.0,0.0,37.0,,21.0,
16.15099980800005,52.0,71.0,1017.0,0.0,37.0,,21.0,
24.212999936004053,54.0,68.0,1020.0,0.0,37.0,,20.0,
32.293999871995766,55.0,63.0,1148.0,0.0,37.0,,22.0,
40.3609999360051,57.0,63.0,1024.0,0.0,37.0,,23.0,
56.483000064006774,59.0,55.0,1467.0,32.0,37.0,,87.0,
64.5579998720059,62.0,75.0,1782.0,36.0,37.0,,87.0,
72.60999987200194,63.0,78.0,1719.0,39.0,36.0,,15.0,
80.69499980799446,65.0,80.0,1578.0,43.0,37.0,,32.0,
88.78099993600335,66.0,33.0,1302.0,29.0,36.0,,15.0,
96.8240000000078,67.0,31.0,1127.0,35.0,37.0,,22.0,
104.84799999999814,68.0,34.0,1291.0,33.0,37.0,,20.0,
112.88800000000629,69.0,99.0,959.0,19.0,38.0,,16.0,
120.97299993599881,70.0,89.0,1748.0,29.0,37.0,,42.0,
129.0579998720059,72.0,64.0,1734.0,38.0,36.0,,29.0,
137.14299980799842,73.0,25.0,1802.0,27.0,36.0,,16.0,
145.21499980799854,74.0,80.0,1265.0,20.0,37.0,,28.0,
153.29499980800028,76.0,73.0,1925.0,31.0,36.0,,28.0,
161.3769999359938,77.0,28.0,1621.0,25.0,36.0,,15.0,
169.46499993599718,78.0,38.0,946.0,17.0,36.0,,16.0,
177.55199999999604,78.0,48.0,867.0,10.0,36.0,,15.0,
185.63099980799598,79.0,51.0,896.0,0.0,36.0,,18.0,
193.71500006399583,79.0,56.0,906.0,0.0,36.0,,20.0,
201.77999999999884,79.0,63.0,1429.0,8.0,37.0,,17.0,
209.86299980799959,79.0,46.0,1312.0,11.0,37.0,,17.0,
217.91299993600114,80.0,51.0,900.0,0.0,37.0,,18.0,
226.00899993600615,80.0,53.0,899.0,0.0,37.0,,17.0,
234.09399987199868,80.0,61.0,1307.0,21.0,37.0,,26.0,
242.18299980800657,79.0,44.0,1777.0,32.0,36.0,,17.0,
250.2649999360001,79.0,47.0,1625.0,30.0,36.0,,16.0,
258.33900006400654,80.0,25.0,1599.0,30.0,36.0,,21.0,
266.4019998720032,81.0,45.0,894.0,13.0,37.0,,17.0,
274.4899998720066,81.0,79.0,1297.0,19.0,37.0,,27.0,
282.5749998079991,81.0,22.0,1703.0,21.0,36.0,,22.0,
290.64499993600475,82.0,46.0,1079.0,7.0,37.0,,15.0,
298.7320000000036,82.0,36.0,894.0,8.0,37.0,,17.0,
306.81200000000536,82.0,54.0,915.0,0.0,37.0,,17.0,
314.8999999999942,83.0,58.0,893.0,0.0,37.0,,18.0,
322.98399999999674,84.0,41.0,879.0,0.0,37.0,,16.0,
331.0679999999993,84.0,40.0,848.0,0.0,37.0,,15.0,
339.14499993600475,84.0,50.0,904.0,0.0,37.0,,17.0,
347.2289999360073,84.0,55.0,902.0,0.0,37.0,,17.0,
355.28099993600335,84.0,83.0,1014.0,16.0,38.0,,25.0,
363.3609999360051,85.0,29.0,1700.0,29.0,37.0,,23.0,
371.4309998079989,85.0,45.0,1297.0,4.0,37.0,,17.0,
379.52099993599404,85.0,48.0,904.0,0.0,38.0,,17.0,
387.6019998720003,86.0,53.0,901.0,0.0,38.0,,17.0,
395.6869998080074,86.0,63.0,911.0,0.0,38.0,,17.0,
403.7729999360017,87.0,40.0,849.0,0.0,38.0,,15.0,
411.85599999999977,87.0,45.0,832.0,0.0,38.0,,15.0,
419.94700006399944,87.0,50.0,896.0,0.0,38.0,,17.0,
428.03899980800634,87.0,61.0,899.0,0.0,38.0,,17.0,
436.04499993599893,88.0,52.0,911.0,0.0,38.0,,18.0,
444.0510000640061,87.0,88.0,2042.0,24.0,39.0,,28.0,
452.05499980799505,88.0,83.0,1595.0,38.0,39.0,,28.0,
460.0599999999977,88.0,55.0,2037.0,41.0,39.0,,22.0,
468.064999936003,88.0,80.0,2216.0,48.0,39.0,,28.0,
476.0699998719938,88.0,75.0,2502.0,52.0,39.0,,31.0,
484.0739998719946,88.0,66.0,1808.0,51.0,39.0,,29.0,
492.0779998719954,88.0,86.0,1656.0,49.0,39.0,,29.0,
500.08300006399804,88.0,67.0,1765.0,53.0,39.0,,24.0,
508.0880000000034,87.0,30.0,1771.0,50.0,39.0,,16.0,
516.0929999359942,86.0,27.0,1651.0,40.0,39.0,,17.0,
524.096000000005,85.0,20.0,2125.0,43.0,40.0,,15.0,
532.1009999359958,85.0,67.0,2195.0,45.0,40.0,,27.0,
540.1099998720019,85.0,22.0,2220.0,37.0,39.0,,14.0,
548.1139998720028,85.0,68.0,1529.0,34.0,40.0,,27.0,
556.1230000640062,85.0,28.0,1624.0,23.0,39.0,,15.0,
564.1269998079952,86.0,64.0,1435.0,37.0,39.0,,28.0,
572.1339998720068,85.0,21.0,2176.0,48.0,39.0,,28.0,
580.1399999999994,86.0,41.0,1785.0,50.0,39.0,,31.0,
588.1440000000002,86.0,49.0,923.0,17.0,39.0,,17.0,
596.1499998719955,86.0,35.0,1292.0,27.0,39.0,,17.0,
604.1560000000027,86.0,51.0,994.0,16.0,40.0,,16.0,
612.161999871998,86.0,67.0,1192.0,25.0,40.0,,24.0,
620.1669998080033,85.0,27.0,1605.0,24.0,39.0,,16.0,
628.1710000640014,86.0,32.0,1623.0,16.0,39.0,,16.0,
636.1749998080049,87.0,67.0,854.0,21.0,40.0,,27.0,
644.1809999359975,88.0,81.0,1377.0,27.0,40.0,,30.0,
652.1859998720029,88.0,71.0,1657.0,39.0,39.0,,29.0,
664.1889999359992,89.0,41.0,2164.0,22.0,39.0,,14.0,
672.192999936,88.0,22.0,1860.0,34.0,39.0,,26.0,
680.1979998720053,89.0,50.0,1600.0,15.0,39.0,,17.0,
688.2030000640079,88.0,53.0,2056.0,26.0,39.0,,28.0,
696.5109998080006,89.0,30.0,2031.0,17.0,39.0,,15.0,
704.5160000000033,90.0,22.0,1709.0,21.0,39.0,,24.0,
713.320999935997,90.0,50.0,2169.0,26.0,40.0,,26.0,
722.2209999360057,91.0,42.0,1098.0,4.0,39.0,,16.0,
730.4219998720073,91.0,79.0,1782.0,23.0,40.0,,27.0,
738.4279999999999,92.0,61.0,1831.0,31.0,39.0,,24.0,
