Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C]
0.0,90.0,46.0,1989.0,28.0,49.0,,15.0,
8.044999936000004,92.0,93.0,1156.0,29.0,49.0,,17.0,
16.088,94.0,90.0,1662.0,40.0,49.0,,24.0,
32.16300006400001,92.0,89.0,1792.0,36.0,50.0,,66.0,
40.17400012800001,91.0,25.0,1998.0,37.0,50.0,,16.0,
92.368,91.0,36.0,1209.0,26.0,54.0,,28.0,
100.376,90.0,34.0,1877.0,41.0,54.0,,7.0,
104.38,90.0,25.0,1992.0,37.0,54.0,,4.0,
108.387000064,90.0,26.0,1751.0,35.0,55.0,,4.0,
116.400999936,89.0,38.0,1140.0,24.0,55.0,,8.0,
152.633999872,91.0,56.0,1696.0,20.0,56.0,,29.0,
160.64000000000001,92.0,25.0,1830.0,37.0,57.0,,13.0,
164.644999936,93.0,39.0,1859.0,38.0,57.0,,3.0,
168.660999936,93.0,25.0,1837.0,36.0,57.0,,8.0,
188.840999936,92.0,94.0,1777.0,35.0,57.0,,58.0,
192.864999936,91.0,73.0,2287.0,50.0,56.0,,31.0,
196.915000064,90.0,91.0,2564.0,52.0,56.0,,30.0,
200.947000064,91.0,54.0,1905.0,53.0,55.0,,29.0,
212.99000012800002,90.0,59.0,2328.0,34.0,56.0,,44.0,
241.08999987200002,93.0,95.0,1685.0,18.0,57.0,,22.0,
249.096,93.0,65.0,2036.0,32.0,57.0,,34.0,
337.47000012800004,92.0,75.0,1785.0,22.0,59.0,,10.0,
349.528,93.0,31.0,2177.0,48.0,58.0,,29.0,
357.539000064,94.0,86.0,2041.0,58.0,57.0,,37.0,
361.544999936,93.0,80.0,2030.0,54.0,56.0,,22.0,
365.556999936,93.0,79.0,1877.0,51.0,56.0,,32.0,
369.671000064,93.0,57.0,1737.0,44.0,56.0,,14.0,
377.73799987200005,92.0,34.0,1478.0,34.0,56.0,,1.0,
445.96000000000004,90.0,93.0,1388.0,12.0,60.0,,55.0,
450.05400012800004,90.0,68.0,1156.0,20.0,60.0,,15.0,
518.6150000640001,92.0,45.0,1097.0,8.0,61.0,,6.0,
538.7409999360001,93.0,40.0,1057.0,7.0,62.0,,5.0,
546.7470000640001,92.0,50.0,1010.0,7.0,63.0,,3.0,
578.9009999360001,93.0,43.0,819.0,13.0,63.0,,3.0,
582.905999872,93.0,79.0,992.0,11.0,64.0,,12.0,
603.0670000640001,92.0,57.0,1339.0,10.0,64.0,,15.0,
619.0929999360001,93.0,68.0,736.0,9.0,65.0,,20.0,
