Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C]
0.0,79.0,29.0,871.0,0.0,51.0,,17.0,
12.014000128000001,80.0,30.0,879.0,0.0,51.0,,17.0,
12910.193999872,44.0,31.0,1067.0,0.0,33.0,,17.0,
12922.199000064002,45.0,34.0,1162.0,0.0,33.0,,17.0,
12934.209999872,46.0,33.0,1081.0,0.0,33.0,,17.0,
13048.663000064002,63.0,77.0,867.0,0.0,33.0,,17.0,
13060.668000000001,64.0,20.0,1861.0,0.0,33.0,,17.0,
13073.873999872001,64.0,39.0,1425.0,0.0,33.0,,24.0,
13097.889999872,66.0,43.0,2261.0,0.0,33.0,,17.0,
13109.894000128,67.0,87.0,895.0,0.0,33.0,,36.0,
13125.790000128001,68.0,22.0,1941.0,0.0,33.0,,17.0,
13165.064999936001,72.0,42.0,1128.0,0.0,33.0,,21.0,
13195.134000128,70.0,21.0,1425.0,0.0,34.0,,17.0,
13208.023000064,69.0,39.0,1383.0,0.0,35.0,,17.0,
13224.071000064001,70.0,47.0,1146.0,0.0,34.0,,44.0,
13239.958000128001,70.0,25.0,2390.0,0.0,34.0,,17.0,
13254.084999936002,70.0,31.0,2025.0,0.0,35.0,,29.0,
19738.272,67.0,41.0,842.0,0.0,36.0,,17.0,
19949.027000064,72.0,27.0,1295.0,0.0,36.0,,63.0,
19964.694000128,72.0,32.0,1816.0,0.0,36.0,,25.0,
19980.211000064002,73.0,63.0,959.0,0.0,36.0,,28.0,
19995.225999872,73.0,77.0,660.0,0.0,37.0,,17.0,
20035.679000064003,74.0,46.0,1023.0,0.0,37.0,,17.0,
20048.715000064,73.0,33.0,1302.0,0.0,37.0,,20.0,
20061.889999872,73.0,33.0,1885.0,0.0,37.0,,17.0,
101402.712999936,48.0,99.0,1386.0,0.0,28.0,,17.0,
101414.718000128,51.0,88.0,2319.0,0.0,28.0,,17.0,
101442.16600012801,55.0,43.0,1008.0,0.0,29.0,,17.0,
101454.96099993601,56.0,44.0,947.0,0.0,29.0,,17.0,
101498.996999936,59.0,47.0,949.0,0.0,30.0,,17.0,
101538.980999936,63.0,44.0,887.0,0.0,31.0,,17.0,
101551.92700006401,63.0,61.0,819.0,0.0,31.0,,28.0,
101635.57799987201,69.0,20.0,2136.0,66.0,33.0,,17.0,
101727.038000128,73.0,58.0,1692.0,78.0,32.0,,26.0,
101803.214000128,73.0,44.0,1067.0,0.0,34.0,,17.0,
