Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C]
0.0,54.0,25.0,880.0,0.0,42.0,,13.0,
8.012999936,55.0,25.0,867.0,0.0,42.0,,13.0,
16.037999872,56.0,25.0,866.0,0.0,42.0,,13.0,
24.052999936000003,57.0,24.0,855.0,0.0,42.0,,13.0,
32.066999808,57.0,24.0,846.0,0.0,42.0,,13.0,
40.084999936,57.0,24.0,848.0,0.0,42.0,,13.0,
48.098999808,58.0,24.0,847.0,0.0,42.0,,13.0,
1035837.778999808,83.0,31.0,834.0,0.0,37.0,,13.0,
1035845.8,83.0,33.0,734.0,0.0,37.0,,14.0,
1035853.824999936,83.0,30.0,749.0,0.0,38.0,,13.0,
1035861.849999872,83.0,67.0,760.0,7.0,37.0,,13.0,
1035869.868999936,83.0,44.0,1321.0,31.0,35.0,,23.0,
1035877.894999808,83.0,44.0,1795.0,40.0,36.0,,16.0,
1035885.9280000001,83.0,25.0,1999.0,42.0,36.0,,18.0,
1035893.9549998081,83.0,20.0,2075.0,43.0,36.0,,17.0,
1035901.9849999361,83.0,36.0,1972.0,40.0,36.0,,17.0,
1035910.0000000001,83.0,44.0,1982.0,43.0,36.0,,20.0,
1035918.0059998721,83.0,21.0,2146.0,41.0,36.0,,15.0,
1035926.0289999361,83.0,22.0,1190.0,23.0,38.0,,14.0,
1035934.0619998721,83.0,64.0,1270.0,31.0,36.0,,20.0,
1035942.0819998721,84.0,53.0,1669.0,35.0,36.0,,21.0,
1035950.1379998721,84.0,21.0,1581.0,25.0,36.0,,17.0,
1035974.1549998081,84.0,27.0,838.0,12.0,39.0,,13.0,
1035982.16,83.0,29.0,846.0,18.0,39.0,,13.0,
1035990.165999872,83.0,39.0,822.0,8.0,39.0,,13.0,
1035998.172999936,83.0,35.0,945.0,15.0,39.0,,17.0,
1036006.179999744,83.0,42.0,922.0,10.0,39.0,,15.0,
1036014.1869998081,83.0,35.0,1125.0,0.0,39.0,,14.0,
1036022.198999808,84.0,31.0,738.0,0.0,39.0,,13.0,
1036030.209999872,84.0,51.0,700.0,7.0,39.0,,17.0,
1036038.217999872,84.0,72.0,2164.0,15.0,39.0,,16.0,
1036046.2320000001,84.0,58.0,1602.0,22.0,37.0,,20.0,
1036070.292999936,85.0,30.0,1797.0,25.0,37.0,,20.0,
1036078.3069998081,85.0,24.0,1605.0,11.0,39.0,,16.0,
1036086.318999808,85.0,25.0,741.0,0.0,39.0,,13.0,
1039314.4979998721,51.0,30.0,935.0,0.0,42.0,,14.0,
1039326.5289999361,53.0,27.0,886.0,15.0,42.0,,14.0,
1039332.387999744,54.0,28.0,854.0,22.0,42.0,,13.0,
1039344.393999872,54.0,28.0,893.0,25.0,42.0,,14.0,
1039358.557999872,55.0,28.0,870.0,12.0,42.0,,14.0,
1039366.570999808,56.0,29.0,866.0,0.0,41.0,,14.0,
1039374.595999744,57.0,30.0,852.0,0.0,41.0,,13.0,
1039382.616999936,57.0,71.0,1326.0,12.0,39.0,,16.0,
1039390.628999936,59.0,62.0,1360.0,20.0,37.0,,21.0,
1039398.659999744,60.0,47.0,1692.0,25.0,36.0,,21.0,
1039406.6809999361,63.0,27.0,1981.0,27.0,36.0,,19.0,
1039414.7019998721,64.0,22.0,2019.0,27.0,37.0,,17.0,
1039422.7139998721,66.0,29.0,2174.0,25.0,37.0,,18.0,
1039434.722999808,67.0,40.0,1596.0,26.0,36.0,,22.0,
1039442.7379998721,68.0,24.0,1922.0,22.0,37.0,,15.0,
1039450.7520000001,69.0,63.0,972.0,8.0,39.0,,15.0,
1039474.792999936,72.0,29.0,759.0,3.0,39.0,,14.0,
1039482.805999872,72.0,60.0,752.0,3.0,39.0,,13.0,
1039490.8389998081,72.0,31.0,929.0,12.0,39.0,,14.0,
1039498.8789998081,73.0,44.0,1182.0,25.0,37.0,,18.0,
1039506.9219998721,74.0,27.0,2167.0,30.0,37.0,,18.0,
