Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Intake Air Temperature [C],MAF [g/s],Throttle Position [%],Ambient Air Temperature [C]
68,83,72,1595.0,33.0,33,15.36,33.30,28.0
69,83,71,2745.0,43.0,33,7.87,26.30,28.0
70,83,60,2226.0,52.0,33,29.30,36.50,28.0
71,84,47,2601.0,55.0,33,22.75,34.10,28.0
72,84,17,2731.0,54.0,33,21.54,33.70,28.0
73,84,24,2556.0,48.0,34,6.83,25.50,28.0
74,84,23,2411.0,46.0,34,8.98,26.70,28.0
75,84,39,2268.0,48.0,34,9.08,29.00,28.0
76,83,40,2437.0,53.0,33,18.34,32.50,28.0
77,83,26,2655.0,53.0,33,9.04,27.50,28.0
78,83,49,1786.0,56.0,33,23.56,34.90,28.0
79,84,30,1829.0,,34,5.10,22.40,28.0
80,84,33,781.0,4.0,34,3.99,20.40,28.0
81,84,31,798.0,0.0,34,4.54,20.80,28.0
82,84,31,792.0,0.0,35,4.14,20.40,28.0
83,84,32,816.0,0.0,35,3.85,20.00,28.0
84,84,34,799.0,0.0,35,4.16,20.40,28.0
85,84,34,800.0,0.0,35,4.15,20.40,28.0
86,84,31,793.0,0.0,35,4.26,20.40,28.0
87,84,34,809.0,0.0,35,4.14,20.40,28.0
88,84,45,786.0,2.0,35,4.62,21.20,28.0
89,84,85,1297.0,25.0,34,17.56,34.90,28.0
90,83,78,2562.0,41.0,33,7.21,25.50,28.0
91,83,76,2222.0,50.0,33,33.37,37.30,28.0
92,84,63,1726.0,56.0,33,23.28,34.90,28.0
93,84,52,1913.0,60.0,33,20.26,33.30,28.0
94,84,38,2017.0,61.0,33,18.00,32.50,28.0
95,84,39,2042.0,,33,13.50,30.60,28.0
96,84,37,2021.0,61.0,33,13.05,30.60,28.0
97,84,39,2038.0,61.0,33,13.04,30.60,28.0
98,83,28,2016.0,59.0,33,10.44,29.00,28.0
99,83,19,1932.0,54.0,34,7.13,25.90,28.0
100,83,19,1744.0,46.0,34,4.73,22.40,28.0
101,83,30,1414.0,33.0,34,3.58,19.20,
102,83,34,793.0,7.0,34,4.13,20.40,28.0
103,83,33,788.0,0.0,35,4.44,20.80,28.0
104,83,32,806.0,0.0,35,4.04,20.40,28.0
105,83,31,795.0,0.0,35,4.00,20.80,28.0
106,83,36,775.0,0.0,35,4.61,20.80,28.0
107,83,33,802.0,0.0,35,4.61,20.80,28.0
108,83,35,800.0,0.0,35,4.35,20.80,28.0
109,83,32,770.0,0.0,35,4.51,20.80,28.0
110,83,52,784.0,4.0,35,4.59,20.80,28.0
111,83,75,1512.0,22.0,34,23.04,35.30,28.0
112,83,20,2271.0,35.0,33,32.26,37.30,28.0
113,83,55,1802.0,43.0,33,20.30,33.30,28.0
114,83,30,2227.0,47.0,33,21.43,33.70,28.0
115,83,35,2254.0,41.0,33,6.10,24.30,28.0
116,83,78,1951.0,37.0,33,5.17,22.70,28.0
117,83,69,1937.0,46.0,33,28.56,36.90,28.0
118,83,56,2410.0,55.0,33,27.71,35.70,28.0
119,83,46,2746.0,59.0,33,22.77,33.70,28.0
120,83,19,2895.0,57.0,33,7.79,26.70,28.0
121,83,39,1535.0,56.0,33,14.43,31.40,28.0
122,84,44,1547.0,57.0,33,10.70,29.00,28.0
123,84,50,1562.0,59.0,33,13.52,31.00,28.0
124,84,47,1623.0,61.0,33,14.27,31.00,28.0
125,84,37,1690.0,62.0,33,12.61,30.20,28.0
126,83,20,1694.0,61.0,33,10.48,29.00,28.0
127,83,21,1638.0,52.0,33,4.20,21.60,28.0
128,83,20,1324.0,41.0,33,3.56,20.40,28.0
129,83,65,1100.0,40.0,34,3.54,18.80,28.0
130,82,20,1132.0,43.0,33,16.28,33.70,28.0
131,82,89,1499.0,49.0,33,25.58,40.40,28.0
132,83,82,1682.0,52.0,32,27.29,37.60,28.0
133,83,49,1732.0,51.0,32,23.58,34.90,28.0
134,83,56,1353.0,35.0,33,3.41,20.40,28.0
135,83,51,1193.0,35.0,33,20.12,52.90,28.0
136,83,73,1850.0,44.0,32,28.04,37.30,28.0
137,83,81,2228.0,51.0,32,30.29,36.90,28.0
138,83,20,2642.0,54.0,32,36.56,38.00,28.0
139,83,31,881.0,50.0,33,4.35,21.20,28.0
140,83,70,797.0,51.0,33,4.09,20.00,28.0
141,83,30,1420.0,20.0,33,3.45,20.80,28.0
142,84,32,784.0,0.0,34,4.10,20.40,28.0
143,84,30,823.0,0.0,34,3.86,19.60,28.0
144,84,33,816.0,0.0,34,3.90,20.00,28.0
145,84,31,786.0,0.0,34,4.11,20.00,28.0
146,84,33,803.0,0.0,34,3.92,20.00,28.0
147,83,32,797.0,0.0,34,4.01,20.00,28.0
148,83,32,795.0,0.0,34,3.91,20.00,28.0
149,83,31,806.0,0.0,34,3.90,20.00,28.0
150,83,30,791.0,0.0,34,3.96,20.00,28.0
151,83,33,780.0,0.0,34,3.89,20.00,28.0
152,83,57,809.0,6.0,34,3.95,20.00,28.0
153,83,84,2431.0,32.0,33,7.35,25.50,28.0
154,83,71,2366.0,44.0,32,6.71,24.30,28.0
155,83,63,2293.0,52.0,32,27.37,35.70,28.0
156,84,49,1826.0,53.0,33,6.47,28.20,28.0
157,84,50,1775.0,54.0,32,14.88,31.40,28.0
158,84,50,1815.0,54.0,32,15.67,31.80,28.0
159,84,35,1780.0,51.0,33,15.52,31.40,28.0
160,84,47,1682.0,53.0,33,10.83,30.20,28.0
161,84,32,1790.0,56.0,32,14.92,31.40,28.0
162,84,20,1890.0,55.0,33,6.68,23.50,28.0
163,83,27,1870.0,58.0,33,9.28,27.80,28.0
164,83,28,1921.0,56.0,33,5.32,23.10,28.0
165,83,33,1892.0,58.0,33,10.44,29.00,28.0
166,83,26,1925.0,58.0,33,11.57,29.80,28.0
167,82,20,1934.0,57.0,33,5.07,23.50,28.0
168,82,20,1854.0,52.0,33,4.99,23.10,28.0
169,82,39,1699.0,50.0,33,9.52,28.20,28.0
170,82,57,1659.0,49.0,32,12.00,29.80,28.0
171,82,55,1650.0,52.0,32,17.33,32.20,28.0
172,82,20,1730.0,48.0,32,9.38,27.10,28.0
173,82,21,1546.0,37.0,33,4.10,21.20,28.0
174,82,30,1100.0,17.0,33,3.40,18.80,28.0
175,82,35,793.0,1.0,34,4.06,20.40,28.0
176,83,33,802.0,0.0,34,4.39,20.80,28.0
177,83,30,823.0,0.0,34,3.80,19.60,28.0
178,83,31,805.0,0.0,34,3.85,20.00,28.0
179,83,31,790.0,0.0,34,3.96,20.00,28.0
180,83,56,804.0,4.0,34,3.94,20.00,28.0
181,83,57,1202.0,18.0,33,16.54,32.50,28.0
182,83,62,1698.0,30.0,32,16.76,32.50,28.0
183,82,70,2384.0,36.0,32,7.08,24.70,28.0
184,82,62,1865.0,42.0,32,17.41,32.50,28.0
185,83,21,2151.0,48.0,32,28.45,36.10,28.0
186,83,71,1605.0,51.0,32,13.95,31.00,28.0
187,84,20,1714.0,48.0,32,14.44,31.00,28.0
188,84,44,1395.0,36.0,33,3.29,20.80,28.0
189,84,79,1251.0,44.0,32,19.50,35.70,28.0
190,84,68,1511.0,51.0,32,21.09,34.50,28.0
191,84,65,1718.0,54.0,32,20.28,33.70,28.0
192,84,71,1842.0,55.0,32,23.25,34.50,28.0
193,84,66,1847.0,56.0,32,23.76,34.90,28.0
194,84,66,1911.0,61.0,32,22.75,34.50,28.0
195,84,62,2077.0,66.0,,24.70,34.90,28.0
196,84,18,2216.0,66.0,32,19.40,32.90,28.0
197,84,47,1810.0,66.0,32,15.03,31.40,28.0
198,84,41,1812.0,67.0,32,15.05,31.40,28.0
199,84,41,1829.0,67.0,32,12.95,30.60,28.0
200,84,41,1848.0,69.0,32,12.87,30.60,28.0
201,83,22,1905.0,69.0,32,11.56,29.80,28.0
202,83,30,1859.0,66.0,32,9.34,27.80,28.0
203,83,41,1780.0,61.0,32,9.03,27.50,28.0
204,83,57,1649.0,60.0,32,15.16,31.80,28.0
205,83,30,1617.0,61.0,32,3.57,21.60,28.0
206,83,20,1698.0,62.0,32,9.10,27.80,28.0
207,83,21,1605.0,49.0,33,4.29,21.60,28.0
208,82,21,1327.0,42.0,33,3.70,20.40,28.0
209,82,48,1155.0,43.0,33,3.71,19.60,28.0
210,82,20,1205.0,35.0,33,10.58,29.00,28.0
211,82,37,848.0,16.0,33,3.57,19.60,28.0
212,82,36,807.0,20.0,33,4.78,23.10,28.0
213,82,23,1142.0,23.0,33,5.80,25.90,28.0
214,82,33,1100.0,0.0,33,3.47,18.40,28.0
215,82,57,777.0,6.0,33,4.67,20.80,28.0
216,83,31,1470.0,1.0,33,10.21,26.70,28.0
217,83,53,758.0,6.0,33,4.30,20.80,28.0
218,83,47,1336.0,14.0,33,16.83,32.50,28.0
219,83,64,1441.0,31.0,32,20.70,34.50,28.0
220,83,79,2186.0,38.0,32,6.06,23.50,28.0
221,83,72,2009.0,48.0,32,28.53,36.50,28.0
222,83,50,2511.0,52.0,32,32.86,36.90,28.0
223,83,50,1748.0,53.0,32,15.66,31.80,28.0
224,83,53,1780.0,53.0,32,16.17,31.80,28.0
225,84,23,1772.0,53.0,32,17.70,34.10,28.0
226,84,52,1462.0,47.0,32,17.93,33.30,28.0
227,84,60,1331.0,53.0,32,20.24,36.10,28.0
228,84,52,1521.0,61.0,32,17.85,32.50,28.0
229,84,50,1720.0,66.0,32,15.51,31.80,28.0
230,84,47,1806.0,65.0,32,15.80,31.80,28.0
231,84,47,1756.0,62.0,32,14.57,31.00,28.0
232,84,58,1695.0,63.0,32,17.36,32.50,28.0
233,83,48,1734.0,64.0,32,14.70,31.40,28.0
234,83,46,1751.0,64.0,32,14.81,31.00,28.0
235,83,41,1772.0,65.0,32,13.57,30.60,28.0
236,83,19,1776.0,56.0,32,4.54,21.60,28.0
237,83,27,1230.0,16.0,33,3.53,19.20,28.0
238,83,66,794.0,20.0,33,3.33,19.20,28.0
239,83,72,1187.0,33.0,32,16.04,32.50,28.0
240,83,71,1826.0,46.0,32,23.92,34.90,28.0
241,83,56,1704.0,55.0,32,11.73,30.20,28.0
242,83,41,1926.0,63.0,32,17.80,32.50,28.0
243,83,33,2137.0,64.0,32,14.43,31.00,28.0
244,83,20,2136.0,60.0,32,8.95,27.10,28.0
245,83,19,1949.0,47.0,32,5.25,23.10,28.0
246,83,28,1394.0,26.0,33,3.39,20.40,28.0
247,83,32,757.0,2.0,33,4.23,20.40,28.0
248,83,31,793.0,0.0,33,4.22,20.00,28.0
249,83,30,800.0,0.0,33,4.13,20.40,28.0
250,83,33,806.0,0.0,33,4.11,20.00,28.0
251,83,31,789.0,0.0,33,4.21,20.00,28.0
252,84,31,812.0,0.0,34,4.11,20.00,28.0
253,84,31,810.0,0.0,34,4.10,20.40,28.0
254,84,32,802.0,0.0,34,4.21,20.00,28.0
255,84,33,809.0,0.0,34,3.80,20.00,28.0
256,84,31,806.0,0.0,34,3.99,20.00,28.0
257,84,32,816.0,0.0,34,4.24,20.00,28.0
258,84,51,796.0,2.0,34,3.96,20.00,28.0
259,84,32,1065.0,11.0,33,9.78,28.60,28.0
260,84,21,1260.0,11.0,33,10.06,28.20,28.0
261,85,34,815.0,2.0,33,3.50,19.60,28.0
262,85,37,776.0,,33,4.39,20.80,28.0
263,85,36,841.0,11.0,33,6.18,26.30,28.0
264,86,32,1469.0,6.0,33,3.15,20.00,28.0
265,86,32,776.0,0.0,34,4.27,20.40,28.0
266,86,34,803.0,0.0,34,4.05,20.40,28.0
267,87,32,805.0,0.0,34,4.17,20.40,28.0
268,87,33,812.0,,34,4.19,20.40,28.0
269,88,34,794.0,0.0,34,4.11,20.40,28.0
270,88,32,796.0,0.0,34,4.06,20.40,28.0
271,88,31,792.0,0.0,34,3.72,20.00,28.0
272,89,31,809.0,0.0,34,3.93,20.00,28.0
273,89,32,803.0,0.0,34,3.91,20.00,28.0
274,89,31,794.0,0.0,34,4.05,20.40,28.0
275,90,31,791.0,0.0,34,4.03,20.00,28.0
276,90,33,794.0,0.0,34,4.03,20.40,28.0
277,90,32,799.0,0.0,34,3.86,20.00,28.0
278,91,30,795.0,0.0,34,4.23,20.00,28.0
279,91,32,802.0,0.0,34,3.87,20.00,28.0
280,91,32,783.0,0.0,34,4.04,20.00,28.0
281,92,36,813.0,0.0,34,4.00,20.40,28.0
282,92,49,717.0,14.0,33,6.02,25.10,28.0
283,92,19,1508.0,15.0,33,9.76,25.50,28.0
284,93,32,1168.0,13.0,,3.78,18.80,28.0
285,93,32,795.0,1.0,34,3.64,19.60,28.0
286,93,32,802.0,0.0,34,3.93,20.40,28.0
287,94,30,808.0,0.0,34,3.97,20.00,28.0
288,94,31,801.0,0.0,35,3.83,20.00,28.0
289,94,33,796.0,0.0,35,4.00,20.00,28.0
290,94,33,791.0,0.0,35,3.76,20.00,28.0
291,94,30,793.0,0.0,35,4.20,20.40,28.0
292,94,33,793.0,0.0,35,3.85,20.00,28.0
293,95,30,791.0,0.0,35,4.02,20.40,28.0
294,95,33,810.0,0.0,35,4.02,20.00,28.0
295,95,31,799.0,0.0,35,3.86,20.00,28.0
296,95,32,788.0,0.0,35,3.88,20.00,28.0
297,96,31,802.0,0.0,35,3.95,20.00,28.0
298,96,31,803.0,0.0,35,3.85,20.00,28.0
299,96,33,804.0,0.0,35,4.08,20.00,28.0
300,97,31,816.0,0.0,35,4.00,20.00,28.0
301,97,31,799.0,0.0,35,4.03,20.00,28.0
302,97,31,797.0,0.0,35,4.05,20.00,28.0
303,97,34,810.0,0.0,35,4.14,20.00,28.0
304,98,55,813.0,5.0,35,4.41,20.80,28.0
305,98,24,1446.0,18.0,34,13.06,31.00,28.0
306,98,19,1793.0,16.0,33,11.66,29.80,28.0
307,98,68,1441.0,32.0,33,17.36,33.30,28.0
308,99,72,2100.0,40.0,33,6.13,23.50,28.0
309,99,61,2113.0,51.0,33,26.56,35.70,28.0
310,99,36,2038.0,51.0,33,5.86,23.90,28.0
311,98,21,1291.0,32.0,33,3.50,20.40,28.0
312,97,37,1017.0,17.0,34,2.65,18.40,28.0
313,97,32,753.0,2.0,35,4.56,21.20,28.0
314,96,35,1117.0,19.0,34,15.91,32.20,28.0
315,95,59,1781.0,22.0,34,4.85,22.40,28.0
316,94,24,2300.0,,33,28.73,36.10,28.0
317,92,63,1868.0,42.0,33,12.41,32.20,28.0
318,91,49,2097.0,44.0,33,22.97,34.10,28.0
319,91,58,2166.0,46.0,33,18.73,32.50,28.0
320,90,55,2281.0,49.0,33,23.04,34.10,28.0
321,90,23,2486.0,52.0,33,24.52,34.50,28.0
322,89,63,1742.0,54.0,33,19.48,33.70,28.0
323,89,50,1777.0,52.0,33,15.21,31.40,28.0
324,89,50,1708.0,49.0,33,14.49,31.40,28.0
325,89,51,1657.0,51.0,33,20.71,34.10,28.0
326,89,18,1699.0,50.0,33,15.66,31.80,28.0
327,89,21,1652.0,39.0,34,9.10,27.80,28.0
328,89,67,1348.0,48.0,34,19.18,34.10,28.0
329,89,35,1700.0,53.0,34,17.50,32.50,28.0
330,89,21,,50.0,34,3.30,20.40,28.0
331,88,21,1299.0,42.0,34,3.77,20.40,28.0
332,88,29,1086.0,30.0,35,3.69,19.20,28.0
333,88,29,789.0,8.0,35,3.88,20.00,28.0
334,88,33,801.0,0.0,35,3.62,19.60,28.0
335,88,31,811.0,0.0,36,3.99,20.00,28.0
336,88,31,797.0,0.0,36,3.98,20.40,28.0
337,88,32,805.0,0.0,36,4.02,20.00,28.0
338,88,32,807.0,0.0,36,3.81,20.00,28.0
339,88,32,812.0,0.0,36,3.75,20.00,28.0
340,88,30,789.0,0.0,36,4.10,20.40,28.0
341,89,33,810.0,0.0,36,3.89,20.00,28.0
342,89,33,800.0,0.0,36,3.98,20.00,28.0
343,89,31,807.0,0.0,36,4.02,20.00,28.0
344,90,32,800.0,0.0,36,3.79,20.00,28.0
345,90,30,806.0,0.0,36,4.07,20.00,28.0
346,91,47,803.0,0.0,,3.84,20.00,28.0
347,91,44,795.0,12.0,35,5.59,18.80,28.0
348,91,65,2300.0,24.0,34,6.54,23.90,28.0
349,92,24,2296.0,35.0,34,25.72,35.30,28.0
350,92,68,1775.0,40.0,34,17.89,32.50,28.0
351,92,59,2017.0,43.0,34,19.13,32.90,28.0
352,93,19,2219.0,41.0,,17.55,32.20,28.0
353,93,22,1752.0,27.0,34,4.55,22.00,28.0
354,93,33,1294.0,27.0,34,3.45,20.40,28.0
355,93,23,1394.0,31.0,34,9.87,29.00,28.0
356,93,20,1497.0,30.0,34,3.90,21.60,28.0
357,93,41,1459.0,32.0,34,8.07,27.10,28.0
358,93,53,1670.0,40.0,34,11.52,29.80,28.0
359,93,19,2086.0,46.0,34,20.37,33.30,28.0
360,93,21,1551.0,33.0,34,3.69,21.60,28.0
361,93,23,980.0,28.0,35,2.95,18.40,28.0
362,93,24,963.0,28.0,36,3.29,18.80,28.0
363,93,38,798.0,16.0,36,3.38,19.60,28.0
364,93,32,782.0,10.0,36,4.48,20.80,28.0
365,93,32,814.0,5.0,36,3.61,19.20,28.0
366,93,31,782.0,7.0,36,4.01,20.40,28.0
367,93,42,741.0,16.0,36,4.86,22.40,28.0
368,94,28,1541.0,24.0,35,9.68,28.20,28.0
369,94,34,1893.0,27.0,35,4.86,22.00,28.0
370,94,47,1403.0,34.0,34,15.02,31.80,28.0
371,94,51,1747.0,38.0,34,12.74,30.20,28.0
372,95,20,2018.0,46.0,34,24.02,34.90,28.0
373,95,35,1597.0,46.0,34,11.00,30.20,28.0
374,95,44,2281.0,47.0,34,14.26,31.00,28.0
375,95,19,2365.0,48.0,34,18.61,32.50,28.0
376,95,36,1185.0,46.0,35,3.70,18.40,28.0
377,95,19,1258.0,44.0,35,8.32,27.10,28.0
378,95,21,1199.0,40.0,35,6.44,23.10,28.0
379,95,66,1020.0,38.0,35,2.92,18.80,28.0
380,95,88,1169.0,41.0,35,2.41,20.40,28.0
381,95,52,1470.0,50.0,34,22.01,35.70,28.0
382,95,23,1700.0,53.0,34,18.79,32.90,28.0
383,95,47,1719.0,51.0,34,4.54,22.40,28.0
384,94,19,1706.0,48.0,34,10.73,29.40,28.0
385,94,21,1610.0,46.0,35,8.31,25.90,28.0
386,94,21,1520.0,44.0,35,4.35,21.60,28.0
387,94,19,1495.0,45.0,35,9.33,27.80,28.0
388,93,20,1512.0,33.0,35,9.32,27.80,28.0
389,93,30,1004.0,21.0,36,2.81,18.00,28.0
390,93,32,764.0,5.0,36,3.85,20.00,28.0
391,93,30,793.0,2.0,36,4.06,20.00,28.0
392,93,32,781.0,0.0,36,4.03,20.00,28.0
393,93,26,1016.0,5.0,36,10.94,27.10,28.0
394,93,33,802.0,0.0,36,4.01,20.00,28.0
395,93,31,789.0,0.0,36,3.86,20.40,28.0
396,94,33,798.0,0.0,37,3.97,20.00,28.0
397,94,30,794.0,0.0,37,4.14,20.40,28.0
398,94,32,796.0,0.0,37,3.89,20.00,28.0
399,95,33,783.0,2.0,36,4.30,20.40,28.0
400,95,50,946.0,13.0,35,9.57,28.60,28.0
401,95,68,1517.0,24.0,35,9.27,28.20,28.0
402,96,59,2328.0,33.0,35,28.04,35.30,28.0
403,96,59,1692.0,41.0,34,14.52,31.00,28.0
404,97,68,2081.0,49.0,34,17.47,32.20,28.0
405,97,23,2503.0,49.0,34,16.44,27.10,28.0
406,97,26,1642.0,49.0,35,7.68,26.30,28.0
407,97,31,1615.0,48.0,35,7.56,26.70,28.0
408,97,44,1613.0,49.0,35,9.02,27.50,28.0
409,97,33,1664.0,52.0,34,16.56,32.20,28.0
410,97,44,1717.0,52.0,34,9.38,27.80,28.0
411,97,67,1782.0,58.0,34,21.34,34.10,28.0
412,97,49,1991.0,61.0,34,18.91,32.20,28.0
413,96,20,2034.0,56.0,34,9.44,25.50,28.0
414,96,20,1787.0,41.0,35,4.66,22.40,28.0
415,96,33,803.0,14.0,36,4.37,20.40,28.0
416,95,29,800.0,3.0,36,3.86,20.00,28.0
417,95,33,782.0,0.0,36,3.86,20.00,28.0
418,95,34,794.0,0.0,36,3.92,20.00,28.0
419,95,34,794.0,0.0,36,4.36,20.40,28.0
420,95,32,794.0,,37,4.03,20.40,28.0
421,95,32,791.0,0.0,37,4.34,20.80,28.0
422,95,79,807.0,13.0,35,4.19,20.40,28.0
423,96,80,2470.0,26.0,35,6.93,25.10,28.0
424,96,85,2633.0,36.0,34,25.71,27.10,28.0
425,96,78,1867.0,46.0,34,27.83,36.90,28.0
426,97,33,2403.0,49.0,34,33.98,37.30,28.0
427,97,34,1660.0,50.0,34,9.62,28.20,28.0
428,97,18,1696.0,48.0,34,10.58,29.00,28.0
429,97,20,1550.0,31.0,35,4.10,22.00,28.0
430,97,57,856.0,24.0,36,4.39,21.20,28.0
431,97,58,915.0,36.0,35,14.35,34.90,28.0
432,97,46,1299.0,47.0,34,12.79,30.60,28.0
433,97,20,1560.0,42.0,35,3.29,21.20,28.0
434,96,23,1160.0,26.0,35,3.54,19.20,28.0
435,96,62,797.0,28.0,35,3.28,20.40,28.0
436,96,50,1500.0,36.0,34,17.95,32.90,28.0
437,95,19,1842.0,34.0,34,11.97,29.40,28.0
438,95,32,1648.0,33.0,,7.99,26.70,28.0
439,94,21,1605.0,28.0,35,5.93,22.40,28.0
440,94,95,1313.0,27.0,35,3.56,20.40,28.0
441,94,45,1515.0,37.0,34,21.55,35.30,28.0
442,94,20,1803.0,31.0,34,4.42,21.60,28.0
443,94,32,1376.0,2.0,35,3.67,20.40,28.0
444,93,31,789.0,0.0,36,4.27,20.80,28.0
445,94,32,810.0,0.0,36,3.70,20.00,28.0
446,94,46,846.0,10.0,35,9.97,22.70,28.0
447,94,34,1298.0,0.0,36,2.88,18.80,28.0
448,94,62,808.0,6.0,36,4.06,20.40,28.0
449,94,32,1292.0,0.0,36,1.97,19.20,28.0
450,94,33,791.0,0.0,,4.27,20.40,28.0
451,95,34,795.0,0.0,37,4.08,20.40,28.0
452,95,81,1633.0,9.0,36,3.00,20.80,28.0
453,96,72,2349.0,24.0,35,6.77,24.70,28.0
454,96,55,2267.0,30.0,35,26.24,34.90,28.0
455,96,43,1548.0,34.0,34,14.44,31.00,28.0
456,97,21,1704.0,30.0,35,8.64,26.70,28.0
457,97,28,1330.0,14.0,35,3.42,20.40,28.0
458,97,65,790.0,16.0,36,3.75,22.00,28.0
459,97,20,1630.0,21.0,35,17.95,32.50,28.0
460,97,52,1322.0,13.0,35,3.53,19.20,28.0
461,97,78,1210.0,30.0,35,14.21,31.80,28.0
462,98,70,1723.0,35.0,34,13.71,31.00,28.0
463,98,64,1880.0,45.0,34,23.63,34.90,28.0
464,98,57,1675.0,47.0,34,9.88,28.20,28.0
465,98,53,1590.0,51.0,34,15.28,31.80,28.0
466,98,39,1746.0,56.0,34,16.45,31.80,28.0
467,98,19,1931.0,58.0,35,4.97,23.10,28.0
468,97,20,1940.0,55.0,35,5.27,23.10,28.0
469,97,27,1496.0,26.0,35,3.74,20.80,28.0
470,96,71,875.0,29.0,35,2.90,20.80,28.0
471,96,71,850.0,24.0,35,2.05,18.40,28.0
472,95,54,1325.0,32.0,35,15.77,32.20,28.0
473,95,52,1675.0,39.0,34,15.53,31.80,28.0
474,94,31,1989.0,41.0,34,11.17,29.40,28.0
475,94,45,2089.0,46.0,34,11.13,29.40,28.0
476,94,49,2282.0,48.0,34,18.75,32.90,28.0
477,93,37,2388.0,50.0,34,20.97,33.30,28.0
478,93,53,2444.0,49.0,34,13.24,30.60,28.0
479,93,51,1738.0,48.0,34,8.01,,28.0
480,92,51,1319.0,50.0,34,11.14,29.80,28.0
481,92,21,1349.0,46.0,35,8.02,25.10,28.0
